Year,Month,Day,Hour,Temperature,Dew Point,Relative Humidity,Wind Speed,Toronto,Ottawa,Bruce,Difference,Holiday & Weekends
2014,8,15,9,16.6,10.3,66,20,6038,836,57,6,0
2014,8,15,10,18.8,10.5,58,21,6204,853,56,20,0
2014,8,15,11,20.2,9.6,50,21,6270,879,56,-61,0
2014,8,15,12,20.3,9.1,48,27,6295,887,55,-39,0
2014,8,15,13,21.8,8.5,42,28,6273,883,56,5,0
2014,8,15,14,21.9,8.6,42,26,6244,912,55,-31,0
2014,8,15,15,22.7,7.8,38,27,6224,762,55,-8,0
2014,8,15,16,22,7.6,39,29,6173,889,57,100,0
2014,8,15,17,20.7,7.1,41,31,6052,889,58,65,0
2014,8,15,18,20.7,7.5,42,27,5876,824,54,65,0
2014,8,15,19,19.2,7.1,45,27,5902,804,53,66,0
2014,8,15,20,17.8,7.6,51,17,5840,762,50,-46,0
2014,8,15,21,14.9,8.2,64,14,5467,764,46,232,0
2014,8,15,22,14.6,7.9,64,15,4998,672,43,154,0
2014,8,15,23,14.2,8.4,68,9,4593,601,42,144,0
2014,8,16,0,13.6,8.7,72,14,4322,566,41,115,0
2014,8,16,1,12.9,8.6,75,12,4149,545,43,56,0
2014,8,16,2,13.6,8.5,71,13,4051,544,40,79,0
2014,8,16,3,13.9,8.8,71,14,4012,539,45,65,0
2014,8,16,4,13.5,9,74,13,4067,537,43,93,0
2014,8,16,5,13.7,10,78,14,4172,576,43,11,0
2014,8,16,6,13.3,10,80,7,4358,634,45,36,0
2014,8,16,7,14.7,10.6,76,8,4692,713,49,-36,0
2014,8,16,8,17.7,11.6,67,19,5071,796,50,19,0
2014,8,16,9,19.6,11,57,24,5330,811,46,0,0
2014,8,16,10,19.2,10.6,57,27,5475,866,47,-47,0
2014,8,16,11,19.1,11.3,60,28,5507,861,47,-8,0
2014,8,16,12,19.6,12.2,62,21,5500,864,47,-10,0
2014,8,16,13,19.8,13.1,65,23,5479,861,47,46,0
2014,8,16,14,19.9,13.7,67,31,5420,853,49,39,0
2014,8,16,15,19.6,15.1,75,24,5422,868,50,63,0
2014,8,16,16,19.8,15.5,76,33,5461,887,51,-9,0
2014,8,16,17,19.7,15.6,77,30,5441,875,57,-41,0
2014,8,16,18,19.4,16.3,82,22,5394,866,57,36,0
2014,8,16,19,19.3,16.2,82,23,5477,853,56,1,0
2014,8,16,20,18.9,15.8,82,23,5392,780,57,66,0
2014,8,16,21,18.8,16.1,84,18,5133,707,55,20,0
2014,8,16,22,18.1,15,82,22,4783,670,52,-43,0
2014,8,16,23,16.7,14.6,87,21,4457,589,49,-5,0
2014,8,17,0,16.2,14.2,88,23,4221,555,50,52,0
2014,8,17,1,15.9,14.1,89,14,4062,549,52,7,0
2014,8,17,2,16,13.9,87,11,3953,542,51,17,0
2014,8,17,3,15.8,13.7,87,18,3902,534,51,21,0
2014,8,17,4,15.3,13.5,89,19,3918,539,51,33,0
2014,8,17,5,15,13.6,91,18,3928,534,52,24,0
2014,8,17,6,14.4,12.8,90,10,4086,577,53,76,0
2014,8,17,7,15.7,13.2,85,24,4423,626,56,-68,0
2014,8,17,8,16.2,13.9,86,22,4789,691,59,3,0
2014,8,17,9,18.7,14.8,78,14,5075,743,58,-50,0
2014,8,17,10,19.2,14.7,75,11,5310,765,56,-79,0
2014,8,17,11,20.4,14.4,68,10,5426,789,55,105,0
2014,8,17,12,22.4,14.9,62,15,5453,770,55,-35,0
2014,8,17,13,22.3,13.8,58,18,5463,780,55,-72,0
2014,8,17,14,22.9,13.5,55,13,5492,773,54,61,0
2014,8,17,15,23.5,15.2,59,17,5576,836,56,96,0
2014,8,17,16,22.6,14.1,58,19,5655,847,56,-69,0
2014,8,17,17,22.6,14.3,59,18,5661,865,56,-64,0
2014,8,17,18,21.3,13.6,61,18,5578,839,58,-30,0
2014,8,17,19,19.5,12.6,64,20,5654,842,57,-44,0
2014,8,17,20,17.7,12,69,23,5661,844,57,-102,0
2014,8,17,21,16.4,11.8,74,16,5320,791,67,22,0
2014,8,17,22,15.4,11.6,78,14,4930,685,90,-72,0
2014,8,17,23,14.7,12.2,85,17,4573,631,85,55,0
2014,8,18,0,14.3,12.4,88,13,4327,559,83,52,0
2014,8,18,1,13.8,12,89,11,4171,522,83,15,0
2014,8,18,2,13,11.4,90,9,4110,518,84,-8,0
2014,8,18,3,13,11.4,90,14,4135,523,85,-22,0
2014,8,18,4,12.5,11.1,91,5,4328,567,86,62,0
2014,8,18,5,12.1,10.7,91,9,4715,700,87,25,0
2014,8,18,6,12.7,11.1,90,8,5258,640,90,6,0
2014,8,18,7,13.5,11.9,90,9,5702,698,91,18,0
2014,8,18,8,15.2,12.6,84,9,6006,710,92,-21,0
2014,8,18,9,17.7,12.9,73,9,6257,734,93,9,0
2014,8,18,10,19.1,11.7,62,7,6454,763,92,40,0
2014,8,18,11,18.6,12.4,67,11,6526,776,93,-143,0
2014,8,18,12,19.3,13.3,68,10,6620,801,119,-133,0
2014,8,18,13,19.8,12.9,64,12,6632,794,126,-44,0
2014,8,18,14,19.8,12.9,64,17,6648,825,126,3,0
2014,8,18,15,20,12.8,63,12,6680,832,98,25,0
2014,8,18,16,19.9,12.3,61,13,6693,860,95,19,0
2014,8,18,17,19.7,11.8,60,13,6566,830,96,7,0
2014,8,18,18,19.4,11.3,59,14,6383,814,95,-40,0
2014,8,18,19,17.7,10.9,64,10,6386,837,96,-15,0
2014,8,18,20,16.9,10.8,67,8,6282,785,94,-73,0
2014,8,18,21,16.3,12.1,76,7,5810,690,89,28,0
2014,8,18,22,16.1,11.9,76,2,5287,678,85,106,0
2014,8,18,23,16,11.8,76,5,4841,567,83,104,0
2014,8,19,0,15.2,11.2,77,4,4573,531,80,146,0
2014,8,19,1,14.8,11.4,80,4,4363,520,77,102,0
2014,8,19,2,14.1,10.9,81,7,4298,517,81,92,0
2014,8,19,3,12.9,10.3,84,7,4301,524,85,22,0
2014,8,19,4,12.2,10.1,87,7,4458,574,87,20,0
2014,8,19,5,11.9,10.2,89,10,4848,706,66,-90,0
2014,8,19,6,12.7,10.6,87,7,5346,714,61,31,0
2014,8,19,7,14.7,11.5,81,8,5786,697,65,-102,0
2014,8,19,8,16.8,11.2,69,10,6148,724,63,33,0
2014,8,19,9,18.7,12.5,67,7,6383,769,63,152,0
2014,8,19,10,20.2,12.3,60,11,6575,788,59,-88,0
2014,8,19,11,21.4,13.4,60,13,6645,793,64,-76,0
2014,8,19,12,21.8,14.3,62,12,6761,806,63,-3,0
2014,8,19,13,22.1,13.6,58,14,6794,815,61,59,0
2014,8,19,14,22.1,13.3,57,18,6775,839,62,64,0
2014,8,19,15,22.1,11.9,52,18,6743,872,62,58,0
2014,8,19,16,21.7,12.1,54,19,6736,889,65,-80,0
2014,8,19,17,20,13.1,64,13,6582,863,64,11,0
2014,8,19,18,20,13.6,66,9,6358,831,64,152,0
2014,8,19,19,19.1,13.6,70,9,6432,868,64,-157,0
2014,8,19,20,18.5,13.4,72,9,6309,824,60,-84,0
2014,8,19,21,18.2,13.4,73,8,5901,708,57,1,0
2014,8,19,22,18.2,13.8,75,11,5366,706,53,16,0
2014,8,19,23,19.2,12.8,66,12,4953,626,51,-48,0
2014,8,20,0,18.1,14.1,77,10,4659,567,49,-24,0
2014,8,20,1,18,14.7,81,4,4483,553,48,-42,0
2014,8,20,2,17.9,15,83,4,4398,540,50,-68,0
2014,8,20,3,18.1,15.2,83,6,4410,539,51,-13,0
2014,8,20,4,17.2,14.9,86,7,4643,608,51,5,0
2014,8,20,5,17.7,15,84,9,5128,695,54,28,0
2014,8,20,6,17.7,15.2,85,5,5635,676,57,57,0
2014,8,20,7,18.1,15.4,84,7,6107,744,61,-55,0
2014,8,20,8,18.1,15.8,86,7,6375,776,62,-13,0
2014,8,20,9,18.2,16.9,92,5,6618,843,64,-145,0
2014,8,20,10,19.6,18.3,92,6,6833,860,62,13,0
2014,8,20,11,21.5,18.5,83,10,6944,886,63,-103,0
2014,8,20,12,21.7,18.4,81,14,7092,911,63,-82,0
2014,8,20,13,23.5,19.1,76,12,7166,935,62,185,0
2014,8,20,14,23.4,18.6,74,15,7180,945,62,63,0
2014,8,20,15,23.9,18.4,71,19,7188,971,64,4,0
2014,8,20,16,23.8,18.8,73,14,7111,987,63,120,0
2014,8,20,17,22.3,17.9,76,20,6918,956,63,127,0
2014,8,20,18,21.9,17.3,75,18,6821,965,64,121,0
2014,8,20,19,21.6,17.1,75,21,6886,983,62,57,0
2014,8,20,20,20.2,18,87,9,6665,904,63,-178,0
2014,8,20,21,19.8,18.5,92,4,6203,791,59,-115,0
2014,8,20,22,19.3,18.2,93,9,5689,790,56,-61,0
2014,8,20,23,18.9,17.9,94,7,5228,697,52,15,0
2014,8,21,0,18.9,18.1,95,5,4910,681,50,-28,0
2014,8,21,1,18.8,18,95,2,4722,636,49,-58,0
2014,8,21,2,19.1,18.1,94,2,4618,609,51,-104,0
2014,8,21,3,19.3,18.3,94,2,4630,629,50,-28,0
2014,8,21,4,19.3,18.3,94,4,4834,687,51,-6,0
2014,8,21,5,19.1,18.1,94,5,5264,799,54,-82,0
2014,8,21,6,18.3,17.7,96,4,5814,799,57,-94,0
2014,8,21,7,19.3,18.2,93,3,6268,838,60,-97,0
2014,8,21,8,21.4,18.3,82,4,6604,896,60,31,0
2014,8,21,9,21.7,18.7,83,10,6936,940,60,53,0
2014,8,21,10,23.7,18.5,72,8,7192,971,60,-49,0
2014,8,21,11,23.7,17.6,68,7,7291,967,60,-84,0
2014,8,21,12,23.9,17.7,68,15,7379,959,59,-23,0
2014,8,21,13,23.4,18.6,74,9,7432,991,61,123,0
2014,8,21,14,24.6,18.2,67,5,7469,990,61,-11,0
2014,8,21,15,25.7,17.8,61,4,7480,980,62,50,0
2014,8,21,16,25.7,18,62,10,7480,983,62,-13,0
2014,8,21,17,25.6,17.7,61,16,7380,910,62,14,0
2014,8,21,18,25.9,17.4,59,18,7221,902,63,53,0
2014,8,21,19,23.5,18.3,72,17,7242,906,63,78,0
2014,8,21,20,22.6,18,75,17,7119,891,63,-79,0
2014,8,21,21,21.4,17.9,80,12,6622,776,59,45,0
2014,8,21,22,20.3,17.7,85,17,6036,835,56,-62,0
2014,8,21,23,19,17.4,90,15,5488,683,52,-67,0
2014,8,22,0,18.5,16.9,90,16,5126,628,51,-99,0
2014,8,22,1,18,16.7,92,14,4903,587,52,-13,0
2014,8,22,2,18.1,16.8,92,13,4763,571,52,-16,0
2014,8,22,3,17.9,16.8,93,12,4736,589,51,-45,0
2014,8,22,4,17.7,16.7,94,14,4897,651,52,-18,0
2014,8,22,5,17.3,16.5,95,13,5302,709,56,-170,0
2014,8,22,6,16.9,16.1,95,15,5789,840,58,-153,0
2014,8,22,7,17,16.2,95,7,6230,857,60,-157,0
2014,8,22,8,17.4,16.1,92,9,6578,986,61,-241,0
2014,8,22,9,19,16.6,86,9,6925,962,62,-130,0
2014,8,22,10,21.3,17.8,80,4,7197,973,54,-132,0
2014,8,22,11,22,18.3,79,1,7354,976,50,-28,0
2014,8,22,12,22.5,17.9,75,11,7418,967,60,-73,0
2014,8,22,13,24.3,18.4,69,8,7455,943,62,-110,0
2014,8,22,14,23,18,73,13,7465,986,61,-43,0
2014,8,22,15,24.4,18.2,68,9,7498,985,62,14,0
2014,8,22,16,24.7,17.8,65,9,7512,982,69,17,0
2014,8,22,17,24.4,17.5,65,12,7346,964,68,30,0
2014,8,22,18,22.7,17.3,71,13,7093,944,69,7,0
2014,8,22,19,21.4,17.5,78,12,7050,950,67,91,0
2014,8,22,20,20.5,17.8,84,8,6913,916,67,69,0
2014,8,22,21,20.6,17.7,83,8,6485,834,64,-7,0
2014,8,22,22,20.9,18,83,8,5920,730,60,74,0
2014,8,22,23,20.8,17.7,82,9,5459,670,57,-64,0
2014,8,23,0,20.7,17.8,83,10,5107,608,57,-101,0
2014,8,23,1,20.8,18.2,85,8,4837,569,60,40,0
2014,8,23,2,20.2,18.7,91,10,4688,553,60,50,0
2014,8,23,3,20.4,18.9,91,8,4616,549,61,-30,0
2014,8,23,4,20.2,18,87,12,4648,565,60,-13,0
2014,8,23,5,20.1,17.9,87,9,4793,595,62,-118,0
2014,8,23,6,19.9,17.9,88,10,5010,667,64,-39,0
2014,8,23,7,19.7,17.7,88,10,5360,727,71,-142,0
2014,8,23,8,19.5,17.5,88,13,5720,801,72,-64,0
2014,8,23,9,19.8,17.6,87,11,5972,826,73,-59,0
2014,8,23,10,19.8,17.3,85,13,6128,836,73,-98,0
2014,8,23,11,20.5,17.6,83,16,6152,858,71,-13,0
2014,8,23,12,21.1,18,82,11,6137,881,71,-71,0
2014,8,23,13,21.1,17.8,81,14,6078,908,69,-58,0
2014,8,23,14,21.8,17.7,77,16,6046,936,70,21,0
2014,8,23,15,21.6,17.5,77,11,6062,1000,71,-86,0
2014,8,23,16,21.4,17.7,79,14,6078,1024,72,-46,0
2014,8,23,17,22,17.4,75,16,6039,1012,70,-65,0
2014,8,23,18,21.3,17.2,77,18,5880,980,68,108,0
2014,8,23,19,20.3,17,81,13,5928,949,66,52,0
2014,8,23,20,19.7,16.4,81,13,5869,912,66,64,0
2014,8,23,21,19.5,16,80,8,5579,832,92,181,0
2014,8,23,22,19.1,16.2,83,11,5212,735,97,104,0
2014,8,23,23,19.1,16.4,84,10,4858,671,103,53,0
2014,8,24,0,18.7,16.5,87,12,4575,623,105,17,0
2014,8,24,1,18.4,16.6,89,8,4372,597,104,23,0
2014,8,24,2,18.2,16.6,90,11,4255,578,103,51,0
2014,8,24,3,17.9,16.6,92,10,4193,566,101,1,0
2014,8,24,4,17.8,16.7,93,10,4201,562,101,-4,0
2014,8,24,5,18,16.7,92,11,4251,562,103,-28,0
2014,8,24,6,17.9,16.6,92,9,4375,626,105,37,0
2014,8,24,7,18.4,16.9,91,12,4712,699,109,-27,0
2014,8,24,8,19.5,17,85,13,5118,794,111,-71,0
2014,8,24,9,20.7,17,79,14,5493,836,111,-62,0
2014,8,24,10,21.7,16.7,73,21,5791,895,108,24,0
2014,8,24,11,22.8,16.7,68,17,6013,930,112,-104,0
2014,8,24,12,24.3,15.9,59,14,6108,933,113,-15,0
2014,8,24,13,24,15.4,58,18,6169,944,111,22,0
2014,8,24,14,24.5,15.8,58,16,6240,989,111,-15,0
2014,8,24,15,24.9,16.5,59,17,6323,1044,113,41,0
2014,8,24,16,24.6,15.4,56,13,6374,1084,113,-94,0
2014,8,24,17,24.1,14.7,55,12,6275,1089,111,-74,0
2014,8,24,18,23.3,14.4,57,11,6087,1071,108,20,0
2014,8,24,19,22,11.8,52,12,6175,1080,106,107,0
2014,8,24,20,21.2,11.7,54,7,6111,1031,104,33,0
2014,8,24,21,20.4,12,58,9,5785,944,99,65,0
2014,8,24,22,19.7,12.6,63,8,5359,811,95,83,0
2014,8,24,23,19.5,12.8,65,3,4977,715,93,77,0
2014,8,25,0,19,13.7,71,4,4692,696,89,90,0
2014,8,25,1,18.8,14.7,77,7,4516,664,89,150,0
2014,8,25,2,18.2,14.2,77,5,4420,646,90,170,0
2014,8,25,3,18.2,14.9,81,3,4424,628,89,-4,0
2014,8,25,4,17.7,15.2,85,9,4642,674,91,-46,0
2014,8,25,5,16.5,14,85,5,5073,770,93,-205,0
2014,8,25,6,16.9,14.4,85,4,5599,860,96,-172,0
2014,8,25,7,17.8,15.3,85,5,6113,807,91,36,0
2014,8,25,8,20,16.9,82,5,6569,865,79,-91,0
2014,8,25,9,22.1,16.9,72,10,7014,948,79,-50,0
2014,8,25,10,23.5,16.7,65,17,7385,1015,71,146,0
2014,8,25,11,24.9,17.5,63,18,7552,1076,73,-49,0
2014,8,25,12,24.9,16.2,58,15,7697,1105,63,-144,0
2014,8,25,13,26.3,13.6,45,22,7753,1124,39,53,0
2014,8,25,14,26.7,15,48,12,7815,1149,36,-121,0
2014,8,25,15,26.8,14.1,45,16,7841,1144,34,41,0
2014,8,25,16,27,15.3,48,13,7833,1174,38,-52,0
2014,8,25,17,25.1,15.6,55,16,7661,1161,39,-175,0
2014,8,25,18,23.3,15.7,62,16,7368,1110,38,-132,0
2014,8,25,19,21.8,15.5,67,14,7349,1100,36,75,0
2014,8,25,20,21,15.8,72,11,7178,983,36,50,0
2014,8,25,21,20.7,15.8,73,9,6667,865,30,67,0
2014,8,25,22,20.6,15.9,74,5,6075,868,24,2,0
2014,8,25,23,20.2,16.1,77,5,5547,768,21,-62,0
2014,8,26,0,19.8,16.3,80,3,5174,696,19,26,0
2014,8,26,1,19.8,16.5,81,4,4944,639,19,134,0
2014,8,26,2,19.4,16.5,83,5,4804,624,21,-40,0
2014,8,26,3,19.3,16.4,83,5,4794,619,21,-38,0
2014,8,26,4,19.2,16.7,85,5,4991,686,22,-49,0
2014,8,26,5,19.4,16.7,84,5,5457,780,26,-129,0
2014,8,26,6,19.4,16.9,85,5,6021,766,28,-109,0
2014,8,26,7,20.4,17.3,82,6,6646,819,68,-37,0
2014,8,26,8,23,17.6,71,21,7139,874,78,-68,0
2014,8,26,9,24.8,18.4,67,21,7472,952,79,-3,0
2014,8,26,10,26.6,19.1,63,18,7898,1022,79,57,0
2014,8,26,11,28.5,20.7,62,20,8174,1085,79,6,0
2014,8,26,12,29.7,21.6,61,14,8432,1109,80,-18,0
2014,8,26,13,30.5,21.5,58,24,8604,1149,79,25,0
2014,8,26,14,31.3,21.7,56,22,8712,1182,79,82,0
2014,8,26,15,30.4,21.1,57,23,8723,1237,74,33,0
2014,8,26,16,30.8,22.1,59,25,8690,1257,81,93,0
2014,8,26,17,30.5,21.2,57,25,8472,1177,80,154,0
2014,8,26,18,29.2,20.5,59,26,8264,1134,84,-7,0
2014,8,26,19,28,20.7,64,17,8328,1111,100,46,0
2014,8,26,20,26.4,21.1,72,13,8126,1009,97,102,0
2014,8,26,21,24.9,20.9,78,10,7650,896,94,85,0
2014,8,26,22,24.4,20.8,80,8,6949,907,89,116,0
2014,8,26,23,22.4,19.8,85,27,6300,809,87,20,0
2014,8,27,0,21.5,17.6,78,25,5796,745,85,-42,0
2014,8,27,1,21.5,16.8,74,18,5469,712,86,-173,0
2014,8,27,2,21.4,15.1,67,28,5251,670,88,-98,0
2014,8,27,3,20.4,14.4,68,16,5133,672,87,-14,0
2014,8,27,4,19.6,11.7,60,20,5229,730,88,-15,0
2014,8,27,5,18.5,12.3,67,19,5522,858,89,-100,0
2014,8,27,6,17.4,11.9,70,17,6012,832,92,-31,0
2014,8,27,7,18,12.7,71,24,6543,878,93,-22,0
2014,8,27,8,19,13.3,69,17,6974,905,93,-88,0
2014,8,27,9,20.3,13.4,64,17,7281,933,94,19,0
2014,8,27,10,20.8,13.1,61,10,7448,986,93,46,0
2014,8,27,11,23.1,12.3,50,12,7622,994,94,7,0
2014,8,27,12,24,11.5,45,16,7705,1016,82,-173,0
2014,8,27,13,23.9,11.1,44,20,7631,1022,90,-30,0
2014,8,27,14,24.4,13.5,50,28,7591,1007,92,75,0
2014,8,27,15,23,12.2,50,25,7649,1025,91,25,0
2014,8,27,16,23.5,12.3,49,23,7570,1008,93,-33,0
2014,8,27,17,23,12.5,51,22,7329,944,96,114,0
2014,8,27,18,21.7,11.8,53,25,7025,940,95,82,0
2014,8,27,19,19.1,12.5,65,21,6958,955,96,15,0
2014,8,27,20,18,10.7,62,27,6681,886,93,-14,0
2014,8,27,21,16.8,9.8,63,21,6145,768,90,-75,0
2014,8,27,22,15.8,10,68,19,5525,774,87,-136,0
2014,8,27,23,15.1,10.1,72,17,5044,682,87,-71,0
2014,8,28,0,13.8,9.9,77,11,4741,645,86,-81,0
2014,8,28,1,12.2,9.4,83,13,4535,585,86,-97,0
2014,8,28,2,12.3,9,80,12,4420,571,88,-61,0
2014,8,28,3,12.7,8.8,77,13,4435,575,89,-16,0
2014,8,28,4,12.4,8.9,79,13,4648,626,87,-39,0
2014,8,28,5,13.2,9.5,78,17,5048,718,93,3,0
2014,8,28,6,13.3,10.1,81,17,5539,708,97,-103,0
2014,8,28,7,14.6,10.1,74,15,5997,738,98,40,0
2014,8,28,8,16.4,9.7,64,26,6341,786,65,2,0
2014,8,28,9,17.4,9.6,60,20,6484,795,57,-44,0
2014,8,28,10,18.6,9.2,54,21,6675,801,56,94,0
2014,8,28,11,20.5,8,44,23,6753,830,57,0,0
2014,8,28,12,21,8.4,44,21,6836,844,55,-11,0
2014,8,28,13,21.7,7.7,40,23,6901,826,55,170,0
2014,8,28,14,22,5.2,33,23,6888,831,55,38,0
2014,8,28,15,22,6,35,22,6943,848,55,60,0
2014,8,28,16,21.8,6.6,37,17,6891,841,56,30,0
2014,8,28,17,21.5,7.1,39,22,6683,792,57,-84,0
2014,8,28,18,19.9,7.4,44,20,6450,799,57,61,0
2014,8,28,19,17.9,7.2,49,21,6489,824,57,62,0
2014,8,28,20,16.7,6.6,51,21,6291,751,56,21,0
2014,8,28,21,16.1,7.4,56,17,5826,652,53,78,0
2014,8,28,22,15.1,8.2,63,16,5298,640,49,188,0
2014,8,28,23,14.6,8.6,67,10,4853,602,47,9,0
2014,8,29,0,13.3,8.6,73,11,4558,567,45,26,0
2014,8,29,1,13.1,8.8,75,10,4381,571,44,-24,0
2014,8,29,2,13.1,9,76,7,4299,560,45,36,0
2014,8,29,3,12.2,9.1,81,7,4290,555,45,-38,0
2014,8,29,4,12,8.9,81,8,4455,596,47,-51,0
2014,8,29,5,12.2,9.4,83,8,4827,662,48,-93,0
2014,8,29,6,12.9,9.9,82,5,5300,776,48,3,0
2014,8,29,7,13.9,10.7,81,5,5748,843,50,21,0
2014,8,29,8,15.6,11.4,76,5,6040,879,54,-26,0
2014,8,29,9,18,12.9,72,12,6289,904,55,28,0
2014,8,29,10,19.4,13.7,69,12,6471,925,55,43,0
2014,8,29,11,21,12.8,59,10,6621,914,55,5,0
2014,8,29,12,22,12.4,54,16,6618,957,55,-21,0
2014,8,29,13,21.6,11.8,53,16,6623,972,55,-82,0
2014,8,29,14,21.9,9.3,44,15,6652,966,56,-7,0
2014,8,29,15,22,9.7,45,10,6669,998,59,-7,0
2014,8,29,16,21.9,10.2,47,12,6560,1007,59,-132,0
2014,8,29,17,20.9,10.2,50,9,6375,981,60,-23,0
2014,8,29,18,19.6,12,61,19,6159,960,59,195,0
2014,8,29,19,18.5,14.1,75,12,6285,954,58,52,0
2014,8,29,20,18.4,13.5,73,14,6125,914,56,139,0
2014,8,29,21,18.4,14,75,12,5732,791,53,72,0
2014,8,29,22,18.1,13.7,75,11,5273,704,50,63,0
2014,8,29,23,18.4,14.6,78,4,4859,646,47,68,0
2014,8,30,0,18.3,15.4,83,10,4601,612,46,17,0
2014,8,30,1,18.2,16,87,10,4438,589,47,39,0
2014,8,30,2,18,16.2,89,5,4347,580,51,84,0
2014,8,30,3,18.1,16.3,89,6,4261,572,51,96,0
2014,8,30,4,18.1,16.5,90,7,4304,580,47,83,0
2014,8,30,5,18.1,16.3,89,7,4429,586,48,94,0
2014,8,30,6,18.6,15.9,84,8,4612,640,50,128,0
2014,8,30,7,19.1,16.2,83,8,4980,701,56,-138,0
2014,8,30,8,20.5,16.2,76,8,5366,756,59,-39,0
2014,8,30,9,21.7,16.1,70,9,5717,809,57,23,0
2014,8,30,10,21.1,18.2,83,13,5968,836,56,-40,0
2014,8,30,11,24.9,18.7,68,14,6233,854,56,47,0
2014,8,30,12,25.6,18.4,64,16,6426,851,56,-49,0
2014,8,30,13,27,18.5,59,16,6539,870,57,-18,0
2014,8,30,14,27.2,19.4,62,18,6616,891,59,-68,0
2014,8,30,15,27.7,19.7,61,16,6683,940,58,-67,0
2014,8,30,16,29.9,18.3,49,22,6710,931,57,90,0
2014,8,30,17,28.8,18.5,53,35,6625,917,58,29,0
2014,8,30,18,28.5,18.2,53,26,6554,923,57,271,0
2014,8,30,19,27.9,18.2,55,23,6682,928,56,75,0
2014,8,30,20,27.3,18.8,59,27,6586,898,57,88,0
2014,8,30,21,26.8,18.5,60,22,6273,855,52,130,0
2014,8,30,22,26,18.8,64,23,5874,780,50,205,0
2014,8,30,23,25.3,18.9,67,27,5498,737,48,134,0
2014,8,31,0,24.3,19,72,18,5157,691,47,47,0
2014,8,31,1,24,19.4,75,18,4938,672,48,-29,0
2014,8,31,2,24,19.6,76,19,4805,643,46,29,0
2014,8,31,3,23.9,19.9,78,19,4715,634,47,1,0
2014,8,31,4,23.5,19.9,80,14,4700,627,49,33,0
2014,8,31,5,23,19.8,82,18,4759,641,50,-1,0
2014,8,31,6,22.9,20.1,84,18,4878,703,53,20,0
2014,8,31,7,23.4,20.6,84,19,5267,775,57,-158,0
2014,8,31,8,24.3,20.7,80,27,5762,841,60,-7,0
2014,8,31,9,25.4,19.9,71,30,6212,921,61,11,0
2014,8,31,10,25.8,19.1,66,22,6574,981,60,-70,0
2014,8,31,11,27,18.7,60,22,6824,1017,59,-32,0
2014,8,31,12,27.4,18,56,26,6898,1069,59,101,0
2014,8,31,13,27.1,17.5,55,24,6891,1086,58,226,0
2014,8,31,14,28.6,18,52,31,7002,1071,58,80,0
2014,8,31,15,29.1,17.5,49,23,7077,1075,60,-16,0
2014,8,31,16,29.3,17.7,49,29,7106,1102,60,-88,0
2014,8,31,17,28.5,17.3,50,22,7011,1058,60,-55,0
2014,8,31,18,27.1,17.7,56,20,6783,1002,60,-57,0
2014,8,31,19,25.6,17.7,61,18,6797,1020,59,123,0
2014,8,31,20,24.4,17.3,64,11,6649,954,58,36,0
2014,8,31,21,23.9,17.7,68,9,6273,877,56,132,0
2014,8,31,22,22.9,17.9,73,11,5796,782,53,173,0
2014,8,31,23,21.1,17.6,80,9,5335,717,49,209,0
2014,9,1,0,19.7,17.3,86,9,4984,665,47,176,1
2014,9,1,1,19.2,17,87,2,4717,647,45,153,1
2014,9,1,2,19.3,16.9,86,4,4549,621,46,69,1
2014,9,1,3,18,16.2,89,5,4455,625,46,23,1
2014,9,1,4,18.6,16.6,88,5,4473,628,47,-29,1
2014,9,1,5,19.4,17,86,2,4572,654,47,-81,1
2014,9,1,6,19.5,17.5,88,8,4654,705,50,40,1
2014,9,1,7,19.9,18.4,91,9,4949,793,55,-176,1
2014,9,1,8,20.2,19.4,95,5,5351,848,57,-89,1
2014,9,1,9,21,20.4,96,5,5730,909,54,16,1
2014,9,1,10,21.9,20.6,92,10,6102,944,59,123,1
2014,9,1,11,25.8,21.1,75,11,6439,1000,61,123,1
2014,9,1,12,26.1,21.4,75,19,6681,1027,60,81,1
2014,9,1,13,24.4,21.4,83,20,6803,1063,58,52,1
2014,9,1,14,26.9,20.9,69,21,6860,1113,56,-138,1
2014,9,1,15,29,21.7,64,20,7015,1173,56,-26,1
2014,9,1,16,28.1,20.3,62,30,7121,1226,60,-58,1
2014,9,1,17,28.4,20.6,62,18,7097,1223,60,-29,1
2014,9,1,18,27.2,19.9,64,26,7033,1213,58,-49,1
2014,9,1,19,26.2,20.2,69,18,7228,1239,57,-145,1
2014,9,1,20,25.9,20.1,70,17,7056,1113,57,-111,1
2014,9,1,21,25,20.6,76,13,6591,1014,53,-154,1
2014,9,1,22,23,20.9,88,14,6027,855,50,-132,1
2014,9,1,23,23.6,21.2,86,27,5590,807,49,-6,1
2014,9,2,0,22,20,88,21,5264,734,49,-26,0
2014,9,2,1,21.2,19.5,90,17,5022,709,47,-20,0
2014,9,2,2,20.9,19.2,90,14,4909,717,47,23,0
2014,9,2,3,20.4,19.1,92,8,4887,714,48,-9,0
2014,9,2,4,20.4,19.3,93,8,5094,753,51,-3,0
2014,9,2,5,20.9,19.6,92,3,5673,885,54,-28,0
2014,9,2,6,20.8,19.3,91,15,6378,897,57,83,0
2014,9,2,7,22.3,19.9,86,10,6875,943,57,67,0
2014,9,2,8,23.6,20.4,82,9,7356,1004,61,121,0
