Year,Month,Day,Hour,Temperature,Dew Point,Relative Humidity,Wind Speed,Toronto,Ottawa,Bruce,Difference,Holiday & Weekends
2016,6,29,17,26.1,6.4,28,9,7322,957,78,58,0
2016,6,29,18,25.7,4.5,25,18,7189,942,77,62,0
2016,6,29,19,23.7,6.7,33,21,6972,911,76,-43,0
2016,6,29,20,22,6.4,36,22,6823,893,78,140,0
2016,6,29,21,20.3,6,39,20,6386,820,75,157,0
2016,6,29,22,19.1,5,39,14,5770,687,68,-6,0
2016,6,29,23,18.1,5.4,43,13,5196,730,64,-44,0
2016,6,30,0,16.6,5.9,49,10,4854,693,60,-38,0
2016,6,30,1,16.4,6.6,52,10,4633,672,52,-19,0
2016,6,30,2,15.2,6.6,56,9,4552,643,60,0,0
2016,6,30,3,14.7,6.8,59,7,4490,630,60,-3,0
2016,6,30,4,12.8,6.9,67,8,4580,648,59,-45,0
2016,6,30,5,13.1,6.5,64,7,4951,761,65,-50,0
2016,6,30,6,15,6.6,57,6,5595,747,69,-79,0
2016,6,30,7,17.7,6.4,47,5,6074,799,75,41,0
2016,6,30,8,20.5,6.2,39,3,6491,835,75,-33,0
2016,6,30,9,22.9,3.6,28,9,6765,874,76,24,0
2016,6,30,10,24,4.1,27,5,6936,938,73,70,0
2016,6,30,11,25,4.9,27,2,7054,953,73,105,0
2016,6,30,12,25.5,5.9,28,17,7139,961,73,179,0
2016,6,30,13,25.2,5.1,27,21,7221,1007,74,210,0
2016,6,30,14,26.5,6.8,28,22,7298,1017,47,50,0
2016,6,30,15,26.8,6,26,24,7360,1051,76,166,0
2016,6,30,16,25.5,6.9,30,25,7380,1093,79,71,0
2016,6,30,17,25.8,9.4,35,27,7241,1066,79,104,0
2016,6,30,18,25.7,9.3,35,26,7049,1066,79,-31,0
2016,6,30,19,25.2,4,25,24,6784,977,79,88,0
2016,6,30,20,24.4,0.2,20,19,6619,942,79,112,0
2016,6,30,21,23,4.2,29,14,6233,827,77,84,0
2016,6,30,22,21.7,4.9,33,12,5657,844,62,244,0
2016,6,30,23,20.5,5.1,36,13,5151,781,57,13,0
2016,7,1,0,19.6,5.8,40,7,4785,700,52,120,1
2016,7,1,1,18.8,5.8,42,10,4549,646,49,-77,1
2016,7,1,2,17.6,6,46,5,4407,615,55,-75,1
2016,7,1,3,17.2,6.2,48,2,4295,598,59,-56,1
2016,7,1,4,17.9,6.2,46,2,4263,588,59,-4,1
2016,7,1,5,17.9,6.9,48,4,4275,627,61,-27,1
2016,7,1,6,18.2,7.4,49,7,4437,685,63,36,1
2016,7,1,7,18.5,11.7,64,8,4694,626,69,-91,1
2016,7,1,8,17.4,14.5,83,12,4955,660,81,-113,1
2016,7,1,9,16.7,14.2,85,14,5158,731,78,-28,1
2016,7,1,10,18.1,14.3,78,9,5350,796,78,68,1
2016,7,1,11,20,14,68,18,5486,828,80,89,1
2016,7,1,12,20.3,15,71,23,5475,873,67,-24,1
2016,7,1,13,18.7,17.4,92,13,5413,946,61,56,1
2016,7,1,14,21.4,12.9,58,41,5423,934,55,-79,1
2016,7,1,15,22.8,11.1,47,39,5452,894,65,123,1
2016,7,1,16,21.7,11.3,51,39,5476,898,69,-31,1
2016,7,1,17,20.2,11.3,56,40,5392,890,66,-17,1
2016,7,1,18,19.8,12.2,61,39,5309,809,68,-28,1
2016,7,1,19,18.4,11.8,65,32,5157,749,62,9,1
2016,7,1,20,17.2,10.6,65,37,5088,702,61,-44,1
2016,7,1,21,16,10.4,69,27,4922,631,61,-104,1
2016,7,1,22,15.6,10.6,72,29,4649,708,61,-21,1
2016,7,1,23,14.8,9.9,72,23,4361,686,61,-145,1
2016,7,2,0,14.8,9.4,70,25,4134,659,55,0,0
2016,7,2,1,13.3,9.2,76,15,3970,624,47,-24,0
2016,7,2,2,12.8,9.3,79,12,3896,604,57,-6,0
2016,7,2,3,12.7,9.4,80,15,3842,583,58,6,0
2016,7,2,4,13.2,9.3,77,15,3821,570,58,-98,0
2016,7,2,5,12.6,9.3,80,16,3878,580,56,3,0
2016,7,2,6,13.8,9.3,74,12,4157,621,60,-62,0
2016,7,2,7,16.5,9.3,62,17,4507,668,69,-83,0
2016,7,2,8,18.6,9.2,54,22,4830,718,71,-68,0
2016,7,2,9,20.9,9.9,49,21,5050,749,73,-39,0
2016,7,2,10,22.3,9.6,44,29,5298,764,71,16,0
2016,7,2,11,23.9,9.3,39,34,5410,753,69,5,0
2016,7,2,12,24.4,9.4,38,26,5466,758,69,63,0
2016,7,2,13,25.5,8.7,34,36,5496,764,71,55,0
2016,7,2,14,26,7.8,31,40,5537,779,69,40,0
2016,7,2,15,25,8.3,34,32,5588,803,69,73,0
2016,7,2,16,25.6,7.5,31,29,5662,844,76,64,0
2016,7,2,17,25.1,7.5,32,34,5684,870,78,67,0
2016,7,2,18,24.5,6.9,32,31,5598,854,75,-15,0
2016,7,2,19,23.5,6.5,33,28,5470,827,74,-85,0
2016,7,2,20,21.9,7.1,38,19,5457,814,71,-52,0
2016,7,2,21,21.1,7.5,41,16,5277,752,70,19,0
2016,7,2,22,18.2,7.7,50,11,4952,684,67,-5,0
2016,7,2,23,18.2,7.7,50,15,4597,654,62,-40,0
2016,7,3,0,16.3,7.9,57,11,4332,607,63,38,0
2016,7,3,1,15.8,7.9,59,10,4134,590,60,14,0
2016,7,3,2,14.4,8.4,67,13,4039,586,59,27,0
2016,7,3,3,14.2,8.2,67,10,3958,579,60,10,0
2016,7,3,4,14.7,8.3,65,10,3897,584,59,-86,0
2016,7,3,5,14.6,7.9,64,10,3916,583,62,33,0
2016,7,3,6,17,8.5,57,8,4160,625,67,-44,0
2016,7,3,7,20,9.4,50,14,4550,656,71,-125,0
2016,7,3,8,22.6,9.6,43,21,4947,727,73,-105,0
2016,7,3,9,24,9,38,25,5305,771,73,-48,0
2016,7,3,10,24.6,8.3,35,19,5586,809,76,8,0
2016,7,3,11,25.4,7.7,32,24,5742,826,75,19,0
2016,7,3,12,26.2,8.5,32,10,5829,844,71,38,0
2016,7,3,13,27.1,9.3,32,18,5903,862,69,57,0
2016,7,3,14,26.2,8.5,32,17,6042,884,71,7,0
2016,7,3,15,28.2,7.7,27,19,6189,906,73,120,0
2016,7,3,16,26.7,7.5,29,13,6352,973,78,39,0
2016,7,3,17,26.1,7.9,31,17,6410,1008,78,119,0
2016,7,3,18,26.8,7,28,22,6370,1006,77,-9,0
2016,7,3,19,25.7,8,32,19,6245,1015,72,-93,0
2016,7,3,20,24.4,9,37,21,6225,1018,74,-82,0
2016,7,3,21,22.8,9,41,15,5968,922,70,-2,0
2016,7,3,22,21.2,9.3,46,13,5495,821,66,-64,0
2016,7,3,23,20.9,9,46,11,5039,757,62,22,0
2016,7,4,0,19.7,9.1,50,14,4710,672,60,-54,0
2016,7,4,1,18.4,9.3,55,7,4478,635,55,-22,0
2016,7,4,2,16.7,9.5,62,9,4372,649,58,-13,0
2016,7,4,3,16.2,9.5,64,11,4342,666,60,-39,0
2016,7,4,4,15.5,9.2,66,7,4455,682,65,-90,0
2016,7,4,5,15.8,9.1,64,8,4822,749,68,14,0
2016,7,4,6,16.9,10.1,64,7,5487,825,74,-101,0
2016,7,4,7,20,8.2,46,1,6053,913,73,-66,0
2016,7,4,8,22.5,7.7,38,3,6526,985,73,-120,0
2016,7,4,9,24.6,8.8,36,10,6859,1037,70,-58,0
2016,7,4,10,25.4,8.2,33,14,7102,1048,71,-49,0
2016,7,4,11,26.4,8.2,31,14,7283,940,71,6,0
2016,7,4,12,26.8,9.4,33,16,7425,964,61,26,0
2016,7,4,13,27.4,8.1,29,17,7517,990,59,71,0
2016,7,4,14,27.1,8.3,30,13,7668,1027,67,97,0
2016,7,4,15,27.8,8.4,29,18,7803,1062,71,-41,0
2016,7,4,16,27.8,8.9,30,16,7819,1117,74,-51,0
2016,7,4,17,26.4,9.5,34,14,7757,1102,76,12,0
2016,7,4,18,25,9.1,36,18,7592,1074,77,-6,0
2016,7,4,19,23.2,9,40,16,7300,1060,76,-64,0
2016,7,4,20,21.5,9.9,47,15,7069,984,74,-132,0
2016,7,4,21,20.5,10.4,52,7,6625,896,72,-31,0
2016,7,4,22,20.5,10.7,53,5,5995,756,61,-91,0
2016,7,4,23,21.1,10.7,51,7,5486,799,57,-3,0
2016,7,5,0,21.1,10.1,49,1,5122,731,52,11,0
2016,7,5,1,21.7,10.1,47,2,4902,670,54,8,0
2016,7,5,2,21.9,9.6,45,6,4768,636,50,54,0
2016,7,5,3,21,10.3,50,8,4711,638,52,-9,0
2016,7,5,4,20.2,9.9,51,8,4878,683,54,-42,0
2016,7,5,5,20.4,9.8,50,5,5258,786,60,-29,0
2016,7,5,6,21.4,9.5,46,7,5952,770,66,-83,0
2016,7,5,7,22.6,10.6,46,2,6571,837,69,-79,0
2016,7,5,8,25,11,41,9,7076,886,70,-57,0
2016,7,5,9,27.1,13.7,43,14,7515,938,69,-18,0
2016,7,5,10,28.5,13.8,40,12,7787,970,71,-51,0
2016,7,5,11,29.5,13.6,37,14,8016,1004,71,89,0
2016,7,5,12,29.5,14.4,39,13,8145,1032,58,-32,0
2016,7,5,13,30.2,14.6,38,22,8247,1058,70,38,0
2016,7,5,14,32,15.8,37,23,8340,1105,73,-56,0
2016,7,5,15,31.4,16.1,39,19,8407,1152,74,3,0
2016,7,5,16,32.1,15.9,37,30,8478,1245,79,106,0
2016,7,5,17,30.4,15.9,41,30,8429,1228,79,104,0
2016,7,5,18,29.4,15.8,43,23,8328,1209,81,65,0
2016,7,5,19,28.1,15.6,46,24,8077,1166,78,-35,0
2016,7,5,20,26.9,14.8,47,18,7908,1157,77,-61,0
2016,7,5,21,26,15.3,51,20,7475,1025,73,81,0
2016,7,5,22,25,15.2,54,11,6832,880,62,-43,0
2016,7,5,23,23.6,15,58,10,6194,779,52,-58,0
2016,7,6,0,21.5,15.7,69,9,5748,696,49,-25,0
2016,7,6,1,20.8,15.4,71,8,5400,732,43,-67,0
2016,7,6,2,21.4,15.8,70,12,5201,741,45,20,0
2016,7,6,3,20,15.3,74,12,5137,737,46,10,0
2016,7,6,4,20.5,15.6,73,2,5220,760,48,-39,0
2016,7,6,5,19.3,15.4,78,8,5652,859,58,102,0
2016,7,6,6,21.5,16.3,72,6,6460,881,64,-21,0
2016,7,6,7,24.8,16.7,60,8,7151,926,70,-56,0
2016,7,6,8,27.1,16.9,53,10,7676,1009,72,-43,0
2016,7,6,9,28.6,17.4,50,10,8080,1065,72,-40,0
2016,7,6,10,29.1,16.2,45,17,8356,1097,73,-35,0
2016,7,6,11,29,17.4,49,18,8472,1162,70,28,0
2016,7,6,12,29.5,17.2,47,19,8635,1193,71,162,0
2016,7,6,13,30.9,17.1,43,22,8774,1225,68,141,0
2016,7,6,14,31.4,17.2,42,24,8835,1245,70,-116,0
2016,7,6,15,30.9,17.1,43,23,8857,1244,73,-58,0
2016,7,6,16,30.4,17.4,45,27,8812,1254,78,28,0
2016,7,6,17,30.1,18.1,48,25,8547,1241,76,17,0
2016,7,6,18,29.9,17.3,46,25,8305,1225,76,72,0
2016,7,6,19,28.8,17.2,49,25,8153,1198,73,79,0
2016,7,6,20,27.5,18.7,58,17,8137,1196,76,12,0
2016,7,6,21,27,17.9,57,18,7742,1096,71,3,0
2016,7,6,22,26.3,18.3,61,12,7129,1049,68,48,0
2016,7,6,23,25.8,18.9,65,14,6551,979,61,55,0
2016,7,7,0,24.8,19.5,72,12,6150,907,59,7,0
2016,7,7,1,24.5,19.7,74,17,5819,875,59,-50,0
2016,7,7,2,23.1,19.5,80,7,5650,843,59,15,0
2016,7,7,3,22.3,19.3,83,8,5557,829,61,-33,0
2016,7,7,4,21.6,19,85,6,5678,860,65,-9,0
2016,7,7,5,21.9,19.5,86,11,6067,914,69,-69,0
2016,7,7,6,22.9,19.9,83,8,6869,913,74,-261,0
2016,7,7,7,23.9,20.1,79,9,7493,966,80,-184,0
2016,7,7,8,25.1,20,73,8,7927,1027,79,-101,0
2016,7,7,9,26.9,20.1,66,14,8358,1065,81,-32,0
2016,7,7,10,27.5,20,63,5,8672,1112,7,-148,0
2016,7,7,11,28.8,19.6,57,4,8814,1153,78,-204,0
2016,7,7,12,28.5,20.2,60,14,8843,1210,80,-174,0
2016,7,7,13,25.6,20.1,71,25,8630,1222,82,24,0
2016,7,7,14,27.2,22.3,74,5,8607,1241,82,101,0
2016,7,7,15,29.2,19.7,56,5,8705,1256,81,-113,0
2016,7,7,16,30.9,17.8,45,5,8748,1277,83,20,0
2016,7,7,17,31.4,17.2,42,22,8611,1229,85,53,0
2016,7,7,18,29.9,17.3,46,26,8420,1170,86,58,0
2016,7,7,19,27.9,17.3,52,22,8243,1138,83,37,0
2016,7,7,20,26.6,17.6,57,24,8146,1122,81,-35,0
2016,7,7,21,25.6,17.7,61,21,7706,1034,79,2,0
2016,7,7,22,23.8,17.7,68,18,7032,859,71,-52,0
2016,7,7,23,23.2,17.3,69,13,6410,785,65,-118,0
2016,7,8,0,22.2,17.4,74,12,5975,783,63,-103,0
2016,7,8,1,21.4,17.5,78,17,5658,819,65,-106,0
2016,7,8,2,20.9,18,83,16,5438,770,65,-39,0
2016,7,8,3,20.4,17.8,85,7,5366,749,61,5,0
2016,7,8,4,20.7,17.9,84,11,5486,780,59,24,0
2016,7,8,5,20.7,17.9,84,10,5899,827,70,-74,0
2016,7,8,6,20.8,18.6,87,4,6437,814,71,-168,0
2016,7,8,7,21,19,88,10,6863,873,76,18,0
2016,7,8,8,21.5,19.5,88,13,7157,889,79,-123,0
2016,7,8,9,22.4,19.2,82,8,7437,892,81,-85,0
2016,7,8,10,24,20,78,12,7701,888,79,-15,0
2016,7,8,11,24,19.8,77,6,7882,869,78,57,0
2016,7,8,12,25,19.7,72,4,8084,892,78,104,0
2016,7,8,13,26.6,19.6,65,8,8213,883,80,36,0
2016,7,8,14,27,19.3,62,16,8337,872,80,98,0
2016,7,8,15,25.9,19.2,66,18,8380,887,79,44,0
2016,7,8,16,27,19.3,62,15,8443,886,77,108,0
2016,7,8,17,26.7,19.2,63,12,8312,832,82,-21,0
2016,7,8,18,24.9,19.6,72,16,7898,832,82,0,0
2016,7,8,19,23.7,19.5,77,16,7684,827,80,47,0
2016,7,8,20,22.7,19.5,82,9,7498,815,79,-48,0
2016,7,8,21,22.1,20.4,90,11,7062,752,71,-36,0
2016,7,8,22,22.5,20.6,89,14,6479,693,66,-67,0
2016,7,8,23,22,20.7,92,10,5883,771,59,-100,0
2016,7,9,0,21.1,18.5,85,16,5498,734,64,-20,0
2016,7,9,1,21.1,19.1,88,10,5229,684,60,-47,0
2016,7,9,2,20.8,19.5,92,3,5034,658,55,-44,0
2016,7,9,3,20.2,19.1,93,7,4924,645,59,-1,0
2016,7,9,4,19.6,18.6,94,15,4904,644,54,-27,0
2016,7,9,5,19.4,17.4,88,19,4949,640,58,-19,0
2016,7,9,6,19.7,17.3,86,14,5196,688,61,-30,0
2016,7,9,7,20.4,16.3,77,21,5656,750,63,-40,0
2016,7,9,8,22.3,15.5,65,25,6225,808,65,-34,0
2016,7,9,9,23.8,14.1,54,31,6623,899,67,-128,0
2016,7,9,10,24.8,13.5,49,28,6789,922,69,-94,0
2016,7,9,11,24,14,53,31,6795,902,68,-129,0
2016,7,9,12,23.5,14.4,56,30,6748,878,67,-66,0
2016,7,9,13,23,15,60,37,6764,861,68,-10,0
2016,7,9,14,26,14,47,27,6809,857,68,-37,0
2016,7,9,15,26.4,14.7,48,30,6772,861,70,-33,0
2016,7,9,16,25.2,13.9,49,29,6658,870,69,-14,0
2016,7,9,17,21.6,18.1,80,21,6497,862,70,24,0
2016,7,9,18,20.4,18,86,19,6390,841,69,24,0
2016,7,9,19,21.6,17.5,77,18,6203,849,69,-50,0
2016,7,9,20,21.7,16.5,72,26,6179,843,70,73,0
2016,7,9,21,20.6,16.7,78,30,5969,784,68,-18,0
2016,7,9,22,20.3,16.8,80,26,5575,706,67,-8,0
2016,7,9,23,19.9,16.6,81,24,5149,674,63,-23,0
2016,7,10,0,19.2,16.1,82,21,4835,625,61,-5,0
2016,7,10,1,18.5,15.2,81,27,4572,625,59,-16,0
2016,7,10,2,17.9,14.6,81,24,4396,628,60,-2,0
2016,7,10,3,17.4,14.7,84,23,4284,615,59,-15,0
2016,7,10,4,17,14.3,84,27,4229,601,60,19,0
2016,7,10,5,16.8,14.3,85,18,4232,600,61,20,0
2016,7,10,6,17.5,14.6,83,18,4512,621,69,42,0
2016,7,10,7,18.9,15,78,24,4982,671,75,-50,0
2016,7,10,8,21,14,64,23,5443,751,75,-20,0
2016,7,10,9,22.9,14.3,58,22,5823,791,72,-77,0
2016,7,10,10,24.4,14.7,54,20,6159,800,72,-16,0
2016,7,10,11,26,14.7,49,17,6332,817,72,-53,0
2016,7,10,12,26.2,11.8,40,24,6433,812,72,50,0
2016,7,10,13,27.1,10.6,35,30,6540,730,70,87,0
2016,7,10,14,27.6,10.1,33,18,6691,723,72,117,0
2016,7,10,15,27.4,10,33,18,6834,750,74,31,0
2016,7,10,16,28.2,9.8,31,23,6938,800,76,83,0
2016,7,10,17,27.3,10.3,34,25,6964,800,76,88,0
2016,7,10,18,26.2,9.8,35,26,6856,808,78,-6,0
2016,7,10,19,25.4,11,40,20,6670,801,75,-65,0
2016,7,10,20,23.9,10.8,43,22,6700,809,74,-56,0
2016,7,10,21,23,10.6,45,22,6442,692,74,-35,0
2016,7,10,22,21.2,10.5,50,13,5926,718,66,-53,0
2016,7,10,23,20.8,10.7,52,5,5400,685,62,-65,0
2016,7,11,0,19.7,11.6,59,5,5042,630,58,-55,0
2016,7,11,1,19.2,11.4,60,10,4793,612,58,-62,0
2016,7,11,2,19.1,11.3,60,14,4651,597,56,-41,0
2016,7,11,3,18.2,12.1,67,10,4633,600,60,-10,0
2016,7,11,4,18,12.3,69,5,4826,613,60,-30,0
2016,7,11,5,17.9,12.9,72,7,5192,694,61,21,0
2016,7,11,6,18.6,15.1,80,6,5891,716,67,-97,0
2016,7,11,7,19.6,16.1,80,10,6336,736,67,-144,0
2016,7,11,8,21.1,16.6,75,8,6792,772,70,-78,0
2016,7,11,9,22.4,16.1,67,10,7158,787,70,0,0
2016,7,11,10,23.3,15.7,62,13,7440,836,66,58,0
2016,7,11,11,25.1,15.6,55,16,7689,847,67,112,0
2016,7,11,12,26.3,14.9,49,15,7816,883,74,16,0
2016,7,11,13,24.9,12,44,22,7747,965,73,-83,0
2016,7,11,14,24.8,11.6,43,16,7767,1029,74,-37,0
2016,7,11,15,26,12.3,42,14,7851,1053,78,69,0
2016,7,11,16,26.1,11.3,39,18,7876,1121,80,1,0
2016,7,11,17,25.2,11.9,43,11,7630,1109,80,19,0
2016,7,11,18,24.1,10.6,42,14,7279,1095,80,24,0
2016,7,11,19,23,9.9,43,10,7077,1035,77,-53,0
2016,7,11,20,21.9,9.6,45,12,6978,1005,72,-47,0
2016,7,11,21,21,10,49,8,6555,856,70,-59,0
2016,7,11,22,20.5,10.7,53,8,5969,853,63,242,0
2016,7,11,23,19.9,11.5,58,5,5460,795,53,168,0
2016,7,12,0,19.8,12.2,61,8,5131,741,47,37,0
2016,7,12,1,20.5,11.8,57,3,4925,693,51,-20,0
2016,7,12,2,20.3,13.6,65,4,4825,677,55,-13,0
2016,7,12,3,20.2,14.4,69,4,4816,682,55,29,0
2016,7,12,4,20.5,15.1,71,4,4997,706,59,19,0
2016,7,12,5,20.6,15.7,73,5,5411,798,62,-18,0
2016,7,12,6,20.8,16.1,74,10,6046,923,72,-91,0
2016,7,12,7,21.5,16.5,73,7,6549,876,76,-185,0
2016,7,12,8,22.1,16.9,72,10,6937,881,77,-60,0
2016,7,12,9,24,16.9,64,11,7431,915,64,37,0
2016,7,12,10,25.3,17.1,60,6,7801,957,65,84,0
2016,7,12,11,27.5,17.3,53,16,8115,1042,71,126,0
2016,7,12,12,28.6,17.7,51,13,8367,1093,77,214,0
2016,7,12,13,30.4,18.4,48,20,8554,1110,73,56,0
2016,7,12,14,30.4,18.1,47,22,8678,1136,75,3,0
2016,7,12,15,30.4,17.4,45,19,8748,1185,80,-14,0
2016,7,12,16,29.3,17.7,49,19,8739,1226,80,116,0
2016,7,12,17,30.4,16.7,43,20,8651,1201,79,129,0
2016,7,12,18,28.8,17.6,50,22,8471,1173,79,46,0
2016,7,12,19,27.8,17.5,53,15,8202,1125,86,-85,0
2016,7,12,20,26.2,17.4,58,10,8135,1103,81,51,0
2016,7,12,21,25.8,17.6,60,9,7731,1008,77,40,0
2016,7,12,22,24.8,17.4,63,10,7063,970,72,-18,0
2016,7,12,23,24,17.6,67,9,6409,869,66,0,0
2016,7,13,0,23.9,17.7,68,8,5965,823,65,-53,0
2016,7,13,1,23.2,17.5,70,10,5639,754,61,-57,0
2016,7,13,2,22.8,17.6,72,5,5459,729,56,-42,0
2016,7,13,3,21.7,17.8,78,5,5394,712,59,-3,0
2016,7,13,4,23.4,17.7,70,10,5576,756,65,-21,0
2016,7,13,5,23.5,18,71,12,5993,876,69,-112,0
2016,7,13,6,24.4,18.2,68,12,6719,854,78,-91,0
2016,7,13,7,27,18.7,60,14,7385,946,80,-115,0
2016,7,13,8,26.9,19.4,63,18,7853,1021,82,-132,0
2016,7,13,9,28.4,19.8,59,12,8290,1065,81,-108,0
2016,7,13,10,30,19.9,54,17,8776,1144,77,-2,0
2016,7,13,11,30.9,19.5,50,19,9026,1263,83,-31,0
2016,7,13,12,32.3,19.8,47,21,9183,1302,79,25,0
2016,7,13,13,34.4,17.5,36,27,9281,1311,80,73,0
2016,7,13,14,34.5,17.2,35,28,9330,1282,81,39,0
2016,7,13,15,34.9,15.6,31,34,9368,1266,82,44,0
2016,7,13,16,35,14.7,29,21,9383,1322,84,93,0
2016,7,13,17,34.7,15,30,21,9248,1305,85,50,0
2016,7,13,18,34.1,14.4,30,18,9024,1291,87,-31,0
2016,7,13,19,31.2,19.5,49,30,8787,1256,83,-70,0
2016,7,13,20,29.8,19.4,53,21,8737,1237,83,-28,0
2016,7,13,21,29.1,19,54,17,8361,1141,72,31,0
2016,7,13,22,28.6,19.2,56,10,7681,1120,69,-22,0
2016,7,13,23,28.7,19.5,57,18,7050,1030,57,-35,0
2016,7,14,0,21.2,19.9,92,35,6343,953,59,-173,0
2016,7,14,1,21.4,20.1,92,6,5941,892,56,-142,0
2016,7,14,2,21.4,19.7,90,13,5736,847,54,-84,0
2016,7,14,3,21.5,19.6,89,7,5639,824,63,-12,0
2016,7,14,4,21.3,20.1,93,11,5786,851,58,36,0
2016,7,14,5,22,20.5,91,15,6174,954,71,8,0
2016,7,14,6,22,20.8,93,14,6771,968,76,-93,0
2016,7,14,7,22.3,21,92,19,7157,1001,73,-92,0
2016,7,14,8,22.5,20.5,88,16,7430,1030,69,35,0
2016,7,14,9,23.5,21.1,86,20,7710,1055,76,-73,0
2016,7,14,10,24.2,21.2,83,21,7906,1035,79,69,0
2016,7,14,11,25.2,21.2,78,26,8050,1065,76,98,0
2016,7,14,12,25.1,20.9,77,30,8190,1068,73,134,0
2016,7,14,13,27.8,20.5,64,28,8395,1046,70,220,0
2016,7,14,14,29.3,19.2,54,33,8515,1098,68,211,0
2016,7,14,15,30.8,17.4,44,31,8557,1136,69,253,0
2016,7,14,16,30.1,16.8,44,30,8571,1190,81,342,0
2016,7,14,17,30.4,15.6,40,33,8435,1178,77,43,0
2016,7,14,18,27.8,19.2,59,27,8188,1150,74,14,0
2016,7,14,19,26.2,19.2,65,25,7957,1100,80,-51,0
2016,7,14,20,23.2,17.1,68,22,7730,1079,77,-87,0
2016,7,14,21,21.2,18.4,84,27,7258,926,76,25,0
2016,7,14,22,21.6,19,85,14,6592,799,66,37,0
2016,7,14,23,21.2,19.2,88,11,6009,714,63,-92,0
2016,7,15,0,21,19,88,13,5609,626,59,-106,0
2016,7,15,1,20.3,19,92,11,5353,657,62,-21,0
2016,7,15,2,19.6,17.9,90,10,5158,641,60,-44,0
2016,7,15,3,19.6,17.6,88,8,5096,628,62,42,0
2016,7,15,4,19,17.2,89,8,5221,640,64,102,0
2016,7,15,5,18.7,17.1,90,7,5582,734,68,65,0
2016,7,15,6,20.3,17.4,83,13,6245,812,68,64,0
2016,7,15,7,22.1,17.1,73,17,6889,898,72,58,0
2016,7,15,8,23.9,17,65,18,7383,949,72,126,0
2016,7,15,9,25.7,16.7,57,23,7750,984,74,233,0
2016,7,15,10,26.4,16.5,54,28,7982,1034,70,48,0
2016,7,15,11,26.5,15.4,50,34,7933,1054,69,111,0
2016,7,15,12,22.5,16.4,68,39,7755,1082,69,120,0
2016,7,15,13,22.7,15.4,63,32,7714,1104,65,210,0
2016,7,15,14,25.3,15.2,53,34,7688,1088,67,181,0
2016,7,15,15,24.5,13.9,51,37,7615,1025,67,185,0
2016,7,15,16,25.5,13.6,47,32,7535,982,73,132,0
2016,7,15,17,23.7,13.1,51,36,7330,910,73,-2,0
2016,7,15,18,21.8,13.3,58,35,7006,878,73,122,0
2016,7,15,19,21.2,13.2,60,26,6691,867,72,-45,0
2016,7,15,20,19.9,12.8,63,31,6551,863,71,87,0
2016,7,15,21,19,12.8,67,27,6179,787,70,171,0
2016,7,15,22,16.8,13.4,80,29,5606,751,62,-56,0
2016,7,15,23,16.8,12.4,75,22,5165,654,62,201,0
2016,7,16,0,16.3,11.5,73,17,4772,657,56,-36,0
2016,7,16,1,16.5,11.3,71,17,4543,631,65,-29,0
2016,7,16,2,16.1,10.9,71,17,4407,608,49,20,0
2016,7,16,3,15.9,10.9,72,16,4349,603,53,-17,0
2016,7,16,4,15.6,11,74,15,4364,587,54,-3,0
2016,7,16,5,15.4,10.2,71,20,4383,612,55,-44,0
2016,7,16,6,14.9,10.2,73,25,4614,683,58,-19,0
2016,7,16,7,15.5,10.1,70,23,4956,763,65,-83,0
2016,7,16,8,16.9,10.4,65,19,5286,772,69,-107,0
2016,7,16,9,17.8,10.3,61,15,5567,829,68,-37,0
2016,7,16,10,18.6,10.8,60,10,5748,825,69,-31,0
2016,7,16,11,20,11.6,58,4,5832,921,66,-46,0
2016,7,16,12,19.6,11.7,60,9,5862,910,66,49,0
2016,7,16,13,20.8,12.1,57,8,5876,905,67,23,0
2016,7,16,14,22.3,13,55,11,5900,912,65,6,0
2016,7,16,15,20.5,12.6,60,12,5918,909,66,-25,0
2016,7,16,16,20.9,12.2,57,15,5951,921,70,16,0
2016,7,16,17,22.1,12.5,54,10,5940,889,70,84,0
2016,7,16,18,22.6,11.8,50,9,5862,860,69,38,0
2016,7,16,19,19.7,13.9,69,12,5667,865,67,-24,0
2016,7,16,20,18.9,13.2,69,10,5686,880,68,-18,0
2016,7,16,21,18.8,13.1,69,5,5470,825,65,-46,0
2016,7,16,22,18.6,13.1,70,1,5112,761,63,12,0
2016,7,16,23,18.4,12.9,70,6,4754,695,59,-64,0
2016,7,17,0,18,12.5,70,5,4466,641,50,-18,0
2016,7,17,1,16.8,9.6,62,16,4254,623,52,-13,0
2016,7,17,2,15.8,9.1,64,14,4119,607,52,14,0
2016,7,17,3,14.8,9.9,72,7,4050,608,49,-5,0
2016,7,17,4,14.2,9.9,75,13,4018,621,47,-10,0
2016,7,17,5,14.4,9.7,73,8,4008,623,52,-3,0
2016,7,17,6,16.3,10.5,68,8,4255,681,55,-39,0
2016,7,17,7,17.9,10.1,60,7,4666,740,66,-91,0
2016,7,17,8,20.7,8.8,46,4,5092,804,71,-93,0
2016,7,17,9,22.8,10.7,46,9,5455,874,69,-30,0
2016,7,17,10,23.9,10.4,42,6,5757,911,68,-7,0
2016,7,17,11,24.2,11.4,44,21,5949,949,71,2,0
2016,7,17,12,24.9,11.3,42,21,6052,934,66,15,0
2016,7,17,13,24.9,10.6,40,18,6097,948,71,29,0
2016,7,17,14,25.9,9.9,36,16,6200,980,67,77,0
