"Year","Month","Day","Hour","Toronto","Ottawa","Bruce","Difference","Holiday & Weekends","
"
"2019","1","1","1","4617","923","67","186","0"
"2019","1","1","2","4437","899","65","249","0"
"2019","1","1","3","4315","869","63","198","0"
"2019","1","1","4","4207","851","64","191","0"
"2019","1","1","5","4154","846","63","207","0"
"2019","1","1","6","4171","857","66","132","0"
"2019","1","1","7","4272","896","70","-41","0"
"2019","1","1","8","4381","916","72","7","0"
"2019","1","1","9","4453","941","76","2","0"
"2019","1","1","10","4625","986","80","1","0"
"2019","1","1","11","4758","1012","82","31","0"
"2019","1","1","12","4897","1036","85","-8","0"
"2019","1","1","13","5011","1031","86","-37","0"
"2019","1","1","14","5035","1022","86","-24","0"
"2019","1","1","15","5041","1029","86","39","0"
"2019","1","1","16","5139","1063","81","194","0"
"2019","1","1","17","5403","1152","81","80","0"
"2019","1","1","18","5856","1237","91","57","0"
"2019","1","1","19","5901","1212","93","-63","0"
"2019","1","1","20","5829","1192","93","14","0"
"2019","1","1","21","5738","1164","91","-14","0"
"2019","1","1","22","5598","1128","87","45","0"
"2019","1","1","23","5353","1068","88","147","0"
"2019","1","1","24","5070","1016","87","59","0"
"2019","1","2","1","4833","972","84","-147","0"
"2019","1","2","2","4674","952","85","-69","0"
"2019","1","2","3","4580","949","83","-3","0"
"2019","1","2","4","4561","947","79","10","0"
"2019","1","2","5","4624","967","77","-34","0"
"2019","1","2","6","4856","1030","83","-51","0"
"2019","1","2","7","5299","1128","87","-189","0"
"2019","1","2","8","5824","1197","89","-14","0"
"2019","1","2","9","6067","1215","90","144","0"
"2019","1","2","10","6222","1214","90","81","0"
"2019","1","2","11","6367","1202","90","64","0"
"2019","1","2","12","6469","1204","87","110","0"
"2019","1","2","13","6511","1195","89","79","0"
"2019","1","2","14","6503","1186","88","-44","0"
"2019","1","2","15","6540","1213","88","53","0"
"2019","1","2","16","6602","1243","90","-161","0"
"2019","1","2","17","6702","1317","91","58","0"
"2019","1","2","18","6933","1390","90","-86","0"
"2019","1","2","19","6899","1347","88","70","0"
"2019","1","2","20","6765","1319","87","7","0"
"2019","1","2","21","6617","1296","87","-25","0"
"2019","1","2","22","6383","1238","85","0","0"
"2019","1","2","23","5985","1149","76","93","0"
"2019","1","2","24","5653","1079","67","158","0"
"2019","1","3","1","5274","1023","65","-75","0"
"2019","1","3","2","5055","988","62","14","0"
"2019","1","3","3","4920","970","62","-49","0"
"2019","1","3","4","4824","965","61","47","0"
"2019","1","3","5","4815","986","63","41","0"
"2019","1","3","6","5014","1048","64","7","0"
"2019","1","3","7","5381","1134","67","-76","0"
"2019","1","3","8","5904","1187","67","33","0"
"2019","1","3","9","6122","1209","74","25","0"
"2019","1","3","10","6297","1226","80","-107","0"
"2019","1","3","11","6414","1241","79","-164","0"
"2019","1","3","12","6488","1261","75","18","0"
"2019","1","3","13","6500","1262","77","329","0"
"2019","1","3","14","6521","1242","76","187","0"
"2019","1","3","15","6485","1243","75","-75","0"
"2019","1","3","16","6450","1242","76","-116","0"
"2019","1","3","17","6582","1282","79","-128","0"
"2019","1","3","18","6841","1333","81","22","0"
"2019","1","3","19","6767","1287","77","124","0"
"2019","1","3","20","6629","1265","75","109","0"
"2019","1","3","21","6480","1237","75","91","0"
"2019","1","3","22","6225","1194","75","176","0"
"2019","1","3","23","5848","1099","70","133","0"
"2019","1","3","24","5429","1029","65","173","0"
"2019","1","4","1","5101","982","63","79","0"
"2019","1","4","2","4887","940","60","80","0"
"2019","1","4","3","4759","925","60","37","0"
"2019","1","4","4","4713","919","61","87","0"
"2019","1","4","5","4744","931","64","62","0"
"2019","1","4","6","4932","964","67","76","0"
"2019","1","4","7","5299","1055","72","-37","0"
"2019","1","4","8","5784","1114","74","75","0"
"2019","1","4","9","6002","1140","75","291","0"
"2019","1","4","10","6092","1144","73","149","0"
"2019","1","4","11","6120","1152","72","6","0"
"2019","1","4","12","6116","1147","73","-78","0"
"2019","1","4","13","6038","1163","74","-138","0"
"2019","1","4","14","6015","1157","73","-67","0"
"2019","1","4","15","5969","1141","71","146","0"
"2019","1","4","16","5976","1146","72","99","0"
"2019","1","4","17","6051","1204","75","81","0"
"2019","1","4","18","6410","1259","79","-2","0"
"2019","1","4","19","6378","1240","77","-12","0"
"2019","1","4","20","6273","1190","78","4","0"
"2019","1","4","21","6170","1159","77","178","0"
"2019","1","4","22","5941","1117","75","46","0"
"2019","1","4","23","5575","1032","73","16","0"
"2019","1","4","24","5197","967","71","20","0"
"2019","1","5","1","4878","915","65","135","0"
"2019","1","5","2","4716","862","65","233","0"
"2019","1","5","3","4567","861","64","201","0"
"2019","1","5","4","4508","853","63","170","0"
"2019","1","5","5","4495","864","63","76","0"
