"Year","Month","Day","Hour","Toronto","Ottawa","Bruce","Difference","Holiday & Weekends","Price_Tor","Price_Ott","Price_Bruce","
"
"2008","1","1","1","4932","1127","62","-109","0","29.84","30.44","28.98"
"2008","1","1","2","4759","1105","62","-76","0","18.28","18.65","17.76"
"2008","1","1","3","4581","1061","61","-124","0","39.17","39.96","38.04"
"2008","1","1","4","4445","1039","60","-165","0","24.97","25.47","24.25"
"2008","1","1","5","4376","1034","60","-87","0","18.81","19.19","18.27"
"2008","1","1","6","4379","1047","64","-71","0","20.69","21.11","20.09"
"2008","1","1","7","4467","1094","66","-205","0","31.83","32.47","30.91"
"2008","1","1","8","4536","1117","69","-240","0","23.81","24.29","23.12"
"2008","1","1","9","4566","1149","73","-231","0","24.85","25.35","24.13"
"2008","1","1","10","4754","1259","72","-177","0","22.34","22.8","21.7"
"2008","1","1","11","4959","1360","72","-169","0","22.69","23.15","22.03"
"2008","1","1","12","5138","1353","70","-154","0","24.32","24.82","23.62"
"2008","1","1","13","5296","1325","68","-126","0","26.57","27.1","25.8"
"2008","1","1","14","5334","1325","69","-168","0","23.61","24.09","22.93"
"2008","1","1","15","5322","1322","67","-132","0","20.05","20.45","19.47"
"2008","1","1","16","5382","1329","68","-209","0","21.62","22.05","20.99"
"2008","1","1","17","5592","1474","72","-240","0","30.74","31.36","29.86"
"2008","1","1","18","6047","1656","76","-288","0","29.78","30.39","28.92"
"2008","1","1","19","6079","1642","75","-327","0","48.29","49.26","46.89"
"2008","1","1","20","5993","1602","73","-200","0","28.83","29.41","28"
"2008","1","1","21","5890","1501","73","-207","0","31.72","32.36","30.81"
"2008","1","1","22","5743","1409","72","-214","0","30.68","31.3","29.8"
"2008","1","1","23","5509","1296","67","-99","0","27.18","27.73","26.39"
"2008","1","1","24","5191","1206","66","-47","0","27.46","28.02","26.67"
"2008","1","2","1","4936","1167","66","-20","1","30.85","31.47","29.96"
"2008","1","2","2","4779","1145","65","-78","1","24.16","24.65","23.47"
"2008","1","2","3","4682","1158","64","-144","1","27.31","27.86","26.52"
"2008","1","2","4","4653","1177","65","-148","1","22.58","23.04","21.93"
"2008","1","2","5","4699","1208","65","-205","1","25.27","25.78","24.54"
"2008","1","2","6","4940","1279","70","-231","1","27.48","28.03","26.68"
"2008","1","2","7","5465","1404","76","-397","1","51.8","52.85","50.31"
"2008","1","2","8","6072","1560","81","-285","1","60.81","62.04","59.05"
"2008","1","2","9","6391","1590","83","-234","1","56.07","57.2","54.45"
"2008","1","2","10","6621","1597","84","-316","1","60.45","61.67","58.71"
"2008","1","2","11","6808","1564","81","-127","1","39.49","40.28","38.35"
"2008","1","2","12","6927","1554","63","-22","1","33.99","34.68","33.01"
"2008","1","2","13","6967","1516","62","-94","1","42.46","43.32","41.24"
"2008","1","2","14","6955","1511","69","-157","1","64.43","65.73","62.57"
"2008","1","2","15","6917","1503","77","-190","1","62.65","63.92","60.84"
"2008","1","2","16","6968","1589","75","-115","1","40.56","41.38","39.39"
"2008","1","2","17","7080","1782","79","-363","1","57.84","59.01","56.17"
"2008","1","2","18","7503","1963","81","-206","1","632.6","642.01","618.99"
"2008","1","2","19","7512","1937","79","-279","1","673.55","677.06","665.58"
"2008","1","2","20","7336","1898","77","-225","1","71.93","73.38","69.85"
"2008","1","2","21","7209","1804","75","-115","1","51.71","52.75","50.22"
"2008","1","2","22","6908","1673","74","-121","1","43.23","44.1","41.98"
"2008","1","2","23","6511","1573","71","70","1","44.56","45.46","43.27"
"2008","1","2","24","6067","1450","69","-55","1","33.97","34.66","32.99"
"2008","1","3","1","5697","1389","65","-113","0","49.03","50.02","47.61"
"2008","1","3","2","5431","1362","66","-120","0","40.9","41.73","39.72"
"2008","1","3","3","5342","1352","66","-49","0","35.32","36.03","34.3"
"2008","1","3","4","5271","1362","64","0","0","34.55","35.24","33.55"
"2008","1","3","5","5281","1377","67","-57","0","33.29","33.96","32.33"
"2008","1","3","6","5425","1443","69","-26","0","36.3","37.03","35.25"
"2008","1","3","7","5907","1589","78","-176","0","45.44","46.36","44.13"
"2008","1","3","8","6428","1721","81","-174","0","155.89","159.03","151.39"
"2008","1","3","9","6688","1814","84","-139","0","92.42","94.28","89.75"
"2008","1","3","10","6874","1807","83","-137","0","86","87.74","83.52"
"2008","1","3","11","7008","1787","82","-63","0","63.88","65.17","62.03"
"2008","1","3","12","7049","1732","79","70","0","44.58","45.48","43.29"
"2008","1","3","13","7059","1670","77","41","0","40.89","41.71","39.71"
"2008","1","3","14","7078","1603","44","8","0","55.56","56.68","53.95"
"2008","1","3","15","7068","1562","77","-165","0","57.13","58.28","55.48"
"2008","1","3","16","7066","1625","75","-386","0","45.86","46.79","44.54"
"2008","1","3","17","7241","1793","77","-253","0","43.9","44.79","42.63"
"2008","1","3","18","7642","2005","80","-409","0","162.6","165.88","157.91"
"2008","1","3","19","7643","2008","79","-354","0","135.85","138.6","131.93"
"2008","1","3","20","7404","1988","78","-269","0","88.82","90.62","86.26"
"2008","1","3","21","7188","1839","76","-278","0","88.7","90.5","86.14"
