Year,Month,Day,Hour,Toronto,Ottawa,Bruce,Difference,Holiday & Weekends,Price_Tor,Price_Ott,Price_Bruce,"
",
2016,7,3,23,5495,821,66,-64,0,27.25,27.25,26.46,,
2016,7,3,24,5039,757,62,22,0,14.54,14.54,14.12,,
2016,7,4,1,4710,672,60,-54,0,6.81,6.81,6.62,,
2016,7,4,2,4478,635,55,-22,0,8.5,8.5,8.25,,
2016,7,4,3,4372,649,58,-13,0,10.96,10.96,10.64,,
2016,7,4,4,4342,666,60,-39,0,13.81,13.81,13.4,,
2016,7,4,5,4455,682,65,-90,0,2.18,2.18,2.12,,
2016,7,4,6,4822,749,68,14,0,-0.74,-0.74,-0.72,,
2016,7,4,7,5487,825,74,-101,0,3.75,3.75,3.65,,
2016,7,4,8,6053,913,73,-66,0,9.38,9.37,9.15,,
2016,7,4,9,6526,985,73,-120,0,35.48,35.48,34.45,,
2016,7,4,10,6859,1037,70,-58,0,20.93,20.93,20.32,,
2016,7,4,11,7102,1048,71,-49,0,19.49,19.49,18.92,,
2016,7,4,12,7283,940,71,6,0,8.95,8.95,8.69,,
2016,7,4,13,7425,964,61,26,0,17.96,17.96,17.44,,
2016,7,4,14,7517,990,59,71,0,18.82,18.82,18.27,,
2016,7,4,15,7668,1027,67,97,0,21.99,21.99,21.34,,
2016,7,4,16,7803,1062,71,-41,0,38.44,38.44,37.32,,
2016,7,4,17,7819,1117,74,-51,0,58.62,58.62,56.92,,
2016,7,4,18,7757,1102,76,12,0,31.89,31.89,30.96,,
2016,7,4,19,7592,1074,77,-6,0,34.45,34.45,33.45,,
2016,7,4,20,7300,1060,76,-64,0,27.64,27.64,26.83,,
2016,7,4,21,7069,984,74,-132,0,21.68,21.68,21.05,,
2016,7,4,22,6625,896,72,-31,0,12.88,12.89,12.53,,
2016,7,4,23,5995,756,61,-91,0,11.13,11.14,10.83,,
2016,7,4,24,5486,799,57,-3,0,-1.46,-1.14,-0.62,,
2016,7,5,1,5122,731,52,11,0,15.1,15.17,15.04,,
2016,7,5,2,4902,670,54,8,0,18.65,18.65,18.11,,
2016,7,5,3,4768,636,50,54,0,21.43,21.43,20.8,,
2016,7,5,4,4711,638,52,-9,0,14.53,14.53,14.11,,
2016,7,5,5,4878,683,54,-42,0,16.68,16.68,16.19,,
2016,7,5,6,5258,786,60,-29,0,6.64,6.66,6.56,,
2016,7,5,7,5952,770,66,-83,0,4.29,4.29,4.17,,
2016,7,5,8,6571,837,69,-79,0,17.44,17.44,16.93,,
2016,7,5,9,7076,886,70,-57,0,29.49,29.49,28.63,,
2016,7,5,10,7515,938,69,-18,0,26.98,26.98,26.19,,
2016,7,5,11,7787,970,71,-51,0,19.75,19.75,19.17,,
2016,7,5,12,8016,1004,71,89,0,23.72,23.72,23.02,,
2016,7,5,13,8145,1032,58,-32,0,24.87,24.87,24.15,,
2016,7,5,14,8247,1058,70,38,0,25.37,25.37,24.63,,
2016,7,5,15,8340,1105,73,-56,0,26.73,26.73,25.95,,
2016,7,5,16,8407,1152,74,3,0,27.72,27.72,26.91,,
2016,7,5,17,8478,1245,79,106,0,42.82,42.82,41.57,,
2016,7,5,18,8429,1228,79,104,0,35.09,35.09,34.07,,
2016,7,5,19,8328,1209,81,65,0,40.97,40.97,39.78,,
2016,7,5,20,8077,1166,78,-35,0,56.29,56.29,54.65,,
2016,7,5,21,7908,1157,77,-61,0,31.2,31.2,30.3,,
2016,7,5,22,7475,1025,73,81,0,29.59,29.59,28.73,,
2016,7,5,23,6832,880,62,-43,0,12.41,12.42,13.1,,
2016,7,5,24,6194,779,52,-58,0,0.56,0.57,2.15,,
2016,7,6,1,5748,696,49,-25,0,22.5,22.51,22.66,,
2016,7,6,2,5400,732,43,-67,0,10.9,10.91,12.11,,
2016,7,6,3,5201,741,45,20,0,2.82,3.58,4.65,,
2016,7,6,4,5137,737,46,10,0,7.84,8.41,9.3,,
2016,7,6,5,5220,760,48,-39,0,6.27,6.88,7.89,,
2016,7,6,6,5652,859,58,102,0,3.36,4.16,5.63,,
2016,7,6,7,6460,881,64,-21,0,24.11,24.33,23.94,,
2016,7,6,8,7151,926,70,-56,0,25.6,25.6,24.86,,
2016,7,6,9,7676,1009,72,-43,0,34.79,34.79,33.77,,
2016,7,6,10,8080,1065,72,-40,0,74.22,74.22,72.05,,
2016,7,6,11,8356,1097,73,-35,0,25.76,25.76,25,,
2016,7,6,12,8472,1162,70,28,0,41.35,41.35,40.15,,
2016,7,6,13,8635,1193,71,162,0,30.39,30.39,29.51,,
2016,7,6,14,8774,1225,68,141,0,36.15,36.15,35.1,,
2016,7,6,15,8835,1245,70,-116,0,94.83,94.83,92.07,,
2016,7,6,16,8857,1244,73,-58,0,696.9,696.9,676.6,,
2016,7,6,17,8812,1254,78,28,0,29.94,29.94,29.07,,
2016,7,6,18,8547,1241,76,17,0,14.51,14.51,14.08,,
2016,7,6,19,8305,1225,76,72,0,14.53,14.53,14.1,,
2016,7,6,20,8153,1198,73,79,0,28.26,28.26,27.44,,
2016,7,6,21,8137,1196,76,12,0,105.4,105.4,102.34,,
2016,7,6,22,7742,1096,71,3,0,44.72,44.72,43.42,,
2016,7,6,23,7129,1049,68,48,0,18.57,18.58,18.6,,
2016,7,6,24,6551,979,61,55,0,-1.92,-1.88,1.09,,
2016,7,7,1,6150,907,59,7,0,28.4,28.41,28.25,,
2016,7,7,2,5819,875,59,-50,0,16.87,16.88,17.36,,
2016,7,7,3,5650,843,59,15,0,16.43,16.96,17.18,,
2016,7,7,4,5557,829,61,-33,0,13.1,13.7,14.05,,
2016,7,7,5,5678,860,65,-9,0,12.38,12.74,13.16,,
2016,7,7,6,6067,914,69,-69,0,17.94,18.68,19.05,,
2016,7,7,7,6869,913,74,-261,0,40.48,40.49,40.04,,
2016,7,7,8,7493,966,80,-184,0,34.2,34.21,34.05,,
2016,7,7,9,7927,1027,79,-101,0,42.87,42.87,41.63,,
2016,7,7,10,8358,1065,81,-32,0,37.85,37.85,36.75,,
2016,7,7,11,8672,1112,7,-148,0,78.61,78.61,76.32,,
2016,7,7,12,8814,1153,78,-204,0,71.41,71.41,69.33,,
2016,7,7,13,8843,1210,80,-174,0,53.01,53.01,51.46,,
2016,7,7,14,8630,1222,82,24,0,36.47,36.47,35.4,,
2016,7,7,15,8607,1241,82,101,0,31.55,31.55,30.63,,
2016,7,7,16,8705,1256,81,-113,0,57.53,57.53,55.86,,
2016,7,7,17,8748,1277,83,20,0,53.02,53.02,51.48,,
2016,7,7,18,8611,1229,85,53,0,33.96,33.96,32.97,,
2016,7,7,19,8420,1170,86,58,0,32.57,32.57,31.62,,
2016,7,7,20,8243,1138,83,37,0,32.57,32.57,31.62,,
2016,7,7,21,8146,1122,81,-35,0,27.63,27.63,26.83,,
2016,7,7,22,7706,1034,79,2,0,32.16,32.16,31.23,,
2016,7,7,23,7032,859,71,-52,0,16.98,16.98,16.52,,
2016,7,7,24,6410,785,65,-118,0,8.28,8.28,8.27,,
2016,7,8,1,5975,783,63,-103,0,20.43,20.44,20.06,,
2016,7,8,2,5658,819,65,-106,0,10.19,10.2,10.9,,
2016,7,8,3,5438,770,65,-39,0,1.43,2.18,3.24,,
2016,7,8,4,5366,749,61,5,0,1.55,1.84,2.2,,
2016,7,8,5,5486,780,59,24,0,13.43,13.8,14.09,,
2016,7,8,6,5899,827,70,-74,0,16.85,17.14,17.23,,
2016,7,8,7,6437,814,71,-168,0,27.73,27.74,26.96,,
2016,7,8,8,6863,873,76,18,0,17.2,17.2,16.69,,
2016,7,8,9,7157,889,79,-123,0,28.06,28.06,27.24,,
2016,7,8,10,7437,892,81,-85,0,29.47,29.47,28.61,,
2016,7,8,11,7701,888,79,-15,0,28.65,28.65,27.81,,
2016,7,8,12,7882,869,78,57,0,30.63,30.63,29.74,,
2016,7,8,13,8084,892,78,104,0,38.55,38.55,37.43,,
2016,7,8,14,8213,883,80,36,0,35.09,35.09,34.07,,
2016,7,8,15,8337,872,80,98,0,30.13,30.13,29.26,,
2016,7,8,16,8380,887,79,44,0,29.64,29.64,28.78,,
2016,7,8,17,8443,886,77,108,0,42.08,42.08,40.86,,
2016,7,8,18,8312,832,82,-21,0,30.1,30.1,29.23,,
2016,7,8,19,7898,832,82,0,0,25.25,25.25,24.52,,
2016,7,8,20,7684,827,80,47,0,26.2,26.2,25.44,,
2016,7,8,21,7498,815,79,-48,0,24.3,24.3,23.59,,
2016,7,8,22,7062,752,71,-36,0,19.08,19.08,18.52,,
2016,7,8,23,6479,693,66,-67,0,17.8,17.8,17.28,,
2016,7,8,24,5883,771,59,-100,0,6.55,6.55,6.36,,
2016,7,9,1,5498,734,64,-20,0,5.11,5.11,4.96,,
2016,7,9,2,5229,684,60,-47,0,10.16,10.16,9.86,,
2016,7,9,3,5034,658,55,-44,0,1.45,1.45,1.4,,
2016,7,9,4,4924,645,59,-1,0,-1.34,-1.34,-1.29,,
2016,7,9,5,4904,644,54,-27,0,-3.14,-3.14,-3.04,,
2016,7,9,6,4949,640,58,-19,0,-35.32,-35.32,-34.29,,
2016,7,9,7,5196,688,61,-30,0,-0.5,-0.5,-0.49,,
2016,7,9,8,5656,750,63,-40,0,7.13,7.13,6.92,,
2016,7,9,9,6225,808,65,-34,0,21.24,21.24,20.62,,
2016,7,9,10,6623,899,67,-128,0,19.4,19.4,18.83,,
2016,7,9,11,6789,922,69,-94,0,14.53,14.53,14.1,,
2016,7,9,12,6795,902,68,-129,0,13.83,13.83,13.42,,
2016,7,9,13,6748,878,67,-66,0,6.14,6.14,5.97,,
2016,7,9,14,6764,861,68,-10,0,6.12,6.12,5.94,,
2016,7,9,15,6809,857,68,-37,0,6.11,6.11,5.93,,
2016,7,9,16,6772,861,70,-33,0,6.34,6.34,6.15,,
2016,7,9,17,6658,870,69,-14,0,6.11,6.11,5.93,,
2016,7,9,18,6497,862,70,24,0,5.93,5.93,5.76,,
2016,7,9,19,6390,841,69,24,0,8.75,8.75,8.49,,
2016,7,9,20,6203,849,69,-50,0,10.39,10.39,10.08,,
2016,7,9,21,6179,843,70,73,0,4.46,4.46,4.33,,
2016,7,9,22,5969,784,68,-18,0,4.95,4.95,4.81,,
2016,7,9,23,5575,706,67,-8,0,0.76,0.76,0.74,,
2016,7,9,24,5149,674,63,-23,0,-1.77,-1.77,-1.72,,
2016,7,10,1,4835,625,61,-5,0,-0.77,-0.77,-0.75,,
2016,7,10,2,4572,625,59,-16,0,0,0,0,,
2016,7,10,3,4396,628,60,-2,0,-0.02,-0.02,-0.02,,
2016,7,10,4,4284,615,59,-15,0,0,0,0,,
2016,7,10,5,4229,601,60,19,0,-2.29,-2.29,-2.22,,
2016,7,10,6,4232,600,61,20,0,-2.39,-2.39,-2.32,,
2016,7,10,7,4512,621,69,42,0,4.87,4.87,4.73,,
2016,7,10,8,4982,671,75,-50,0,13.8,13.8,13.39,,
2016,7,10,9,5443,751,75,-20,0,5.78,5.78,5.61,,
2016,7,10,10,5823,791,72,-77,0,13.06,13.06,12.68,,
2016,7,10,11,6159,800,72,-16,0,9.59,9.59,9.31,,
2016,7,10,12,6332,817,72,-53,0,14.52,14.52,14.09,,
2016,7,10,13,6433,812,72,50,0,14.53,14.53,14.1,,
2016,7,10,14,6540,730,70,87,0,14.52,14.52,14.09,,
2016,7,10,15,6691,723,72,117,0,9.81,9.81,9.52,,
2016,7,10,16,6834,750,74,31,0,9.74,9.74,9.46,,
2016,7,10,17,6938,800,76,83,0,9.77,9.77,9.49,,
2016,7,10,18,6964,800,76,88,0,8.3,8.3,8.06,,
2016,7,10,19,6856,808,78,-6,0,6.13,6.13,5.95,,
2016,7,10,20,6670,801,75,-65,0,13.88,13.88,13.48,,
2016,7,10,21,6700,809,74,-56,0,14.52,14.52,14.1,,
2016,7,10,22,6442,692,74,-35,0,21.66,21.66,21.03,,
2016,7,10,23,5926,718,66,-53,0,11.69,11.69,11.35,,
2016,7,10,24,5400,685,62,-65,0,5.47,5.47,5.31,,
2016,7,11,1,5042,630,58,-55,0,7.74,7.74,7.51,,
2016,7,11,2,4793,612,58,-62,0,3.77,3.77,3.66,,
2016,7,11,3,4651,597,56,-41,0,7.77,7.77,7.54,,
2016,7,11,4,4633,600,60,-10,0,13.77,13.77,13.37,,
2016,7,11,5,4826,613,60,-30,0,11.09,11.09,10.77,,
2016,7,11,6,5192,694,61,21,0,3.94,3.94,3.82,,
2016,7,11,7,5891,716,67,-97,0,14.12,14.12,13.71,,
2016,7,11,8,6336,736,67,-144,0,11.06,11.06,10.74,,
2016,7,11,9,6792,772,70,-78,0,17.46,17.46,16.95,,
2016,7,11,10,7158,787,70,0,0,16.44,16.44,15.95,,
2016,7,11,11,7440,836,66,58,0,12.68,12.68,12.31,,
2016,7,11,12,7689,847,67,112,0,19.99,19.99,19.41,,
2016,7,11,13,7816,883,74,16,0,27.66,27.66,26.86,,
2016,7,11,14,7747,965,73,-83,0,25.53,25.53,24.79,,
2016,7,11,15,7767,1029,74,-37,0,13.81,13.81,13.41,,
2016,7,11,16,7851,1053,78,69,0,12.44,12.44,12.07,,
2016,7,11,17,7876,1121,80,1,0,14.52,14.52,14.09,,
2016,7,11,18,7630,1109,80,19,0,6.86,6.86,6.66,,
2016,7,11,19,7279,1095,80,24,0,4.05,4.05,3.93,,
2016,7,11,20,7077,1035,77,-53,0,8.98,8.98,8.72,,
2016,7,11,21,6978,1005,72,-47,0,7.53,7.53,7.31,,
2016,7,11,22,6555,856,70,-59,0,10.68,10.68,10.37,,
2016,7,11,23,5969,853,63,242,0,-0.02,-0.02,-0.02,,
2016,7,11,24,5460,795,53,168,0,-4.39,-4.39,-4.26,,
2016,7,12,1,5131,741,47,37,0,-4.89,-4.89,-4.75,,
2016,7,12,2,4925,693,51,-20,0,-4.74,-4.74,-4.61,,
2016,7,12,3,4825,677,55,-13,0,-4.06,-4.06,-3.94,,
2016,7,12,4,4816,682,55,29,0,-1.83,-1.83,-1.78,,
2016,7,12,5,4997,706,59,19,0,0,0,0,,
2016,7,12,6,5411,798,62,-18,0,1.51,1.51,1.47,,
2016,7,12,7,6046,923,72,-91,0,8.57,8.57,8.32,,
2016,7,12,8,6549,876,76,-185,0,5.66,5.66,5.5,,
2016,7,12,9,6937,881,77,-60,0,14.51,14.51,14.09,,
2016,7,12,10,7431,915,64,37,0,9.33,9.33,9.06,,
2016,7,12,11,7801,957,65,84,0,1.03,1.03,1,,
2016,7,12,12,8115,1042,71,126,0,0,0,0,,
2016,7,12,13,8367,1093,77,214,0,6.02,6.02,5.85,,
2016,7,12,14,8554,1110,73,56,0,12.43,12.43,12.07,,
2016,7,12,15,8678,1136,75,3,0,16.93,16.93,16.43,,
2016,7,12,16,8748,1185,80,-14,0,23.06,23.06,22.39,,
2016,7,12,17,8739,1226,80,116,0,8.25,8.25,8.01,,
2016,7,12,18,8651,1201,79,129,0,8.26,8.26,8.02,,
2016,7,12,19,8471,1173,79,46,0,21.49,21.49,20.87,,
2016,7,12,20,8202,1125,86,-85,0,29.83,29.83,28.97,,
2016,7,12,21,8135,1103,81,51,0,33.15,33.15,32.18,,
2016,7,12,22,7731,1008,77,40,0,20.01,20.01,19.43,,
2016,7,12,23,7063,970,72,-18,0,12.83,12.83,12.45,,
2016,7,12,24,6409,869,66,0,0,26.83,26.83,26.05,,
2016,7,13,1,5965,823,65,-53,0,28.82,28.82,27.98,,
2016,7,13,2,5639,754,61,-57,0,13.84,13.84,13.43,,
2016,7,13,3,5459,729,56,-42,0,0,0,0,,
2016,7,13,4,5394,712,59,-3,0,0,0,0,,
2016,7,13,5,5576,756,65,-21,0,16.93,16.93,16.44,,
2016,7,13,6,5993,876,69,-112,0,15.76,15.76,15.3,,
2016,7,13,7,6719,854,78,-91,0,23.42,23.42,22.74,,
2016,7,13,8,7385,946,80,-115,0,21.32,21.32,20.7,,
2016,7,13,9,7853,1021,82,-132,0,31.39,31.39,30.48,,
2016,7,13,10,8290,1065,81,-108,0,47.76,47.76,46.37,,
2016,7,13,11,8776,1144,77,-2,0,48.6,48.6,47.18,,
2016,7,13,12,9026,1263,83,-31,0,95.06,95.06,92.29,,
2016,7,13,13,9183,1302,79,25,0,398.68,398.68,387.06,,
2016,7,13,14,9281,1311,80,73,0,34.29,34.29,33.3,,
2016,7,13,15,9330,1282,81,39,0,40.03,40.03,38.86,,
2016,7,13,16,9368,1266,82,44,0,46.09,46.09,44.74,,
2016,7,13,17,9383,1322,84,93,0,99.54,99.54,96.64,,
2016,7,13,18,9248,1305,85,50,0,37.74,37.74,36.64,,
2016,7,13,19,9024,1291,87,-31,0,43.7,43.7,42.42,,
2016,7,13,20,8787,1256,83,-70,0,42.19,42.19,40.96,,
2016,7,13,21,8737,1237,83,-28,0,40.48,40.48,39.3,,
2016,7,13,22,8361,1141,72,31,0,29.93,29.93,29.06,,
2016,7,13,23,7681,1120,69,-22,0,35.04,35.04,34.02,,
2016,7,13,24,7050,1030,57,-35,0,17.27,17.27,16.76,,
2016,7,14,1,6343,953,59,-173,0,14.1,14.1,13.69,,
2016,7,14,2,5941,892,56,-142,0,4.13,4.13,4.01,,
2016,7,14,3,5736,847,54,-84,0,0,0,0,,
2016,7,14,4,5639,824,63,-12,0,0,0,0,,
2016,7,14,5,5786,851,58,36,0,0,0,0,,
2016,7,14,6,6174,954,71,8,0,7.06,7.06,6.85,,
2016,7,14,7,6771,968,76,-93,0,4.78,4.78,4.64,,
2016,7,14,8,7157,1001,73,-92,0,2.57,2.57,2.5,,
2016,7,14,9,7430,1030,69,35,0,0,0,0,,
2016,7,14,10,7710,1055,76,-73,0,3.25,3.25,3.15,,
2016,7,14,11,7906,1035,79,69,0,12.76,12.76,12.39,,
2016,7,14,12,8050,1065,76,98,0,15.44,15.44,14.99,,
2016,7,14,13,8190,1068,73,134,0,14.34,14.34,13.92,,
2016,7,14,14,8395,1046,70,220,0,0.5,0.5,0.49,,
2016,7,14,15,8515,1098,68,211,0,0,0,0,,
2016,7,14,16,8557,1136,69,253,0,3.56,3.56,3.46,,
2016,7,14,17,8571,1190,81,342,0,2.21,2.21,2.15,,
2016,7,14,18,8435,1178,77,43,0,13.79,13.79,13.39,,
2016,7,14,19,8188,1150,74,14,0,6.91,6.91,6.71,,
2016,7,14,20,7957,1100,80,-51,0,16.04,16.04,15.57,,
2016,7,14,21,7730,1079,77,-87,0,13.83,13.83,13.43,,
2016,7,14,22,7258,926,76,25,0,12.44,12.44,12.08,,
2016,7,14,23,6592,799,66,37,0,12.43,12.43,12.07,,
2016,7,14,24,6009,714,63,-92,0,32.36,32.36,31.42,,
2016,7,15,1,5609,626,59,-106,0,48.71,48.71,47.29,,
2016,7,15,2,5353,657,62,-21,0,10.31,10.31,10,,
2016,7,15,3,5158,641,60,-44,0,1.96,1.96,1.9,,
2016,7,15,4,5096,628,62,42,0,0,0,0,,
2016,7,15,5,5221,640,64,102,0,0,0,0,,
2016,7,15,6,5582,734,68,65,0,3.98,3.98,3.87,,
2016,7,15,7,6245,812,68,64,0,7.06,7.06,6.86,,
2016,7,15,8,6889,898,72,58,0,15.24,15.24,14.79,,
2016,7,15,9,7383,949,72,126,0,15.42,15.42,14.97,,
2016,7,15,10,7750,984,74,233,0,21,21,20.39,,
2016,7,15,11,7982,1034,70,48,0,23.05,23.05,22.38,,
2016,7,15,12,7933,1054,69,111,0,9.64,9.64,9.36,,
2016,7,15,13,7755,1082,69,120,0,6.9,6.9,6.69,,
2016,7,15,14,7714,1104,65,210,0,5.05,5.05,4.9,,
2016,7,15,15,7688,1088,67,181,0,7.58,7.58,7.36,,
2016,7,15,16,7615,1025,67,185,0,9.12,9.12,8.85,,
2016,7,15,17,7535,982,73,132,0,13.43,13.43,13.04,,
2016,7,15,18,7330,910,73,-2,0,13.82,13.82,13.42,,
2016,7,15,19,7006,878,73,122,0,13.81,13.81,13.4,,
2016,7,15,20,6691,867,72,-45,0,13.83,13.83,13.42,,
2016,7,15,21,6551,863,71,87,0,20.49,20.49,19.89,,
2016,7,15,22,6179,787,70,171,0,19.79,19.79,19.22,,
2016,7,15,23,5606,751,62,-56,0,16.51,16.51,16.02,,
2016,7,15,24,5165,654,62,201,0,7.05,7.05,6.85,,
2016,7,16,1,4772,657,56,-36,0,8.79,8.79,8.53,,
2016,7,16,2,4543,631,65,-29,0,-0.87,-0.87,-0.85,,
2016,7,16,3,4407,608,49,20,0,6.01,6.01,5.83,,
2016,7,16,4,4349,603,53,-17,0,4.97,4.97,4.82,,
2016,7,16,5,4364,587,54,-3,0,8.17,8.17,7.93,,
2016,7,16,6,4383,612,55,-44,0,10.29,10.29,9.98,,
2016,7,16,7,4614,683,58,-19,0,15.45,15.45,15,,
2016,7,16,8,4956,763,65,-83,0,34.14,34.14,33.14,,
2016,7,16,9,5286,772,69,-107,0,16.58,16.58,16.1,,
2016,7,16,10,5567,829,68,-37,0,28.42,28.42,27.59,,
2016,7,16,11,5748,825,69,-31,0,30.8,30.8,29.91,,
2016,7,16,12,5832,921,66,-46,0,19.09,19.09,18.54,,
2016,7,16,13,5862,910,66,49,0,14.51,14.51,14.08,,
2016,7,16,14,5876,905,67,23,0,8.31,8.31,8.07,,
2016,7,16,15,5900,912,65,6,0,14.52,14.52,14.1,,
2016,7,16,16,5918,909,66,-25,0,14.51,14.51,14.09,,
2016,7,16,17,5951,921,70,16,0,9.34,9.34,9.07,,
2016,7,16,18,5940,889,70,84,0,42.7,42.7,41.46,,
2016,7,16,19,5862,860,69,38,0,83.47,83.47,81.04,,
2016,7,16,20,5667,865,67,-24,0,18.04,18.04,17.51,,
2016,7,16,21,5686,880,68,-18,0,14.51,14.51,14.08,,
2016,7,16,22,5470,825,65,-46,0,23.64,23.64,22.95,,
2016,7,16,23,5112,761,63,12,0,6.49,6.49,6.3,,
2016,7,16,24,4754,695,59,-64,0,0.65,0.65,0.62,,
2016,7,17,1,4466,641,50,-18,0,5.18,5.18,5.03,,
2016,7,17,2,4254,623,52,-13,0,4.12,4.12,4,,
2016,7,17,3,4119,607,52,14,0,-0.5,-0.5,-0.49,,
2016,7,17,4,4050,608,49,-5,0,0,0,0,,
2016,7,17,5,4018,621,47,-10,0,-0.28,-0.28,-0.27,,
2016,7,17,6,4008,623,52,-3,0,-0.32,-0.32,-0.31,,
2016,7,17,7,4255,681,55,-39,0,8.71,8.71,8.46,,
2016,7,17,8,4666,740,66,-91,0,15.36,15.36,14.91,,
2016,7,17,9,5092,804,71,-93,0,16.94,16.94,16.44,,
2016,7,17,10,5455,874,69,-30,0,6.07,6.07,5.9,,
2016,7,17,11,5757,911,68,-7,0,6.07,6.07,5.89,,
2016,7,17,12,5949,949,71,2,0,5.03,5.03,4.89,,
2016,7,17,13,6052,934,66,15,0,0,0,0,,
2016,7,17,14,6097,948,71,29,0,0,0,0,,
2016,7,17,15,6200,980,67,77,0,6.01,6.01,5.83,,
2016,7,17,16,6267,1031,65,18,0,0,0,0,,
2016,7,17,17,6191,1081,62,-24,0,0,0,0,,
2016,7,17,18,6094,1080,59,-16,0,0,0,0,,
2016,7,17,19,5968,1048,62,-46,0,0,0,0,,
2016,7,17,20,5952,1026,54,30,0,0,0,0,,
2016,7,17,21,6085,1016,59,24,0,0,0,0,,
2016,7,17,22,5936,931,59,56,0,1.55,1.55,1.5,,
2016,7,17,23,5593,815,52,26,0,0,0,0,,
2016,7,17,24,5216,781,46,44,0,-1.77,-1.77,-1.72,,
2016,7,18,1,4957,689,45,52,0,-3,-3,-2.91,,
2016,7,18,2,4852,651,45,44,0,-3,-3,-2.91,,
2016,7,18,3,4822,610,45,80,0,-3,-3,-2.91,,
2016,7,18,4,4876,606,42,44,0,-3,-3,-2.91,,
2016,7,18,5,5085,630,51,127,0,-1.02,-1.02,-0.99,,
2016,7,18,6,5574,740,52,175,0,0.49,0.49,0.48,,
2016,7,18,7,6416,809,67,32,0,15.4,15.4,14.95,,
2016,7,18,8,7148,899,67,-121,0,41.57,41.57,40.36,,
2016,7,18,9,7596,981,72,-181,0,182.77,182.77,177.44,,
2016,7,18,10,8005,1014,75,-157,0,134.43,134.43,130.52,,
2016,7,18,11,8267,1059,64,-75,0,104.56,104.56,101.51,,
2016,7,18,12,8352,1118,79,-162,0,63.13,63.13,61.29,,
2016,7,18,13,8392,1106,103,-117,0,48.2,48.2,46.79,,
2016,7,18,14,8406,1118,103,-89,0,26.98,26.98,26.2,,
2016,7,18,15,8433,1099,101,-98,0,29.84,29.84,28.98,,
2016,7,18,16,8451,1130,105,-44,0,36.2,36.2,35.15,,
2016,7,18,17,8371,1206,103,7,0,45.89,45.89,44.55,,
2016,7,18,18,8120,1174,103,8,0,26.54,26.54,25.77,,
2016,7,18,19,7808,1124,102,-17,0,39.9,39.9,38.74,,
2016,7,18,20,7431,1063,107,-122,0,47.71,47.71,46.32,,
2016,7,18,21,7201,1008,107,-137,0,29.92,29.92,29.05,,
2016,7,18,22,6677,890,108,-9,0,20.08,20.08,19.5,,
2016,7,18,23,6008,747,106,38,0,7.25,7.25,7.04,,
2016,7,18,24,5403,705,100,-10,0,0,0,0,,
2016,7,19,1,5033,604,102,-30,0,-0.5,-0.5,-0.49,,
2016,7,19,2,4758,560,100,-68,0,-3.61,-3.61,-3.51,,
2016,7,19,3,4626,546,98,-1,0,-3.22,-3.22,-3.13,,
2016,7,19,4,4583,548,108,-49,0,-2.4,-2.4,-2.33,,
2016,7,19,5,4712,571,100,-13,0,2.41,2.41,2.34,,
2016,7,19,6,5078,656,105,-34,0,9.9,9.9,9.61,,
2016,7,19,7,5719,705,106,-93,0,8.85,8.85,8.59,,
2016,7,19,8,6172,776,110,-74,0,14.51,14.51,14.09,,
2016,7,19,9,6537,811,113,-103,0,14.51,14.51,14.08,,
2016,7,19,10,6846,826,112,-8,0,14.52,14.52,14.1,,
2016,7,19,11,7091,865,105,49,0,11.02,11.02,10.7,,
2016,7,19,12,7155,859,105,-58,0,6.84,6.84,6.64,,
2016,7,19,13,7218,872,109,-74,0,13.82,13.82,13.42,,
2016,7,19,14,7267,873,113,-32,0,6.09,6.09,5.91,,
2016,7,19,15,7280,861,107,-5,0,5.57,5.57,5.41,,
2016,7,19,16,7392,873,106,35,0,6.66,6.66,6.47,,
2016,7,19,17,7419,914,116,78,0,11,11,10.68,,
2016,7,19,18,7338,897,116,39,0,14.51,14.51,14.08,,
2016,7,19,19,7124,887,114,-56,0,14.98,14.98,14.54,,
2016,7,19,20,6811,849,113,-81,0,14.52,14.52,14.1,,
2016,7,19,21,6681,824,114,-64,0,18.02,18.02,17.5,,
2016,7,19,22,6231,730,112,-14,0,24.61,24.61,23.9,,
2016,7,19,23,5621,689,108,-76,0,23.21,23.21,22.53,,
2016,7,19,24,5090,614,104,-15,0,15.99,15.99,15.52,,
2016,7,20,1,4712,557,101,-32,0,4.05,4.05,3.93,,
2016,7,20,2,4534,530,100,-2,0,-2.55,-2.55,-2.48,,
2016,7,20,3,4421,518,99,-26,0,-0.88,-0.88,-0.86,,
2016,7,20,4,4406,523,102,-19,0,-1.25,-1.25,-1.22,,
2016,7,20,5,4525,552,104,25,0,12.09,12.09,11.74,,
2016,7,20,6,4921,655,108,-41,0,5.15,5.15,5,,
2016,7,20,7,5528,690,108,-112,0,5.4,5.4,5.25,,
2016,7,20,8,5979,742,103,-110,0,5.67,5.67,5.5,,
2016,7,20,9,6330,789,108,-58,0,6.12,6.12,5.94,,
2016,7,20,10,6680,822,108,-10,0,-1.99,-1.99,-1.93,,
2016,7,20,11,6930,848,107,-39,0,-1.75,-1.75,-1.69,,
2016,7,20,12,7021,848,109,9,0,-6.07,-6.07,-5.89,,
2016,7,20,13,7224,844,78,183,0,11.71,11.71,11.36,,
2016,7,20,14,7369,871,115,439,0,5.59,5.59,5.43,,
2016,7,20,15,7526,889,116,191,0,0.79,0.79,0.77,,
