Year,Month,Day,Hour,Toronto,Holiday & Weekends,Price_Tor,Tor_Temperature,Tor_Dew Point,Tor_Relative Humidity,Tor_Wind Speed,Scored Labels
-1.49773017998991,0.739190679379838,-1.4439282464036,-0.649995420636302,6006,0,-0.0756171014490027,0.628612949031586,0.837909656131731,0.51115435804132,0.479529249146388,5517.34716796875
0.93307812149505,1.02583134941401,0.489619830495517,-0.938884327062681,4306,0,-0.413694570111958,-0.0432707003438176,0.222583172499469,0.75746809129339,0.803956347808447,4456.18701171875
-0.0392451990989334,0.452550009345668,0.262143586154444,1.22778247113516,7694,0,0.632716045218836,1.31817774707476,1.3413585972854,-0.104629975088857,-0.601894413060474,7153.99755859375
-1.01156851969292,-0.98065334082518,1.39952480785981,-0.216662060996735,6675,0,0.0774356634978628,-0.0167489773421568,0.306491329358414,1.00378182454546,1.66909527757394,6283.46240234375
-1.49773017998991,-1.26729401085935,-0.420285146868775,1.66111583077472,5735,0,0.03845052525668,-0.830081816059751,-0.719052810028689,0.264840624789249,-0.601894413060474,5692.71875
-1.01156851969292,1.31247201944818,0.830834197007126,-0.794439873849492,4548,0,-0.418851334429574,-0.281966207358764,0.138675015640524,1.43483085773658,-0.601894413060474,5257.93310546875
-1.01156851969292,0.452550009345668,-1.67140449074468,1.37222692434835,5952,0,-0.0591154556326291,0.955714199385401,1.24812731188657,0.75746809129339,-1.46703334282596,5998.71728515625
0.93307812149505,-0.120731330722671,-0.0790707803571655,-1.51666213991544,4404,0,-0.277968533272284,0.496004334023283,0.325137586438179,-0.597257441592998,-0.601894413060474,4198.16259765625
-0.0392451990989334,-0.98065334082518,0.034667341813371,0.6500046582824,6028,0,-0.421945393020144,0.274989975676111,0.306491329358414,-0.0430515417758389,0.479529249146388,5878.75732421875
-1.01156851969292,-0.120731330722671,-1.21645200206253,0.79444911149559,6147,0,-0.112333263390434,0.690496969368795,0.362430100597711,-1.02830647478412,1.23652581269119,5989.669921875
-1.01156851969292,0.452550009345668,-0.761499513380384,-0.938884327062681,4334,0,-0.113364616253957,0.575569503028265,0.819263399051965,0.634311224667355,-0.71003677928116,4767.39013671875
