Instance,Toronto,Wind Speed,Scored Labels,,Plot_Tor,Plot_Scor
,5340,0.803956348,6185.26123,,,
,5297,-1.358890977,5737.12207,,,
,5722,0.263244517,5459.113281,,,
,6518,-0.818179146,6414.743652,,,
,4993,-1.358890977,4647.132813,,,
,4208,-0.169324948,4494.987305,,,
,6580,-0.493752047,6155.004883,,,
,7116,0.263244517,7153.601563,,,
,6025,1.88538001,6411.047852,,,
,4726,-0.601894413,5062.174316,,,
,6787,1.88538001,6741.914063,,,
,5524,-0.926321512,6489.949219,,,
,7542,-0.818179146,7661.555176,,,
,5308,-0.818179146,5671.16748,,,
,4812,2.317949475,4884.328613,,,
,5894,0.371386883,5697.971191,,,
,5448,0.046959784,5618.102539,,,
,5365,-1.034463878,5417.253418,,,
,4413,-0.493752047,4383.165527,,,
,6579,-0.710036779,6747.888672,,,
,6768,-0.493752047,6191.563965,,,
,5770,-1.575175709,5333.606934,,,
,5715,0.695813982,5677.32666,,,
,4895,-0.601894413,4638.608887,,,
,5553,-1.358890977,5281.878418,,,
,4408,-1.034463878,4137.682617,,,
,7736,0.587671615,7859.795898,,,
,6256,1.236525813,6151.491699,,,
,5443,0.046959784,6285.886719,,,
,4974,-0.710036779,4774.683594,,,
,5677,0.695813982,6202.573242,,,
,5126,-1.142606244,4662.338867,,,
,4660,-0.710036779,4540.146484,,,
,5334,-0.169324948,5414.314453,,,
,5975,-1.467033343,5689.887695,,,
,5051,2.101664742,5733.956543,,,
,6228,-1.25074861,6260.186523,,,
,4775,-0.926321512,4909.282715,,,
,4951,-1.25074861,4911.95166,,,
,5693,0.371386883,5937.429199,,,
,5997,0.803956348,6130.320313,,,
,5362,1.128383446,5862.614746,,,
,6565,-0.169324948,6527.28418,,,
,5311,-1.034463878,5279.915039,,,
,4468,-1.25074861,4330.864746,,,
,5141,-0.385609681,5439.42334,,,
,5036,0.046959784,6034.097656,,,
,5665,0.15510215,5360.529785,,,
,6648,0.15510215,6439.276855,,,
,7116,2.101664742,7395.494141,,,
,7046,0.587671615,6715.040039,,,
,4270,-1.358890977,5141.990234,,,
,5538,-0.818179146,4933.430664,,,
,5740,0.263244517,5634.755371,,,
,6704,0.479529249,6371.354004,,,
,6650,0.587671615,6717.550293,,,
,5641,-1.034463878,5793.874023,,,
,5015,-1.358890977,5003.768555,,,
,4759,0.803956348,4665.143066,,,
,6319,0.263244517,6374.80127,,,
,5890,-0.818179146,5931.125,,,
,6785,1.344668179,6368.368164,,,
,6132,3.183088405,5861.620605,,,
,4685,0.263244517,4411.069336,,,
,5992,3.399373137,5794.145996,,,
,6219,0.046959784,6156.834961,,,
,4380,-0.818179146,4390.81543,,,
,6820,0.479529249,6589.038086,,,
,5715,-0.710036779,5424.229004,,,
,5689,0.15510215,5981.991211,,,
,6169,-0.493752047,6117.281738,,,
,6110,0.803956348,6265.848145,,,
,6668,-0.169324948,6310.101563,,,
,6763,-0.061182582,6874.942871,,,
,6920,0.046959784,6746.978516,,,
,5320,0.371386883,5871.798828,,,
,5843,-0.277467314,6742.957031,,,
,5949,-0.277467314,5412.177734,,,
,4051,0.263244517,4261.345703,,,
,7545,0.046959784,7416.323242,,,
,5051,0.046959784,5582.805664,,,
,4494,0.912098714,4246.119629,,,
,6488,0.803956348,6214.713379,,,
,6173,2.642376574,5774.934082,,,
,4106,1.128383446,4055.789795,,,
,7484,0.046959784,7510.424805,,,
,9173,0.912098714,8294.320313,,,
,3826,-0.277467314,4311.588867,,,
,7082,-0.818179146,6791.489746,,,
,5390,0.263244517,5411.88623,,,
,5382,0.479529249,5913.624512,,,
,4438,-0.710036779,4449.154297,,,
,7974,-0.385609681,7464.931152,,,
,5314,-0.710036779,5470.731445,,,
,6736,2.317949475,6542.805176,,,
,5609,1.236525813,5600.530762,,,
,5718,-1.25074861,5732.012695,,,
,6167,0.695813982,6993.794434,,,
,4715,-0.926321512,5475.202148,,,
,5082,1.777237644,5131.41748,,,
,6029,-0.710036779,5938.367676,,,
,5007,-0.169324948,5865.482422,,,
,5866,0.371386883,6170.360352,,,
,5935,0.371386883,6379.160156,,,
,4674,-0.710036779,4811.454102,,,
,7760,0.046959784,6952.492188,,,
,7223,-0.061182582,6679.494629,,,
,5036,-1.25074861,4822.385254,,,
,7138,-1.467033343,6770.166504,,,
,6033,0.587671615,5956.728027,,,
,4732,0.263244517,5447.451172,,,
,4695,0.587671615,4560.466797,,,
,5971,0.695813982,6337.994629,,,
,5710,-1.358890977,5735.866211,,,
,6358,-0.818179146,6101.335449,,,
,5817,-0.385609681,5577.372559,,,
,4949,-1.142606244,4800.946289,,,
,5674,-0.061182582,5858.170898,,,
,5261,-1.142606244,5094.306641,,,
,6319,0.803956348,6026.803711,,,
,5273,-0.710036779,5229.200195,,,
,6419,-0.493752047,6198.811035,,,
,4865,0.15510215,5616.99707,,,
,6769,-0.061182582,7119.611328,,,
,4136,-1.034463878,4013.876221,,,
,4956,-1.142606244,4962.567871,,,
,4733,-0.601894413,4668.73584,,,
,5356,-0.277467314,5996.005371,,,
,4434,-0.710036779,4492.901367,,,
,5324,0.263244517,6076.682617,,,
,6010,3.61565787,6637.720215,,,
,7564,-0.169324948,7042.043457,,,
,5562,0.695813982,5391.17041,,,
,3953,-0.385609681,4281.842285,,,
,5482,1.993522376,5413.962402,,,
,6688,-0.277467314,5996.941406,,,
,6819,-0.601894413,7009.895996,,,
,7030,-0.710036779,6732.739258,,,
,8123,0.15510215,8349.144531,,,
,6224,-0.926321512,6588.666992,,,
,5138,-0.385609681,5293.080566,,,
,6485,0.479529249,5814.444824,,,
,5719,-0.277467314,5519.264648,,,
,6524,1.88538001,6434.319824,,,
,6434,0.803956348,6350.777344,,,
,6505,0.695813982,6150.261719,,,
,5980,0.046959784,5775.339844,,,
,4339,-0.818179146,4311.466309,,,
,6457,0.912098714,6364.729492,,,
,6465,-0.385609681,6314.96875,,,
,4421,-0.169324948,4587.962891,,,
,6384,0.046959784,6365.316895,,,
,5438,-1.358890977,5345.443359,,,
,6355,1.88538001,6932.71875,,,
,5831,-0.277467314,6817.560547,,,
,5482,-1.358890977,5356.742676,,,
,6722,0.371386883,6256.289063,,,
,5306,1.02024108,5355.34082,,,
,5378,-0.385609681,5135.524902,,,
,5972,-0.926321512,6023.254395,,,
,8529,0.479529249,9121.203125,,,
,7126,1.02024108,6993.555176,,,
,4208,-0.710036779,4293.060059,,,
,5968,1.02024108,6214.912109,,,
,4665,-0.385609681,5115.980469,,,
,4679,-1.358890977,5064.899414,,,
,4999,0.695813982,5826.238281,,,
,4484,-1.358890977,4478.881836,,,
,5049,-1.358890977,5009.260254,,,
,4705,0.803956348,4912.875977,,,
,0,-0.385609681,1166.25,,,
,7028,-0.385609681,6822.789551,,,
,4381,-0.601894413,4421.016113,,,
,6246,-1.25074861,6396.003906,,,
,7267,0.15510215,7123.424805,,,
,7685,-0.818179146,7409.053223,,,
,6962,1.669095278,6937.45459,,,
,5495,1.88538001,6012.759766,,,
,4577,-0.385609681,4609.605469,,,
,6231,1.02024108,6202.540039,,,
,5022,-1.25074861,4975.915527,,,
,4605,0.587671615,4630.133301,,,
,7189,0.15510215,7359.875488,,,
,7002,1.128383446,6655.82666,,,
,6128,1.669095278,5779.246094,,,
,5912,-0.277467314,5833.756836,,,
,5969,-1.683318075,5679.955078,,,
,6360,0.479529249,6146.615723,,,
,4893,0.263244517,5428.268066,,,
,5635,-1.25074861,5672.556152,,,
,7658,0.912098714,7877.058594,,,
,6037,0.479529249,6286.396484,,,
,3909,-0.493752047,4425.84082,,,
,6050,-1.034463878,6539.01709,,,
,7515,0.479529249,7590.253906,,,
,5431,-0.277467314,5481.406738,,,
,6235,-0.169324948,6180.943848,,,
,4549,-1.25074861,4732.34375,,,
,6633,0.587671615,7647.280762,,,
,5648,0.695813982,5867.325684,,,
,4342,-0.601894413,4681.598145,,,
,6906,-0.385609681,6944.427734,,,
,6259,-1.25074861,5711.745117,,,
,4196,-0.818179146,4102.824707,,,
,7517,0.046959784,7371.383301,,,
,4127,-0.493752047,4187.108398,,,
,7076,0.695813982,7268.119141,,,
,6137,-0.926321512,6029.421387,,,
,5104,0.371386883,5789.265625,,,
,6339,0.371386883,6199.580078,,,
,6219,0.263244517,6245.630859,,,
,6028,1.236525813,5714.322266,,,
,6142,1.344668179,6022.444336,,,
,5916,-1.142606244,5899.829102,,,
,5142,-0.169324948,5121.15625,,,
,5931,-0.277467314,5552.333984,,,
,7529,1.236525813,7428.759766,,,
,6299,0.371386883,5949.25293,,,
,5394,-0.277467314,5310.134766,,,
,5062,-0.277467314,5766.952637,,,
,6058,-0.385609681,5603.893555,,,
,6416,-0.061182582,6150.345703,,,
,5931,-0.385609681,6047.339844,,,
,7104,1.236525813,6535.65332,,,
,5110,-0.277467314,5309.978516,,,
,5275,-0.493752047,5008.17627,,,
,6728,2.209807109,6488.604004,,,
,5475,-0.710036779,5517.718262,,,
,6022,0.046959784,5740.179688,,,
,6118,1.02024108,6256.872559,,,
,4355,-0.818179146,4423.547363,,,
,6127,-0.926321512,6323.964844,,,
,4956,0.479529249,5454.145508,,,
,3983,-1.358890977,4308.528809,,,
,5909,-0.277467314,5741.523926,,,
,4185,-1.358890977,4214.091797,,,
,6863,0.695813982,6482.034668,,,
,5162,-1.25074861,5346.898438,,,
,5710,-0.061182582,5625.958008,,,
,6413,-0.601894413,5920.123047,,,
,5109,-0.277467314,4952.172363,,,
,5593,-0.601894413,5456.240723,,,
,6219,1.452810545,6288.751465,,,
,6447,-0.061182582,6276,,,
,7628,1.777237644,7425.158203,,,
,7085,-0.169324948,6817.862793,,,
,6100,-0.710036779,6260.388184,,,
,5971,0.046959784,6442.995117,,,
,4556,-0.385609681,4678.564453,,,
,7188,3.183088405,6676.794922,,,
,4026,-0.710036779,4552.50293,,,
,7105,0.912098714,7059.955078,,,
,6527,-0.710036779,6260.782715,,,
,5987,-0.818179146,5856.143555,,,
,4776,0.803956348,4920.443359,,,
,8623,-1.467033343,7897.938965,,,
,6864,-0.926321512,6769.164551,,,
,5687,1.344668179,6063.972656,,,
,5283,0.803956348,5348.371582,,,
,5707,-1.034463878,5453.874512,,,
,6053,1.236525813,6289.614746,,,
,5788,0.371386883,5472.855469,,,
,6053,1.236525813,5367.34375,,,
,4169,-0.926321512,4343.62793,,,
,8000,-1.034463878,7602.654297,,,
,6456,-0.061182582,7236.690918,,,
,3751,-1.25074861,3972.536865,,,
,5610,1.452810545,5771.80127,,,
,6072,-0.385609681,5661.358887,,,
,6181,-0.926321512,5851.981445,,,
,6376,-0.385609681,6316.269043,,,
,6901,1.02024108,6176.319824,,,
,4332,1.02024108,4352.564453,,,
,7803,-0.277467314,8306.097656,,,
,5105,1.993522376,5358.149414,,,
,4372,-1.034463878,4332.379395,,,
,5058,0.371386883,5499.713379,,,
,6044,0.371386883,5885.670898,,,
,4615,-0.385609681,4684.078613,,,
,4915,-0.818179146,4698.283691,,,
,6065,-0.926321512,5696.916016,,,
,7170,0.371386883,6818.54248,,,
,6662,-0.710036779,6350.406738,,,
,6447,0.479529249,6412.50293,,,
,6222,3.61565787,6173.842285,,,
,5738,0.695813982,5663.759277,,,
,6820,-0.061182582,6704.360352,,,
,6452,0.15510215,5930.085938,,,
,6492,-0.926321512,6342.818359,,,
,7689,-0.061182582,7198.77002,,,
,5208,0.263244517,5373.099121,,,
,6611,-0.601894413,6274.789551,,,
,7916,1.452810545,7731.265625,,,
,4818,0.587671615,4625.41748,,,
,6752,-0.169324948,6628.270996,,,
,6062,-0.277467314,5804.995117,,,
,6412,0.587671615,6216.880859,,,
,4955,0.263244517,5018.288574,,,
,6320,0.371386883,6207.576172,,,
,5629,0.046959784,5695.995117,,,
,4367,-0.385609681,4302.219727,,,
,4455,-1.25074861,4315.310547,,,
,7152,-0.926321512,6836.119141,,,
,5826,0.263244517,5559.03125,,,
,6075,-0.493752047,5901.643066,,,
,4449,-1.034463878,4280.55127,,,
,8224,-0.277467314,7816.851074,,,
,4915,-0.818179146,4845.72168,,,
,6087,0.263244517,6468.439453,,,
,7803,-1.25074861,7139.336914,,,
,6311,0.15510215,6112.163086,,,
,6300,-1.25074861,5983.775879,,,
,6456,-1.034463878,6394.328613,,,
,5246,-0.926321512,5856.710938,,,
,8862,1.02024108,9137.916016,,,
,7139,-0.169324948,7291.924805,,,
,5381,1.128383446,5876.500488,,,
,4964,-0.818179146,5631.746582,,,
,4715,0.263244517,4847.08252,,,
,4782,0.15510215,4445.449707,,,
,5904,-0.277467314,5766.194824,,,
,6026,0.371386883,6222.739258,,,
,4419,-1.034463878,4535.758301,,,
,6957,0.803956348,6976.309082,,,
,6827,-1.034463878,6663.149902,,,
,7414,-0.277467314,7031.408691,,,
,4462,-0.169324948,5059.312012,,,
,6177,-0.818179146,6096.379883,,,
,5796,0.263244517,5756.918945,,,
,7536,1.452810545,7288.508789,,,
,6475,-0.493752047,6302.365723,,,
,4319,-1.467033343,4489.092773,,,
,5081,-1.142606244,5857.129883,,,
,4748,0.479529249,5544.605957,,,
,5541,1.452810545,5519.275391,,,
,6285,-0.818179146,6092.07959,,,
,5718,-0.385609681,5082.954102,,,
,6247,-0.601894413,5876.621582,,,
,5850,0.803956348,6341.148438,,,
,7239,-0.169324948,6833.878906,,,
,6775,1.02024108,6263.820801,,,
,6063,-1.358890977,5893.080566,,,
,6226,-0.818179146,6989.141602,,,
,4655,0.15510215,4429.995117,,,
,5281,0.046959784,5093.959473,,,
,7512,0.046959784,7204.668457,,,
,6001,-0.385609681,5632.833496,,,
,5150,-1.25074861,4902.108887,,,
,5009,-0.385609681,6061.992676,,,
,4429,-1.467033343,4358.525391,,,
,5516,-1.358890977,4746.967773,,,
,6835,1.02024108,7000.360352,,,
,5377,-0.277467314,5287.411133,,,
,5830,0.912098714,5929.916016,,,
,6337,-0.926321512,5965.998535,,,
,6548,0.263244517,6667.028809,,,
,4151,-0.818179146,4412.031738,,,
,6018,1.02024108,6123.69873,,,
,5125,-1.467033343,4957.604492,,,
,5441,-0.277467314,5610.039063,,,
,5665,0.803956348,5509.161621,,,
,5231,0.046959784,5862.579102,,,
,5717,0.263244517,5596.35498,,,
,5235,-0.169324948,4865.661621,,,
,5062,0.15510215,5022.376465,,,
,5328,-1.25074861,5141.916016,,,
,4702,-1.25074861,4465.118652,,,
,6782,1.452810545,6676.33252,,,
,5893,0.15510215,6253.085938,,,
,4411,-0.926321512,4571.957031,,,
,6310,1.777237644,6305.654297,,,
,7529,-1.25074861,7431.678223,,,
,7300,-1.467033343,6951.679688,,,
,3920,-0.710036779,4425.84082,,,
,6034,-0.710036779,5796.221191,,,
,6054,-1.034463878,5583.465332,,,
,5828,-1.034463878,6029.775391,,,
,5845,-0.493752047,5783.124023,,,
,6719,-0.493752047,6311.424316,,,
,4932,-0.926321512,4861.615723,,,
,4197,-0.818179146,4366.351074,,,
,8514,-1.25074861,7386.55957,,,
,5333,-0.385609681,4810.741211,,,
,4985,-1.467033343,5658.746582,,,
,5275,0.371386883,5367.709473,,,
,5600,0.371386883,5759.033203,,,
,4834,-1.358890977,4988.156738,,,
,5037,0.803956348,4536.261719,,,
,6415,0.695813982,6684.709961,,,
,5999,-0.818179146,5537.306152,,,
,4113,-0.061182582,4153.460449,,,
,4613,0.15510215,4579.362305,,,
,7124,1.128383446,6480.702637,,,
,5442,0.263244517,5425.040039,,,
,5704,0.046959784,5529.99707,,,
,5825,-0.926321512,5722.297852,,,
,6732,1.452810545,6748.07959,,,
,6121,2.101664742,6019.341797,,,
,3882,-1.25074861,4017.196777,,,
,5087,0.371386883,5850.702637,,,
,6535,-0.710036779,6042.728516,,,
,4385,-1.25074861,4964.426758,,,
,4131,-0.061182582,4186.399414,,,
,6894,2.75051894,6349.681641,,,
,6684,0.15510215,7572.485352,,,
,4138,-0.926321512,4232.279297,,,
,4094,-1.467033343,4281.494141,,,
,6065,-0.061182582,5924.404785,,,
,5315,-0.277467314,5588.264648,,,
,5942,-0.710036779,5670.639648,,,
,6530,-0.277467314,6478.608887,,,
,6501,-0.385609681,6427.18457,,,
,5381,-0.169324948,5979.531738,,,
,5081,2.101664742,5433.727051,,,
,4138,-1.034463878,4069.452881,,,
,8077,0.803956348,8118.266602,,,
,6351,-1.467033343,6048.431641,,,
,5232,-0.818179146,5233.970703,,,
,4526,-0.061182582,4588.915527,,,
,7176,1.128383446,7216.851074,,,
,6355,-0.061182582,6271.479492,,,
,6614,0.263244517,6234.550781,,,
,7222,-1.358890977,6941.686035,,,
,6612,0.587671615,6508.970215,,,
,7207,-0.493752047,7047.54248,,,
,7773,0.15510215,7381.645996,,,
,4581,0.263244517,4820.095215,,,
,6336,-0.926321512,5896.346191,,,
,6965,-0.710036779,6638.029785,,,
,4224,-0.169324948,4668.622559,,,
,4565,0.912098714,4522.418945,,,
,6015,-0.385609681,6282.72998,,,
,6252,0.046959784,5920.257813,,,
,5516,-0.277467314,5951.227051,,,
,5015,-1.358890977,5213.206543,,,
,4628,-0.926321512,4847.624512,,,
,5718,0.695813982,5846.969727,,,
,5984,0.046959784,5806.149414,,,
,5225,2.101664742,5842.425781,,,
,7487,0.15510215,7498.012207,,,
,5200,0.912098714,5083.572754,,,
,5974,-1.358890977,5723.959961,,,
,5679,0.263244517,6002.963379,,,
,4013,0.263244517,4163.266602,,,
,5743,-0.277467314,5602.275391,,,
,4964,-1.034463878,5440.704102,,,
,6182,1.669095278,5924.641113,,,
,6408,0.587671615,6019.505859,,,
,4358,-0.926321512,4421.888184,,,
,5941,0.15510215,5662.247559,,,
,5938,-0.926321512,5534.334473,,,
,4897,-0.277467314,4801.48877,,,
,4715,-1.034463878,4881.524902,,,
,5899,-0.818179146,6449.777344,,,
,7106,0.371386883,7065.514648,,,
,5818,-0.601894413,5889.794922,,,
,5091,-0.710036779,5061.016602,,,
,6228,0.263244517,5943.630859,,,
,6249,0.046959784,6051.108398,,,
,8372,-0.818179146,8392.664063,,,
,6519,-0.385609681,6390.279785,,,
,5589,0.912098714,5352.836426,,,
,6240,1.128383446,6075.959473,,,
,6886,-0.277467314,6737.333496,,,
,5033,-0.385609681,5411.634766,,,
,5136,1.236525813,5185.444336,,,
,5817,1.02024108,6363.716797,,,
,4869,-0.493752047,4711.403809,,,
,6507,-0.493752047,6136.293457,,,
,6637,0.046959784,6193.765625,,,
,6071,0.15510215,5986.016602,,,
,7924,-1.142606244,7455.874023,,,
,7073,1.452810545,7204.018555,,,
,6125,-0.061182582,5940.288086,,,
,6510,-0.277467314,6292.572266,,,
,4035,-0.601894413,4001.910156,,,
,4337,0.263244517,4896.558105,,,
,5615,-0.169324948,5737.133789,,,
,4584,-0.601894413,4687.806152,,,
,7821,-0.926321512,7399.473633,,,
,4731,0.371386883,5051.204102,,,
,5033,0.695813982,4942.753906,,,
,6433,1.993522376,6378.468262,,,
,6675,-1.467033343,6618.637695,,,
,6055,0.803956348,5694.196777,,,
,5681,0.912098714,6186.761719,,,
,7384,0.263244517,6605.376953,,,
,5772,0.695813982,5860.387207,,,
,5654,-0.277467314,6152.295898,,,
,6091,0.803956348,5564.744141,,,
,5455,-1.358890977,5622.913086,,,
,6365,0.587671615,6100.894043,,,
,5109,-1.358890977,5361.472656,,,
,3932,-0.818179146,4252.390137,,,
,6927,-0.493752047,6491.86377,,,
,4970,-0.385609681,5607.211914,,,
,7864,1.344668179,7041.058105,,,
,5055,-0.385609681,5135.636719,,,
,6191,0.695813982,5829.781738,,,
,4447,-0.710036779,4318.964355,,,
,5985,0.479529249,5667.066406,,,
,5009,-0.493752047,4744.270508,,,
,4786,2.426091841,5439.134277,,,
,6936,-0.926321512,6907.703125,,,
,5432,-0.277467314,5603.538086,,,
,7047,0.803956348,6898.883301,,,
,6135,-0.601894413,5666.657227,,,
,6136,-1.034463878,6130.942383,,,
,4468,-0.926321512,4924.681641,,,
,5830,-0.493752047,5538.787598,,,
,5738,0.803956348,6289.330566,,,
,4755,-0.385609681,5355.4375,,,
,5395,-0.710036779,5517.646484,,,
,4897,1.02024108,5454.803223,,,
,6506,0.15510215,6418.82959,,,
,4793,-1.142606244,4731.97998,,,
,5900,0.803956348,6173.721191,,,
,3988,-0.277467314,4217.480469,,,
,4191,-0.818179146,4594.606445,,,
,5874,0.803956348,6222.379395,,,
,8059,0.15510215,7675.607422,,,
,5515,0.046959784,5849.154297,,,
,6586,1.128383446,6794.733398,,,
,4597,1.669095278,4341.477539,,,
,5691,-1.034463878,5856.696289,,,
,5180,0.587671615,4904.203613,,,
,3858,1.452810545,4162.558594,,,
