Year,Month,Day,Hour,Ottawa,Holiday & Weekends,Temperature,Dew Point,Relative Humidity,Wind Speed,Scored Labels,Abs Diff,Diff
1.41352339,1.321576099,-0.307755382,-0.07310563,1177,0,-1.119739675,-1.16476028,-0.424227925,0.262994491,1132.439331,44.56066895,-44.56066895
-1.012611372,1.321576099,0.375165782,0.360144762,985,0,-0.889610902,-0.960957457,-0.424227925,0.71015868,960.8705444,24.12945557,-24.12945557
-0.52738442,0.747402291,-0.307755382,1.659895939,675,0,0.682935718,0.679170026,-0.089613174,-0.631333886,601.5754395,73.42456055,-73.42456055
-0.52738442,-0.400945325,0.830446558,1.515479141,636,0,0.203500773,-0.058402097,-0.959611527,-0.631333886,694.8321533,58.83215332,58.83215332
-1.497838325,-1.549292941,-1.332137128,-1.228440008,923,0,-0.669070827,-0.640695878,-0.022690224,2.349760705,895.7888184,27.21118164,-27.21118164
-1.497838325,0.173228483,-0.990676546,0.50456156,1075,0,1.833579587,1.610840075,-0.691919726,-0.780388615,1278.39563,203.3956299,203.3956299
0.443069485,1.321576099,1.17190714,1.659895939,759,0,-0.362232462,-0.679515463,-1.227303328,1.157322869,728.7367554,30.26324463,-30.26324463
0.928296438,-1.262206037,1.17190714,0.648978357,1086,0,-0.496474247,-0.524237121,-0.290382025,-0.035114968,1146.036621,60.03662109,60.03662109
1.41352339,0.173228483,-0.193935188,1.082228749,1080,0,1.143193266,0.950907124,-0.691919726,-0.631333886,1140.272705,60.27270508,60.27270508
1.898750343,-1.262206037,-0.763036158,1.515479141,1094,0,-0.669070827,-0.320434298,1.382691732,-0.035114968,1133.802246,39.80224609,39.80224609
-0.52738442,-1.549292941,1.17190714,-1.6616904,907,0,-1.714239007,-1.844103025,-0.758842677,-0.631333886,1022.30957,115.3095703,115.3095703
1.41352339,0.460315387,1.513367722,-1.6616904,766,0,0.8459436,1.077070776,0.84730813,-0.035114968,784.6513062,18.65130615,18.65130615
0.443069485,-1.549292941,1.17190714,1.226645547,1027,0,-0.55400644,-0.630990981,-0.424227925,2.349760705,1081.308594,54.30859375,54.30859375
0.928296438,0.747402291,0.944266752,-0.939606414,799,0,0.481573041,0.717989611,0.84730813,1.008268139,807.937561,8.937561035,8.937561035
0.928296438,1.034489195,-0.763036158,0.937811952,1130,0,1.229491556,1.445856837,0.780385179,0.262994491,1093.231689,36.76831055,-36.76831055
0.928296438,-0.975119133,0.944266752,0.215727965,935,0,-1.129328374,-1.562661031,-1.69576398,0.85921341,981.0095215,46.00952148,46.00952148
0.443069485,0.747402291,1.058086946,1.515479141,886,0,1.239080255,1.455561734,0.780385179,-0.929443345,782.5719604,103.4280396,-103.4280396
1.898750343,-1.262206037,0.147525394,0.648978357,1141,1,-0.947143095,-1.193874969,-1.093457428,-0.780388615,1181.382446,40.38244629,40.38244629
-0.52738442,-0.113858421,1.17190714,0.215727965,879,0,1.36373334,1.106185465,-0.825765627,-0.333224427,1007.087708,128.0877075,128.0877075
-1.497838325,-0.400945325,0.944266752,0.50456156,1041,0,0.117202483,-0.291319609,-1.428072179,0.113939762,877.3303833,163.6696167,-163.6696167
1.41352339,-0.688032229,-0.193935188,1.659895939,820,0,-0.534829042,-0.184565749,1.382691732,1.157322869,805.0684814,14.93151855,-14.93151855
0.443069485,-1.262206037,-0.080114994,-1.6616904,729,0,-0.582772537,-0.47571264,0.311924528,0.113939762,808.6953125,79.6953125,79.6953125
-1.497838325,-0.975119133,-0.763036158,-0.361939224,849,0,-0.669070827,-0.359253883,1.181922881,-0.184169697,1007.483215,158.4832153,158.4832153
-1.012611372,-0.688032229,-0.990676546,1.226645547,962,0,-0.12251499,-0.485417536,-1.361149229,0.113939762,933.7509155,28.24908447,-28.24908447
-0.52738442,-0.688032229,1.285727334,0.360144762,933,0,0.356919956,-0.165155956,-1.762686931,0.412049221,806.0733643,126.9266357,-126.9266357
0.928296438,0.747402291,1.17190714,1.659895939,728,0,0.347331257,0.504481892,0.512693378,-0.780388615,755.6636963,27.66369629,27.66369629
-1.497838325,0.460315387,-0.53539577,-1.517273603,564,0,0.702113116,0.921792435,0.780385179,-0.780388615,584.5344238,20.53442383,20.53442383
-1.497838325,0.747402291,-0.080114994,0.648978357,867,0,0.750056611,0.999431605,0.91423108,-0.780388615,885.9714355,18.97143555,18.97143555
-0.52738442,-0.688032229,1.17190714,0.071311168,843,0,0.136379881,-0.26220492,-1.428072179,0.412049221,806.2076416,36.7923584,-36.7923584
-0.042157467,1.321576099,0.0337052,0.071311168,868,0,0.376097353,0.300679068,-0.357304975,0.71015868,882.6011353,14.60113525,14.60113525
-0.042157467,-0.688032229,-1.559777516,0.937811952,916,0,-0.745780418,-0.931842768,-0.825765627,1.604487057,992.369751,76.36975098,76.36975098
0.443069485,0.747402291,-0.990676546,0.937811952,876,0,0.654169622,0.912087538,0.98115403,-0.929443345,868.9198608,7.08013916,-7.08013916
-1.497838325,1.034489195,-0.080114994,1.226645547,857,0,0.644580923,0.659760233,-0.022690224,-0.780388615,849.3809814,7.619018555,-7.619018555
1.41352339,-0.688032229,-0.53539577,-1.084023211,926,0,-0.736191719,-0.795974219,-0.357304975,-0.333224427,829.6290283,96.37097168,-96.37097168
-1.012611372,-0.975119133,-1.67359771,1.659895939,1095,0,-2.155319157,-2.271118464,-0.758842677,0.85921341,1102.114868,7.114868164,7.114868164
-1.497838325,0.460315387,-0.421575576,-0.795189616,741,0,0.548693934,0.902382642,1.382691732,-1.823771722,775.588501,34.58850098,34.58850098
0.928296438,0.173228483,-0.080114994,-0.506356022,1103,0,1.325378545,1.688479246,1.382691732,-1.227552804,1182.750488,79.75048828,79.75048828
0.928296438,-0.400945325,1.399547528,-0.939606414,922,0,0.40486345,0.688874922,1.048076981,-0.780388615,834.2825317,87.71746826,-87.71746826
-0.042157467,1.608663003,-1.10449674,1.515479141,979,0,-0.275934172,-0.009877615,0.98115403,0.113939762,863.6576538,115.3423462,-115.3423462
-1.497838325,-0.975119133,-0.763036158,-1.084023211,723,0,-0.630716031,-0.281614713,1.382691732,-0.780388615,770.491272,47.49127197,47.49127197
1.41352339,-0.688032229,-0.193935188,1.515479141,873,0,-0.544417741,-0.203975542,1.382691732,0.85921341,895.9942017,22.99420166,22.99420166
0.443069485,1.034489195,1.285727334,0.071311168,759,0,0.337742558,0.329793757,-0.156536124,1.902596516,794.3422241,35.34222412,35.34222412
-0.042157467,-0.688032229,-0.990676546,-0.795189616,971,0,-0.764957816,-0.504827329,0.98115403,0.71015868,896.3586426,74.64135742,-74.64135742
0.443069485,0.173228483,-1.332137128,0.648978357,1127,0,1.63221691,0.902382642,-2.030378732,-0.333224427,1078.606201,48.39379883,-48.39379883
0.928296438,-0.688032229,-0.763036158,-0.217522427,995,0,-0.803312612,-0.650400774,0.512693378,0.412049221,1017.564575,22.5645752,22.5645752
0.443069485,-0.975119133,0.830446558,-0.939606414,1026,0,-1.292336256,-1.145350488,0.445770428,-1.674716992,841.2299194,184.7700806,-184.7700806
0.928296438,0.173228483,1.058086946,-1.228440008,919,0,1.133604567,1.494381319,1.382691732,-0.929443345,881.1695557,37.83044434,-37.83044434
-1.012611372,-1.549292941,0.830446558,0.648978357,1565,0,-2.423802726,-2.571970251,-0.959611527,-0.333224427,1545.455444,19.54455566,-19.54455566
1.41352339,-0.688032229,-1.332137128,-0.795189616,1116,0,-1.119739675,-1.145350488,-0.290382025,-1.376607533,999.125,116.875,-116.875
1.41352339,0.173228483,-1.67359771,-1.372856806,703,1,0.31856516,0.640350441,1.248845831,-1.376607533,725.513855,22.51385498,22.51385498
-0.042157467,1.034489195,1.17190714,-1.084023211,713,0,-0.314288968,-0.524237121,-0.892688577,-0.780388615,599.6863403,113.3136597,-113.3136597
0.443069485,1.608663003,1.399547528,1.515479141,1275,1,-1.963545179,-1.844103025,0.311924528,-0.482279156,1186.955688,88.04431152,-88.04431152
-1.012611372,1.034489195,-0.990676546,-0.217522427,801,0,0.615814826,0.426842721,-0.691919726,1.455432328,777.2595215,23.74047852,-23.74047852
1.41352339,0.460315387,0.944266752,-1.372856806,675,0,0.452806945,0.737399404,1.048076981,-1.525662263,726.1907959,51.1907959,51.1907959
0.928296438,-0.400945325,-0.421575576,-0.07310563,830,0,0.251444268,-0.543646914,-2.364993483,-0.035114968,894.7079468,64.70794678,64.70794678
0.443069485,-1.549292941,0.60280617,0.937811952,1017,0,-0.29511157,0.028941971,1.248845831,-0.482279156,1040.587402,23.58740234,23.58740234
-1.012611372,1.034489195,0.375165782,-0.07310563,826,0,-0.055394097,-0.252500024,-0.825765627,-0.780388615,780.4185791,45.5814209,-45.5814209
-0.042157467,1.608663003,0.830446558,0.215727965,800,0,-0.247168075,-0.194270645,0.111155677,1.753541787,959.3516235,159.3516235,159.3516235
-0.52738442,-1.262206037,-0.080114994,-0.361939224,1335,0,-3.142955144,-3.231903203,-0.758842677,0.71015868,1354.863403,19.86340332,19.86340332
-1.012611372,1.034489195,-1.67359771,1.226645547,845,0,0.740467912,1.077070776,1.315768782,-0.929443345,852.3224487,7.32244873,7.32244873
0.928296438,-0.113858421,1.285727334,1.659895939,867,0,1.008951481,1.368217667,1.315768782,-1.376607533,938.4414063,71.44140625,71.44140625
-1.012611372,0.747402291,0.60280617,-0.217522427,873,0,0.433629547,0.795628782,1.449614682,0.412049221,830.2744141,42.72558594,-42.72558594
-1.497838325,-0.400945325,-0.193935188,-1.372856806,578,0,-0.29511157,-0.242795127,0.044232727,-0.929443345,606.1992188,28.19921875,28.19921875
-0.52738442,-0.688032229,-1.67359771,-1.228440008,773,0,-1.177271869,-0.863908494,1.248845831,-1.674716992,764.6936646,8.306335449,-8.306335449
1.898750343,-1.262206037,0.261345588,0.50456156,1258,0,-0.563595139,-0.339844091,0.780385179,2.796924893,1184.688965,73.31103516,-73.31103516
0.443069485,1.321576099,1.17190714,-1.084023211,616,0,-0.899199601,-0.990072146,-0.558073826,0.262994491,723.940918,107.940918,107.940918
1.41352339,-0.975119133,0.830446558,1.371062344,1012,0,-0.563595139,-0.427188158,0.378847478,-0.035114968,1035.327148,23.32714844,23.32714844
0.928296438,-0.113858421,0.944266752,0.793395154,1027,0,0.836354901,0.766514093,-0.290382025,-0.035114968,1053.450317,26.45031738,26.45031738
0.928296438,0.173228483,-1.332137128,-0.650772819,1268,0,1.574684716,1.25175891,-1.026534478,-0.929443345,1293.929443,25.92944336,25.92944336
0.443069485,-0.113858421,1.627187916,-1.228440008,698,0,0.970596685,1.2808736,1.181922881,-0.780388615,633.1733398,64.82666016,-64.82666016
0.443069485,-1.549292941,-0.53539577,-0.07310563,746,0,-0.601949935,-0.689220359,-0.491150876,0.561103951,951.1328735,205.1328735,205.1328735
1.41352339,1.608663003,0.261345588,0.793395154,1446,0,-1.982722577,-2.057610744,-0.558073826,1.157322869,1500.008545,54.00854492,54.00854492
-0.042157467,0.747402291,0.147525394,0.50456156,845,0,1.373322039,1.630249868,0.91423108,-0.035114968,1004.945129,159.9451294,159.9451294
1.41352339,-1.262206037,1.058086946,-1.517273603,862,0,-0.937554396,-0.951252561,-0.223459074,5.330855295,928.0599976,66.05999756,66.05999756
-0.52738442,0.460315387,-0.763036158,-0.939606414,581,0,0.807588804,1.086775673,0.98115403,-0.929443345,681.7509766,100.7509766,100.7509766
-1.497838325,-1.549292941,0.0337052,-0.361939224,1081,0,-0.717014322,-0.679515463,-0.022690224,1.157322869,1075.026123,5.973876953,-5.973876953
0.928296438,-1.549292941,-0.421575576,1.659895939,947,0,-1.896424287,-1.795578543,0.245001577,1.306377598,1018.318542,71.31854248,71.31854248
0.443069485,1.608663003,1.513367722,-0.650772819,1286,1,-1.685472911,-1.475316964,0.713462229,0.561103951,1158.355713,127.6442871,-127.6442871
1.898750343,-1.549292941,-0.080114994,-0.506356022,1209,0,-0.544417741,-0.495122432,0.044232727,-0.929443345,1172.799561,36.20043945,-36.20043945
-0.042157467,1.321576099,0.60280617,-1.228440008,686,0,-0.966320493,-1.077416213,-0.624996776,1.753541787,696.7088013,10.70880127,10.70880127
1.41352339,0.460315387,-0.421575576,-0.506356022,1052,0,1.402088136,1.504086216,0.378847478,-0.631333886,1093.221924,41.22192383,41.22192383
1.41352339,-1.262206037,-0.763036158,0.937811952,1335,0,-1.273158858,-1.261809244,-0.156536124,1.157322869,1333.740112,1.259887695,-1.259887695
0.443069485,0.747402291,0.944266752,-0.506356022,805,0,1.584273415,1.707889039,0.445770428,-1.376607533,973.1869507,168.1869507,168.1869507
1.41352339,0.747402291,0.716626364,-1.517273603,743,0,1.354144641,1.630249868,0.98115403,-0.035114968,785.5701294,42.57012939,42.57012939
-1.497838325,0.173228483,1.399547528,-1.6616904,726,0,0.913064492,1.25175891,1.248845831,-0.929443345,701.8853149,24.11468506,-24.11468506
-1.497838325,1.608663003,1.627187916,-0.217522427,1019,1,-2.136141759,-2.20318419,-0.558073826,-1.078498074,1321.965698,302.9656982,302.9656982
-0.52738442,-1.549292941,1.399547528,0.648978357,1174,0,-0.889610902,-0.87361339,-0.156536124,-0.631333886,1285.091187,111.0911865,111.0911865
-1.012611372,-0.975119133,1.058086946,1.371062344,1183,0,-1.637529416,-1.679119787,-0.424227925,1.008268139,1102.758423,80.24157715,-80.24157715
1.41352339,1.608663003,1.74100811,-0.795189616,987,1,-0.582772537,-0.281614713,1.181922881,0.85921341,1020.092712,33.0927124,33.0927124
-0.042157467,1.321576099,-1.67359771,-0.650772819,1154,0,0.174734676,0.368613343,0.646539279,0.85921341,854.6851807,299.3148193,-299.3148193
0.928296438,-0.400945325,-0.421575576,0.50456156,826,0,0.615814826,-0.524237121,-3.034222986,-0.482279156,910.0941162,84.09411621,84.09411621
-1.012611372,-0.400945325,-1.332137128,0.937811952,912,0,-0.112926291,-0.068106993,0.111155677,1.455432328,914.9238892,2.92388916,2.92388916
-1.497838325,1.034489195,0.830446558,-1.084023211,694,0,-0.343055064,-0.456302847,-0.558073826,0.113939762,620.0006714,73.99932861,-73.99932861
-1.497838325,0.747402291,1.399547528,-0.361939224,835,0,0.922653191,0.863563057,-0.223459074,0.412049221,798.8665161,36.13348389,-36.13348389
-0.52738442,-1.262206037,1.17190714,0.071311168,1251,0,-2.136141759,-2.20318419,-0.558073826,-0.333224427,1296.582275,45.58227539,45.58227539
0.443069485,-1.549292941,0.261345588,0.648978357,1023,0,-0.458119451,-0.15545106,1.181922881,0.113939762,1052.660522,29.66052246,29.66052246
-1.497838325,-0.975119133,-1.445957322,0.071311168,968,0,-1.532053728,-1.494726756,-0.089613174,0.113939762,1069.106567,101.1065674,101.1065674
0.443069485,-0.400945325,-1.445957322,0.071311168,735,0,0.05967029,-0.271909816,-1.227303328,0.71015868,773.3838501,38.3838501,38.3838501
0.928296438,0.747402291,-0.990676546,-0.795189616,975,0,0.462395644,0.815038575,1.382691732,-1.674716992,951.3720093,23.62799072,-23.62799072
-1.012611372,0.173228483,1.74100811,-0.795189616,736,0,0.673347019,0.950907124,1.048076981,-0.929443345,782.4128418,46.4128418,46.4128418
-1.497838325,1.321576099,-1.67359771,0.648978357,919,0,0.213089472,0.436547617,0.780385179,0.412049221,972.605835,53.60583496,53.60583496
-1.497838325,-0.975119133,1.513367722,1.659895939,719,1,-0.678659526,-0.388368572,1.114999931,-0.780388615,731.7284546,12.72845459,12.72845459
-0.52738442,1.034489195,-0.876856352,1.659895939,488,0,0.615814826,0.892677746,0.98115403,0.262994491,575.7007446,87.70074463,87.70074463
-1.012611372,0.173228483,-1.445957322,1.226645547,838,0,0.539105235,0.698579819,0.512693378,-0.929443345,919.147644,81.14764404,81.14764404
-0.042157467,0.747402291,-1.559777516,-0.361939224,754,0,1.056894975,0.737399404,-1.026534478,-0.631333886,765.392395,11.39239502,11.39239502
-1.012611372,0.173228483,0.60280617,-0.939606414,820,0,0.961007986,1.329398081,1.449614682,-1.078498074,769.5737305,50.42626953,-50.42626953
1.41352339,0.173228483,-1.67359771,0.071311168,993,1,1.315789846,1.028546294,-0.892688577,-0.035114968,1075.733154,82.7331543,82.7331543
-0.042157467,-0.688032229,-0.193935188,1.659895939,632,0,-0.534829042,-0.66010567,-0.624996776,-0.631333886,680.1272583,48.1272583,48.1272583
-1.497838325,0.460315387,0.261345588,-0.07310563,1039,0,1.488386426,1.368217667,-0.424227925,0.113939762,972.8358765,66.16412354,-66.16412354
1.41352339,0.747402291,1.058086946,-1.6616904,736,0,0.788411406,0.931497331,0.445770428,-0.929443345,749.8392944,13.83929443,13.83929443
-1.012611372,0.460315387,1.399547528,-1.084023211,626,0,0.625403525,0.902382642,1.048076981,-1.227552804,608.5058594,17.49414063,-17.49414063
1.41352339,1.608663003,0.375165782,0.071311168,1360,0,-1.484110234,-1.261809244,0.780385179,-0.035114968,1294.199219,65.80078125,-65.80078125
0.443069485,-0.400945325,-0.080114994,1.082228749,859,0,0.31856516,0.096876245,-0.825765627,-0.482279156,861.1647339,2.164733887,2.164733887
1.41352339,-0.688032229,0.830446558,-0.939606414,853,0,0.567871331,0.436547617,-0.558073826,1.455432328,854.4207764,1.420776367,1.420776367
-0.52738442,-0.400945325,-1.445957322,-0.361939224,650,0,0.203500773,0.048351763,-0.691919726,0.113939762,785.9941406,135.9941406,135.9941406
0.928296438,1.608663003,1.17190714,-1.372856806,951,1,-0.784135214,-0.504827329,1.048076981,-1.227552804,875.0785522,75.92144775,-75.92144775
-1.497838325,0.747402291,1.513367722,1.659895939,600,0,0.203500773,0.56271127,1.382691732,-1.525662263,648.5690918,48.5690918,48.5690918
-1.497838325,-0.688032229,0.0337052,1.226645547,969,0,-0.29511157,-0.330139194,-0.290382025,0.113939762,945.5427856,23.45721436,-23.45721436
-1.012611372,0.460315387,-0.649215964,0.215727965,1091,0,1.728103899,1.057660984,-1.896532831,-0.482279156,1037.659058,53.34094238,-53.34094238
0.443069485,1.034489195,1.627187916,-0.07310563,776,0,0.030904193,-0.068106993,-0.491150876,1.306377598,779.6569824,3.656982422,3.656982422
-1.012611372,-0.400945325,0.716626364,-1.084023211,590,0,0.165145978,0.504481892,1.315768782,0.85921341,647.0148315,57.01483154,57.01483154
0.443069485,1.608663003,0.944266752,0.50456156,919,0,-0.918376998,-1.116235799,-0.892688577,-0.780388615,970.8392944,51.83929443,51.83929443
1.41352339,1.034489195,-0.649215964,-1.372856806,728,0,0.002138096,0.24244969,0.84730813,-1.078498074,714.3377075,13.66229248,-13.66229248
-0.042157467,0.747402291,-0.080114994,1.371062344,683,0,0.510339138,0.650055337,0.445770428,-1.227552804,744.7992554,61.79925537,61.79925537
0.443069485,0.460315387,-0.307755382,0.937811952,959,0,1.334967244,1.154709947,-0.624996776,-0.482279156,983.6593628,24.65936279,24.65936279
-1.012611372,1.034489195,-0.193935188,-0.506356022,854,0,0.913064492,1.154709947,0.91423108,0.113939762,766.3347778,87.66522217,-87.66522217
1.41352339,-0.400945325,-0.307755382,1.515479141,831,0,0.011726795,0.184220312,0.579616329,-1.376607533,833.7297363,2.729736328,2.729736328
-0.042157467,-1.549292941,0.60280617,-0.361939224,1104,0,-1.08138488,-1.387972896,-1.294226279,-0.929443345,981.3410034,122.6589966,-122.6589966
-0.042157467,1.034489195,-0.193935188,1.371062344,694,0,0.711701815,0.572416166,-0.558073826,0.561103951,736.8457642,42.84576416,42.84576416
0.443069485,-0.113858421,0.944266752,-0.361939224,848,0,0.884298395,0.902382642,-0.022690224,0.412049221,845.1168823,2.883117676,-2.883117676
-0.52738442,0.747402291,0.830446558,-0.217522427,860,0,1.373322039,1.242054014,-0.424227925,-0.929443345,841.6488037,18.35119629,-18.35119629
0.928296438,1.034489195,-0.193935188,1.659895939,710,0,0.424040848,0.630645544,0.713462229,-0.780388615,767.3994751,57.3994751,57.3994751
-0.52738442,-1.262206037,0.488985976,1.515479141,1359,0,-2.030666071,-2.018791159,-0.223459074,1.604487057,1216.909058,142.0909424,-142.0909424
-0.52738442,-0.113858421,0.261345588,-0.07310563,1017,0,0.93224189,1.125595258,0.646539279,-0.482279156,943.4890747,73.51092529,-73.51092529
1.898750343,-1.262206037,-1.445957322,-1.228440008,846,0,-0.410175957,-0.136041267,0.98115403,1.008268139,879.5527954,33.55279541,33.55279541
-0.042157467,1.608663003,0.944266752,-0.07310563,897,0,-0.275934172,-0.233090231,0.044232727,0.85921341,909.0056763,12.00567627,12.00567627
-0.52738442,0.460315387,-1.332137128,-1.084023211,673,0,0.750056611,0.824743471,0.245001577,-0.780388615,613.2507324,59.74926758,-59.74926758
1.41352339,-0.975119133,-0.193935188,0.648978357,1109,0,0.098025085,0.223039898,0.378847478,1.306377598,1094.457642,14.5423584,-14.5423584
-1.497838325,-0.400945325,0.830446558,-1.228440008,814,0,0.193912074,0.553006373,1.382691732,0.412049221,626.3257446,187.6742554,-187.6742554
1.41352339,-0.975119133,0.830446558,0.648978357,1031,0,-0.649893429,-0.834793805,-0.892688577,1.306377598,1093.581177,62.58117676,62.58117676
-1.497838325,1.034489195,0.830446558,-1.6616904,631,0,-0.237579376,-0.291319609,-0.357304975,-0.482279156,584.3491211,46.65087891,-46.65087891
1.41352339,1.608663003,0.830446558,0.215727965,1075,0,-0.084160194,0.009532178,0.245001577,1.157322869,1085.938232,10.93823242,10.93823242
-0.042157467,-1.262206037,0.375165782,1.082228749,1112,0,-0.218401979,-0.126336371,0.245001577,1.753541787,1041.865967,70.1340332,-70.1340332
-0.52738442,-0.975119133,-1.218316934,-0.217522427,1070,0,-1.915601684,-1.970266677,-0.491150876,-1.227552804,1110.113892,40.1138916,40.1138916
-0.52738442,-0.975119133,0.0337052,1.371062344,927,0,-0.343055064,0.009532178,1.382691732,-0.333224427,904.2277222,22.77227783,-22.77227783
0.443069485,1.608663003,1.74100811,1.659895939,1208,0,-2.500512317,-2.329347842,0.512693378,-1.823771722,1159.511963,48.48803711,-48.48803711
1.41352339,-0.688032229,0.375165782,-0.361939224,957,1,-0.362232462,-0.058402097,1.114999931,0.71015868,951.7110596,5.28894043,-5.28894043
-1.497838325,1.608663003,1.285727334,-0.07310563,1022,1,-1.08138488,-0.990072146,0.178078627,-1.376607533,1136.324951,114.3249512,114.3249512
1.41352339,-0.113858421,-1.218316934,-1.372856806,726,0,0.098025085,0.45595741,1.382691732,-1.227552804,732.8800659,6.880065918,6.880065918
-0.042157467,1.321576099,1.399547528,-0.361939224,993,0,-0.247168075,-0.087516786,0.512693378,0.71015868,912.1933594,80.80664063,-80.80664063
0.928296438,0.747402291,0.261345588,0.937811952,1235,0,0.817177503,0.912087538,0.311924528,-1.376607533,1030.137817,204.8621826,-204.8621826
1.41352339,-0.400945325,-0.990676546,0.937811952,996,0,0.078847687,-0.417483262,-1.69576398,0.262994491,973.9542236,22.04577637,-22.04577637
-0.52738442,1.608663003,1.74100811,-0.650772819,918,1,-0.736191719,-0.621286085,0.311924528,-1.227552804,928.4917603,10.49176025,10.49176025
-0.52738442,0.747402291,0.830446558,0.793395154,973,0,1.296612448,1.038251191,-0.825765627,-1.078498074,938.7124634,34.28753662,-34.28753662
-0.52738442,1.321576099,-1.445957322,0.215727965,760,0,0.817177503,0.717989611,-0.357304975,-1.227552804,865.2134399,105.2134399,105.2134399
-1.497838325,1.034489195,-1.445957322,0.071311168,960,0,1.325378545,0.514186788,-2.231147582,-0.780388615,850.4307251,109.5692749,-109.5692749
-0.042157467,0.747402291,-0.307755382,-1.517273603,585,0,1.239080255,1.261463807,0.044232727,-0.184169697,604.0471802,19.04718018,19.04718018
0.928296438,-1.262206037,-0.421575576,-0.939606414,989,0,-1.273158858,-1.281219037,-0.223459074,1.157322869,1027.605957,38.60595703,38.60595703
