Instance,Toronto,,Scored Labels,,Instance,MAE,MAPE
,5884,,5443.016602,,226,0.074946193,
,6947,,6675.827148,,227,0.039034526,
,7199,,7048.702148,,228,0.020877601,
,5878,,6966.162109,,229,0.185124551,
,6331,,6072.657715,,230,0.040805921,
,6221,,6826.631836,,231,0.097352811,
,4199,,4375.233887,,232,0.041970442,
,7315,,6556.418457,,233,0.103702193,
,4723,,4565.431641,,234,0.033361922,
,8657,,8863.113281,,235,0.023808858,
,5308,,5143.425781,,236,0.031004939,
,6899,,7100.027344,,237,0.029138621,
,6635,,6647.064453,,238,0.001818305,
,5697,,5352.0625,,239,0.060547218,
,4856,,5934.706055,,240,0.222138809,
,6841,,6405.189453,,241,0.063705679,
,5228,,5870.349609,,242,0.122867179,
,6475,,6159.078613,,243,0.048790948,
,5910,,5766.949219,,244,0.02420487,
,6201,,5917.585449,,245,0.045704653,
,7148,,7169.905273,,246,0.003064532,
,6468,,6350.155273,,247,0.018219655,
,4797,,4622.742188,,248,0.036326415,
,6938,,6418.38623,,249,0.074893884,
,4813,,4678.047852,,250,0.028039092,
,8664,,8529.030273,,251,0.015578223,
,5385,,5224.03125,,252,0.029892061,
,6270,,6256.510254,,253,0.002151475,
,5150,,5799.26416,,254,0.126070711,
,7047,,6779.210449,,255,0.038000504,
,5952,,6493.8125,,256,0.091030326,
,5541,,5198.711914,,257,0.061773703,
,6479,,6387.276367,,258,0.014157066,
,6157,,5881.870605,,259,0.044685625,
,6667,,6323.999023,,260,0.051447574,
,5727,,5583.428711,,261,0.025069197,
,5587,,4978.729492,,262,0.108872473,
,6224,,5813.487305,,263,0.06595641,
,5252,,5052.829102,,264,0.037922867,
,4737,,4919.575684,,265,0.038542471,
,5824,,5781.112305,,266,0.007363959,
,5582,,6379.01416,,267,0.142782902,
,5157,,5108.075195,,268,0.009487067,
,5756,,5565.287109,,269,0.033132886,
,4896,,4883.093262,,270,0.00263618,
,6848,,7647.530762,,271,0.116753908,
,5138,,5501.027832,,272,0.070655475,
,4177,,4685.495117,,273,0.121736921,
,4557,,4905.023926,,274,0.076371281,
,7509,,6873.845215,,275,0.084585802,
,5553,,6114.103027,,276,0.101045026,
,5336,,5715.053223,,277,0.071036961,
,7039,,6771.286621,,278,0.038032871,
,6407,,6060.634766,,279,0.054060439,
,7022,,7753.83252,,280,0.104219954,
,8704,,8868.788086,,281,0.018932455,
,4616,,4430.352539,,282,0.040218254,
,3922,,4269.022461,,283,0.088480995,
,4919,,5368.389648,,284,0.091357928,
,6066,,5857.57666,,285,0.034359271,
,5583,,6336.468262,,286,0.134957597,
,4765,,5386.319824,,287,0.130392408,
,5338,,6244.980957,,288,0.169910258,
,4945,,5011.976563,,289,0.0135443,
,6039,,6804.475098,,290,0.126755274,
,5235,,5617.940918,,291,0.073150128,
,5120,,5841.385254,,292,0.140895557,
,5777,,5703.074707,,293,0.012796485,
,6426,,6094.909668,,294,0.05152355,
,6801,,6654.384766,,295,0.021557894,
,7795,,7437.3125,,296,0.045886786,
,5365,,5842.943359,,297,0.089085435,
,6990,,6722.561035,,298,0.038260224,
,6360,,6595.008789,,299,0.036951067,
,5747,,5427.822754,,300,0.055538063,
,7481,,7739.629395,,301,0.0345715,
,6959,,6834.752441,,302,0.017854226,
,6459,,5663.913574,,303,0.123097449,
,6739,,6522.541016,,304,0.032120342,
,5153,,5721.948242,,305,0.11041107,
,6204,,6227.105469,,306,0.003724286,
,5558,,6729.974121,,307,0.210862562,
,4976,,4983.939941,,308,0.001595647,
,6915,,6960.656738,,309,0.006602565,
,6313,,6839.473633,,310,0.083395158,
,6872,,6662.989746,,311,0.030414763,
,7040,,6827.083008,,312,0.030243891,
,3912,,4962.496094,,313,0.268531721,
,6748,,6746.40625,,314,0.000236181,
,7091,,7335.104492,,315,0.034424551,
,5421,,6462.656738,,316,0.192152138,
,6867,,8098.023438,,317,0.179266556,
,4189,,4416.118652,,318,0.054217869,
,6711,,6442.443359,,319,0.040017381,
,4959,,5553.453125,,320,0.119873588,
,5986,,5786.568848,,321,0.033316263,
,6525,,6221.759766,,322,0.046473599,
,7881,,7630.21875,,323,0.031820994,
,7020,,6998.878906,,324,0.003008703,
,5484,,5351.791504,,325,0.024108041,
,4771,,4778.972168,,326,0.001670964,
,4979,,4898.095215,,327,0.016249204,
,6588,,5836.493164,,328,0.114072076,
,5002,,4701.607422,,329,0.060054494,
,6190,,5686.912598,,330,0.081274217,
,6176,,5929.807617,,331,0.039862756,
,6419,,7555.870605,,332,0.177110236,
,7357,,6950.636719,,333,0.055234917,
,4485,,4435.377441,,334,0.011064116,
,4879,,5404.252441,,335,0.107655758,
,7876,,7320.756836,,336,0.070498116,
,6994,,7004.972168,,337,0.001568797,
,5878,,6786.085938,,338,0.154488931,
,6404,,6199.269531,,339,0.031969155,
,5184,,4653.92334,,340,0.102252442,
,4558,,4612.137695,,341,0.011877511,
,5152,,5036.562988,,342,0.022406252,
,6118,,5656.563477,,343,0.075422773,
,5405,,5822.899902,,344,0.077317281,
,4409,,4505.121582,,345,0.021801221,
,6780,,6385.477051,,346,0.058189226,
,4721,,4718.372559,,347,0.000556543,
,6412,,6311.33252,,348,0.015699857,
,5515,,5332.790039,,349,0.033038978,
,7303,,7006.811523,,350,0.040557097,
,7659,,7222.670898,,351,0.056969461,
,4944,,5488.200684,,352,0.110072954,
,5518,,5179.716797,,353,0.061305401,
,6780,,6221.895996,,354,0.082316225,
,5213,,5961.032715,,355,0.143493711,
,4584,,5032.276367,,356,0.097791529,
,7509,,7423.098633,,357,0.011439788,
,6157,,6151.855957,,358,0.000835479,
,5620,,5931.500488,,359,0.055427133,
,5542,,5925.746094,,360,0.06924325,
,5109,,5330.700684,,361,0.043394144,
,4222,,4674.87793,,362,0.107266208,
,4346,,4612.429199,,363,0.061304464,
,5906,,6463.537598,,364,0.094401896,
,4544,,4354.051758,,365,0.04180199,
,5296,,5346.010742,,366,0.009443116,
,4662,,4478.880859,,367,0.039279095,
,5861,,6525.271484,,368,0.113337568,
,4561,,4539.89209,,369,0.004627913,
,5389,,4985.307617,,370,0.074910444,
,7222,,6961.280273,,371,0.036100765,
,6132,,5813.491699,,372,0.051941993,
,7099,,7050.666992,,373,0.006808425,
,5782,,5574.86377,,374,0.035824322,
,6081,,6434.635742,,375,0.058154209,
,4622,,4603.252441,,376,0.004056157,
,6119,,5842.122559,,377,0.045248806,
,5459,,6184.964844,,378,0.13298495,
,6673,,6273.919922,,379,0.059805197,
,4543,,4487.615723,,380,0.012191124,
,5748,,5483.256348,,381,0.046058395,
,5505,,6536.080078,,382,0.187298833,
,6758,,7254.788086,,383,0.073511111,
,7546,,7568.641602,,384,0.003000477,
,4857,,5212.280762,,385,0.073148191,
,5698,,6322.773926,,386,0.109647934,
,6502,,6282.071289,,387,0.033824779,
,4302,,4528.842773,,388,0.052729608,
,5823,,5719.696777,,389,0.01774055,
,3987,,4423.943848,,390,0.109592136,
,5779,,5452.408691,,391,0.056513464,
,6762,,6979.512695,,392,0.032166917,
,6486,,5980.421875,,393,0.07794914,
,4771,,4869.568359,,394,0.020659895,
,4346,,4600.339355,,395,0.058522631,
,4434,,4248.871582,,396,0.041752011,
,5000,,5306.645996,,397,0.061329199,
,6322,,6011.38916,,398,0.049131737,
,4037,,4180.996582,,399,0.035669205,
,6575,,6191.447754,,400,0.058334942,
,6584,,5952.365723,,401,0.095934732,
,5061,,5221.28418,,402,0.031670456,
,5746,,5637.897949,,403,0.018813444,
,6995,,6717.697754,,404,0.039642923,
,4637,,4731.069336,,405,0.02028668,
,4517,,4654.141602,,406,0.030361214,
,6561,,6473.237793,,407,0.013376346,
,5833,,5881.837402,,408,0.008372605,
,5817,,5531.189453,,409,0.049133668,
,5046,,4873.84375,,410,0.03411737,
,6902,,6481.44043,,411,0.060933001,
,4568,,4556.08252,,412,0.002608906,
,6289,,5907.272461,,413,0.060697653,
,7787,,7453.578125,,414,0.042817757,
,5110,,5245.645996,,415,0.026545205,
,4128,,4486.48584,,416,0.0868425,
,5251,,5985.676758,,417,0.13991178,
,5589,,6203.345703,,418,0.109920505,
,5293,,5251.070313,,419,0.007921724,
,5753,,5686.712891,,420,0.011522181,
,5561,,5514.260254,,421,0.008404917,
,7252,,7556.617676,,422,0.042004644,
,5401,,5469.782715,,423,0.012735181,
,7677,,7270.748535,,424,0.052917997,
,5486,,5444.521973,,425,0.007560705,
,4004,,4329.673828,,426,0.08133712,
,4279,,4304.462402,,427,0.00595055,
,6178,,6124.568359,,428,0.008648695,
,4252,,4172.904785,,429,0.018601885,
,6128,,5787.333984,,430,0.055591713,
,6675,,7523.453125,,431,0.127109082,
,5138,,5947.735352,,432,0.157597383,
,4854,,4924.154297,,433,0.014452884,
,4173,,4142.308105,,434,0.007354875,
,7732,,7578.076172,,435,0.019907376,
,4580,,4303.97998,,436,0.06026638,
,4226,,4351.964844,,437,0.029807109,
,7115,,7255.47998,,438,0.0197442,
,5429,,5625.745117,,439,0.036239661,
,5012,,5568.473145,,440,0.111028161,
,4875,,4687.771973,,441,0.038405749,
,6268,,5933.27002,,442,0.053402996,
,5853,,6791.470703,,443,0.160340117,
,7309,,6958.327148,,444,0.047978226,
,6399,,6117.882813,,445,0.043931425,
,6456,,6275.567383,,446,0.027948051,
,6242,,6906.067871,,447,0.106387035,
,4766,,4537.653809,,448,0.047911496,
,6970,,6461.064941,,449,0.073017942,
,4594,,5658.461914,,450,0.23170699,
,4534,,4601.656738,,451,0.014922086,
,6745,,6299.691895,,452,0.066020475,
,7309,,6990.826172,,453,0.043531787,
,6470,,6329.411133,,454,0.021729346,
,6385,,6251.128906,,455,0.020966499,
,6474,,6206.193359,,456,0.041366488,
,6903,,6837.92041,,457,0.009427726,
,6082,,5774.842773,,458,0.050502668,
,5295,,5672.390137,,459,0.071272925,
,6614,,6126.837891,,460,0.0736562,
,4372,,4317.723145,,461,0.012414651,
,4363,,4770.589355,,462,0.093419518,
,8137,,8024.72168,,463,0.013798491,
,5556,,5451.157715,,464,0.018870102,
,4934,,4695.130859,,465,0.048412878,
,6078,,5783.206543,,466,0.04850172,
,6501,,5940.163086,,467,0.08626933,
,7374,,7048.133301,,468,0.044191307,
,5787,,5647.34082,,469,0.024133261,
,6684,,6372.632813,,470,0.04658396,
,6189,,5594.53418,,471,0.096051999,
,4931,,4723.893555,,472,0.042000902,
,5648,,5580.924316,,473,0.011876006,
,6259,,6374.82373,,474,0.018505149,
,4666,,4348.203125,,475,0.06810906,
,6080,,5869.191406,,476,0.034672466,
,6730,,6641.692383,,477,0.013121488,
,6637,,6846.676758,,478,0.031592099,
,5616,,5531.543945,,479,0.015038471,
,4440,,4543.66748,,480,0.023348532,
,5321,,5717.744629,,481,0.074562043,
,6253,,6039.603516,,482,0.034127057,
,6403,,6217.241699,,483,0.029011136,
,6573,,6457.875,,484,0.017514833,
,6040,,5906.542969,,485,0.022095535,
,5625,,6480.855469,,486,0.152152083,
,5082,,5044.088867,,487,0.007459884,
,4522,,4737.317871,,488,0.047615628,
,6304,,6405.177734,,489,0.016049768,
,5744,,5802.85791,,490,0.010246851,
,7276,,6714.76709,,491,0.077134814,
,6455,,6805.012207,,492,0.054223425,
,5913,,5971.15625,,493,0.00983532,
,6775,,7373.29248,,494,0.088308853,
,5313,,5401.025391,,495,0.016567926,
,5376,,5706.587891,,496,0.061493283,
,6055,,5803.851563,,497,0.041477859,
,4915,,5092.369141,,498,0.036087312,
,5963,,6094.575195,,499,0.022065268,
,4247,,4195.119141,,500,0.012215884,
,7321,,7090.976074,,501,0.031419741,
,4882,,4530.939453,,502,0.071909166,
,7174,,7007.605957,,503,0.02319404,
,5324,,5822.258301,,504,0.093587209,
,4774,,4757.472168,,505,0.003462051,
,4723,,4706.637207,,506,0.003464491,
,5822,,6313.051758,,507,0.08434417,
,6310,,6641.118652,,508,0.052475222,
,6568,,6407.568848,,509,0.02442618,
,7274,,6916.386719,,510,0.049163223,
,4875,,5724.584473,,511,0.174273738,
,4220,,4210.199707,,512,0.002322344,
,4943,,5258.227539,,513,0.063772514,
,4181,,4038.800293,,514,0.034010932,
,6018,,6180.69873,,515,0.027035349,
,4715,,4875.086426,,516,0.033952582,
,4381,,4664.796875,,517,0.064779017,
,9692,,9033.860352,,518,0.067905453,
,6297,,6099.103516,,519,0.031427106,
,4859,,4878.450195,,520,0.004002921,
,6751,,6473.759277,,521,0.041066616,
,5361,,5863.103516,,522,0.093658555,
,6799,,6594.432617,,523,0.030087863,
,4482,,5081.48584,,524,0.133754092,
,3799,,4098.387695,,525,0.078806974,
,4961,,4638.798828,,526,0.06494682,
,9017,,7953.701172,,527,0.117921573,
,4360,,4621.856445,,528,0.060058818,
,6386,,6311.441406,,529,0.01167532,
,5242,,5183.975586,,530,0.011069137,
,4442,,4557.379395,,531,0.02597465,
,4620,,4632.430176,,532,0.002690514,
,4846,,4756.575684,,533,0.018453223,
,5204,,5747.36084,,534,0.104412152,
,5646,,5580.415527,,535,0.011616095,
,3965,,4068.144043,,536,0.02601363,
,6181,,6080.725586,,537,0.016223008,
,4557,,4735.119629,,538,0.039087037,
,4591,,4704.814453,,539,0.024790776,
,4206,,4242.609375,,540,0.008704083,
,5050,,4902.059082,,541,0.029295231,
,5796,,5713.974121,,542,0.014152153,
,7196,,7117.81543,,543,0.010865004,
,6615,,6409.67627,,544,0.031039113,
,5846,,5494.177734,,545,0.060181708,
,6428,,5877.256348,,546,0.085678851,
,5492,,5179.251953,,547,0.056946112,
,6415,,6254.122559,,548,0.025078323,
,5595,,6207.650391,,549,0.109499623,
,5843,,5868.852051,,550,0.004424448,
,6193,,6213.393066,,551,0.003292922,
,4423,,4741.01416,,552,0.071900104,
,5466,,5828.514648,,553,0.066321743,
,6117,,5957.510742,,554,0.026073117,
,4210,,4253.302734,,555,0.010285685,
,6854,,6500.140137,,556,0.051628226,
,7525,,7294.480469,,557,0.030633825,
,6180,,5828.366699,,558,0.056898592,
,4395,,4617.45752,,559,0.050616045,
,4902,,5087.912598,,560,0.037925867,
,4949,,5037.192871,,561,0.017820342,
,7246,,6904.628906,,562,0.047111661,
,4345,,4308.71582,,563,0.008350789,
,6159,,5701.222168,,564,0.074326649,
,5468,,5723.069824,,565,0.046647737,
,6401,,6115.336914,,566,0.044627884,
,4619,,4741.783203,,567,0.026582205,
,4138,,4118.23877,,568,0.004775551,
,6621,,7782.149414,,569,0.175373722,
,6552,,6082.337891,,570,0.071682251,
,4511,,4635.565918,,571,0.027613815,
,6636,,6417.839844,,572,0.03287525,
,5492,,5964.876465,,573,0.086102779,
,6325,,6236.219727,,574,0.014036407,
,4781,,4670.865234,,575,0.023035927,
,4646,,5362.806641,,576,0.154284684,
,5122,,5718.125488,,577,0.116385296,
,4503,,4380.250977,,578,0.027259388,
,5496,,5560.245117,,579,0.011689432,
,5418,,5459.320801,,580,0.007626578,
,6903,,7013.786133,,581,0.016048983,
,5647,,6083.904785,,582,0.077369362,
,4538,,4333.876953,,583,0.044980839,
,4433,,4551.199219,,584,0.026663483,
,4248,,5313.494629,,585,0.250822653,
,4959,,4911.708008,,586,0.009536599,
,6269,,6693.197266,,587,0.067665858,
,5700,,6283.883789,,588,0.102435752,
,6335,,5936.575195,,589,0.062892629,
,6883,,6556.47998,,590,0.04743862,
,4323,,4227.220703,,591,0.022155748,
,4602,,4621.092285,,592,0.004148693,
,3887,,4185.416504,,593,0.076772962,
,5513,,5311.704102,,594,0.036512951,
,4342,,4323.352539,,595,0.004294671,
,6229,,5743.492676,,596,0.077943061,
,5045,,5401.177246,,597,0.070600049,
,5815,,5647.914063,,598,0.028733609,
,7682,,7309.325195,,599,0.048512732,
,4220,,4223.158691,,600,0.000748505,
,5208,,5911.343262,,601,0.135050549,
,4366,,4564.226074,,602,0.045402216,
,5463,,6133.677246,,603,0.122767206,
,6227,,5896.665039,,604,0.053048813,
,5192,,4936.186523,,605,0.0492707,
,4351,,4191.943848,,606,0.036556229,
,6017,,5845.892578,,607,0.028437331,
,4281,,4149.758789,,608,0.030656672,
,5719,,5738.774414,,609,0.00345767,
,6321,,6103.073242,,610,0.034476627,
,6990,,7232.083984,,611,0.034632902,
,4981,,5234.282227,,612,0.050849674,
,7349,,6688.01416,,613,0.089942283,
,7044,,6771.979492,,614,0.038617335,
,4446,,4528.817871,,615,0.018627501,
,4449,,4220.692871,,616,0.051316505,
,5810,,5668.774414,,617,0.02430733,
,5878,,5557.239258,,618,0.054569708,
,4644,,4972.250488,,619,0.070682706,
,5461,,5426.653809,,620,0.006289359,
,4358,,4090.466309,,621,0.061389099,
,5940,,6298.140625,,622,0.060293035,
,7472,,7230.430664,,623,0.032329943,
,5042,,4643.616699,,624,0.079012951,
,4695,,4608.597656,,625,0.018403055,
,5920,,5581.942383,,626,0.057104327,
,4842,,4855.159668,,627,0.002717817,
,7809,,7651.504883,,628,0.02016841,
,6537,,6336.34375,,629,0.030695464,
,4687,,5090.536133,,630,0.086096892,
,6576,,6391.945801,,631,0.027988777,
,4872,,4778.27002,,632,0.019238502,
,6043,,5803.952148,,633,0.039557811,
,7297,,7002.426758,,634,0.040369089,
,5534,,5349.335449,,635,0.033369091,
,6063,,5909.385742,,636,0.025336345,
,4870,,4925.836914,,637,0.011465485,
,4423,,4627.740234,,638,0.046289902,
,4909,,4907.745117,,639,0.000255629,
,6530,,6201.696289,,640,0.050276219,
,5295,,5929.734863,,641,0.119874384,
,4872,,4567.022949,,642,0.062597917,
,4884,,4822.048828,,643,0.012684515,
,6259,,6423.289551,,644,0.02624853,
,6543,,6048.344238,,645,0.075600758,
,6131,,5867.626465,,646,0.04295768,
,6936,,6864.567383,,647,0.01029882,
,6495,,6240.175293,,648,0.039233981,
,6401,,6420.938477,,649,0.0031149,
,4567,,4687.039551,,650,0.026284114,
,6657,,6473.491211,,651,0.027566289,
,5633,,5545.539551,,652,0.015526442,
