Instance,Toronto,,Scored Labels,,Instance,MAE,MAPE
,5966,,5248.865723,,8421,0.120203533,
,5134,,5641.557129,,8422,0.098861926,
,4927,,4850.84082,,8423,0.015457516,
,5981,,5772.958008,,8424,0.034783814,
,6476,,5929.415527,,8425,0.084401555,
,5963,,5277.006348,,8426,0.115041699,
,5571,,6831.629395,,8427,0.226284221,
,4848,,5738.919922,,8428,0.183770611,
,6458,,6278.480957,,8429,0.027797932,
,5211,,5494.968262,,8430,0.054494005,
,4303,,4415.393066,,8431,0.026119699,
,4541,,4224.881836,,8432,0.069614218,
,6350,,5987.705078,,8433,0.057054318,
,6503,,6339.675293,,8434,0.025115286,
,7125,,6885.736816,,8435,0.033580798,
,4473,,4465.10791,,8436,0.001764384,
,6528,,5986.00293,,8437,0.083026512,
,4948,,4881.068359,,8438,0.013527009,
,5984,,5851.660645,,8439,0.022115534,
,6219,,6028.24707,,8440,0.030672605,
,6162,,5829.97998,,8441,0.05388186,
,6418,,6728.526367,,8442,0.048383666,
,5258,,5489.052734,,8443,0.043943084,
,4966,,4721.717285,,8444,0.049191042,
,6256,,6414.243652,,8445,0.025294701,
,4722,,4575.297852,,8446,0.031067799,
,5232,,6177.906738,,8447,0.180792572,
,4552,,5424.68457,,8448,0.191714537,
,5317,,5286.115234,,8449,0.005808683,
,6094,,5614.413574,,8450,0.078698134,
,6780,,6728.373047,,8451,0.007614595,
,5450,,6400.916992,,8452,0.174480182,
,6956,,6643.492188,,8453,0.044926368,
,6120,,5864.67627,,8454,0.041719564,
,6129,,6763.972168,,8455,0.103601267,
,4754,,4750.328613,,8456,0.000772273,
,6788,,6399.205566,,8457,0.057276729,
,6487,,7060.490234,,8458,0.088406079,
,5412,,5407.323242,,8459,0.000864146,
,4528,,4400.208496,,8460,0.028222505,
,7756,,7183.391113,,8461,0.073827861,
,5394,,6246.90332,,8462,0.158120749,
,5009,,5038.28418,,8463,0.005846313,
,6922,,6706.102051,,8464,0.031190111,
,4034,,3989.773682,,8465,0.010963391,
,4966,,5094.847656,,8466,0.025945964,
,4919,,5837.888184,,8467,0.186803859,
,4663,,5760.873047,,8468,0.235443501,
,6987,,6753.279297,,8469,0.033450795,
,7322,,7517.972168,,8470,0.026764841,
,6262,,5999.374023,,8471,0.041939632,
,6919,,6644.847168,,8472,0.039623187,
,5590,,5624.11084,,8473,0.006102118,
,5884,,5775.112793,,8474,0.018505644,
,5192,,5176.425293,,8475,0.002999751,
,5551,,5305.105469,,8476,0.044297339,
,4091,,4154.133301,,8477,0.015432242,
,6217,,5895.66748,,8478,0.051686106,
,4538,,4357.555664,,8479,0.039762965,
,3855,,4104.773926,,8480,0.064792199,
,5377,,5378.794434,,8481,0.000333724,
,5294,,5188.895508,,8482,0.019853512,
,5934,,6456.24707,,8483,0.08800928,
,4548,,4590.217773,,8484,0.009282712,
,4488,,4267.110352,,8485,0.049217836,
,5575,,6104.952637,,8486,0.095058769,
,5849,,6436.224121,,8487,0.100397354,
,6236,,6035.851074,,8488,0.032095723,
,7206,,8012.26123,,8489,0.111887487,
,6698,,6503.53418,,8490,0.029033416,
,6059,,5557.483398,,8491,0.082772174,
,6901,,6649.044434,,8492,0.036510008,
,7104,,6959.314941,,8493,0.020366703,
,4391,,4993.540039,,8494,0.137221599,
,4133,,4410.854492,,8495,0.067228283,
,4646,,4463.312012,,8496,0.039321564,
,6277,,6305.753418,,8497,0.004580758,
,6590,,6305.669922,,8498,0.043145687,
,6021,,5788.223633,,8499,0.038660749,
,5754,,5552.136719,,8500,0.035082253,
,6471,,6108.443359,,8501,0.056027915,
,5666,,5459.911621,,8502,0.036372817,
,6912,,6592.680664,,8503,0.046197821,
,5349,,6026.529785,,8504,0.126664757,
,7107,,6976.333984,,8505,0.018385538,
,7570,,7249.750488,,8506,0.042305087,
,7087,,6627.382813,,8507,0.064853561,
,4708,,4853.23291,,8508,0.030848112,
,5301,,6071.329102,,8509,0.145317695,
,3996,,4223.808105,,8510,0.057009035,
,4268,,4274.579102,,8511,0.001541495,
,5083,,4602.548828,,8512,0.094521183,
,5110,,5980.882813,,8513,0.170427165,
,5175,,5507.233887,,8514,0.064199785,
,6421,,5913.165527,,8515,0.079089624,
,5482,,6254.76123,,8516,0.140963377,
,4912,,4605.171387,,8517,0.062465109,
,4361,,4594.746094,,8518,0.053599196,
,6346,,6159.676758,,8519,0.029360738,
,4895,,4763.414063,,8520,0.026881703,
,4664,,4628.579102,,8521,0.007594532,
,6211,,5806.834473,,8522,0.065072537,
,4759,,4696.743652,,8523,0.013081813,
,4986,,5286.783691,,8524,0.06032565,
,5706,,5727.015625,,8525,0.003683075,
,4296,,4423.831543,,8526,0.029755946,
,5714,,5502.146973,,8527,0.037076134,
,4256,,4288.553711,,8528,0.007648898,
,5856,,5853.649414,,8529,0.000401398,
,7879,,7425.132813,,8530,0.057604669,
,6566,,6572.788086,,8531,0.001033824,
,6172,,5979.526855,,8532,0.031184891,
,6554,,6219.317871,,8533,0.051065323,
,4590,,4982.584473,,8534,0.085530386,
,6748,,6281.525391,,8535,0.069127832,
,8424,,8245.892578,,8536,0.021142856,
,6573,,6186.938477,,8537,0.058734448,
,5821,,5837.759766,,8538,0.00287919,
,5131,,4884.520996,,8539,0.048037225,
,5599,,5983.334961,,8540,0.068643501,
,4855,,5683.913574,,8541,0.170734001,
,4352,,4245.73877,,8542,0.024416643,
,6076,,5736.230469,,8543,0.055919936,
,5731,,5572.071289,,8544,0.02773141,
,6358,,6899.05127,,8545,0.085097715,
,743,,6940.181152,,8546,8.340755252,
,5064,,5127.529785,,8547,0.012545376,
,5376,,5341.070313,,8548,0.006497338,
,6217,,6080.157715,,8549,0.022010984,
,5980,,6022.621582,,8550,0.007127355,
,5188,,4971.698242,,8551,0.041692706,
,4191,,4118.015137,,8552,0.017414666,
,4953,,5062.845215,,8553,0.022177512,
,6605,,6332.793457,,8554,0.041212194,
,5655,,5369.229492,,8555,0.05053413,
,5276,,5226.320313,,8556,0.009416165,
,8216,,8142.052734,,8557,0.009000397,
,4962,,5298.636719,,8558,0.06784295,
,5175,,4992.818848,,8559,0.035204087,
,6595,,6256.197754,,8560,0.051372592,
,4533,,5160.48877,,8561,0.138426819,
,4586,,4637.356445,,8562,0.011198527,
,5872,,6183.159668,,8563,0.052990407,
,4783,,5409.67041,,8564,0.131020366,
,5419,,5905.291016,,8565,0.089738146,
,4584,,4624.577637,,8566,0.008852015,
,4092,,4382.858398,,8567,0.071079765,
,6192,,6096.895508,,8568,0.015359253,
,5503,,6233.444336,,8569,0.13273566,
,6371,,5985.334961,,8570,0.060534459,
,4861,,5756.305664,,8571,0.184181375,
,4632,,4756.614746,,8572,0.026903011,
,5342,,5179.543945,,8573,0.030411092,
,6949,,6637.938477,,8574,0.044763495,
,7954,,7320.228516,,8575,0.079679593,
,6736,,6501.452637,,8576,0.034819977,
,5030,,5551.410156,,8577,0.103660071,
,4960,,4941.54248,,8578,0.003721274,
,6031,,5699.588379,,8579,0.054951355,
,5335,,4770.753906,,8580,0.105763092,
,4689,,4459.935547,,8581,0.048851451,
,5208,,5032.469238,,8582,0.033704063,
,6416,,6838.503418,,8583,0.06585153,
,5286,,5951.713379,,8584,0.125938967,
,4573,,4484.281738,,8585,0.019400451,
,4167,,4133.256836,,8586,0.008097712,
,6798,,7551.566895,,8587,0.110851264,
,7271,,6858.21875,,8588,0.056770905,
,6104,,5705.88916,,8589,0.065221304,
,6592,,5631.72168,,8590,0.145673289,
,6190,,6018.162598,,8591,0.027760485,
,5895,,6130.666016,,8592,0.039977272,
,4846,,4759.928711,,8593,0.017761306,
,6068,,5777.959473,,8594,0.047798373,
,4549,,4575.03125,,8595,0.005722412,
,8197,,7783.490723,,8596,0.050446417,
,6600,,6080.341309,,8597,0.078736165,
,5157,,4744.109375,,8598,0.080064112,
,6000,,5809.616699,,8599,0.03173055,
,7490,,7547.344238,,8600,0.007656107,
,5972,,6408.854004,,8601,0.073150369,
,7419,,6963.786621,,8602,0.061357781,
,4413,,4427.272461,,8603,0.003234186,
,5548,,6238.251953,,8604,0.124414555,
,6662,,6609.869141,,8605,0.007825106,
,7106,,7195.396484,,8606,0.012580423,
,7447,,6771.530762,,8607,0.090703537,
,6252,,5810.31543,,8608,0.070646924,
,5151,,6487.833984,,8609,0.25952902,
,6636,,6484.71582,,8610,0.022797495,
,4535,,4457.640625,,8611,0.017058297,
,6100,,6692.125,,8612,0.097069672,
,6373,,5988.983398,,8613,0.060256802,
,5292,,5078.729004,,8614,0.040300642,
,4838,,4669.791992,,8615,0.034768088,
,5264,,4858.658691,,8616,0.077002528,
,6025,,5728.787598,,8617,0.049163884,
,4149,,4139.589355,,8618,0.002268172,
,6049,,5595.483887,,8619,0.074973733,
,5744,,5460.977051,,8620,0.049272798,
,7129,,6806.517578,,8621,0.045235296,
,6529,,6083.504883,,8622,0.068233285,
,6280,,6619.993164,,8623,0.054139039,
,6149,,5958.083496,,8624,0.031048382,
,5658,,5436.095215,,8625,0.039219651,
,6135,,5887.952637,,8626,0.040268519,
,6086,,6844.678711,,8627,0.124659663,
,5251,,5245.536621,,8628,0.001040445,
,6446,,6190.967285,,8629,0.039564492,
,5991,,5766.775391,,8630,0.037426909,
,5323,,5240.45752,,8631,0.015506759,
,6734,,7163.086426,,8632,0.063719398,
,5729,,6444.037109,,8633,0.124810108,
,5681,,6385.04834,,8634,0.123930354,
,6460,,5798.397949,,8635,0.102415178,
,6433,,6182.867676,,8636,0.038882687,
,5735,,6123.770996,,8637,0.067789189,
,6699,,6272.272949,,8638,0.063700112,
,5123,,4911.760742,,8639,0.041233507,
,4261,,4324.519531,,8640,0.014907189,
,4976,,5714.278809,,8641,0.148367928,
,4863,,5511.652344,,8642,0.133385224,
,5093,,4927.45166,,8643,0.032505074,
,4922,,4775.529785,,8644,0.029758272,
,5128,,5325.04541,,8645,0.038425392,
,6157,,5885.04834,,8646,0.044169508,
,6696,,7105.762695,,8647,0.061195146,
,6712,,6583.980469,,8648,0.019073232,
,4617,,4619.602539,,8649,0.000563686,
,6358,,5952.965332,,8650,0.063704729,
,4049,,5136.725586,,8651,0.26864055,
,6916,,6771.040527,,8652,0.020960016,
,5579,,5447.979004,,8653,0.023484674,
,4361,,4291.553223,,8654,0.015924508,
,5454,,5271.724609,,8655,0.033420497,
,5474,,5600.368652,,8656,0.023085249,
,7421,,6677.245117,,8657,0.100223,
,7008,,7363.583496,,8658,0.050739654,
,7564,,6971.192871,,8659,0.078372175,
,4592,,4652.682617,,8660,0.013214856,
,4198,,4295.299316,,8661,0.023177541,
,5070,,5567.099121,,8662,0.098047164,
,4941,,4860.243164,,8663,0.016344229,
,6748,,6698.297852,,8664,0.007365464,
,6466,,7034.751953,,8665,0.087960401,
,6078,,6054.562012,,8666,0.003856201,
,4583,,4619.583008,,8667,0.007982328,
,7732,,7135.835938,,8668,0.077103474,
,5099,,5261.964355,,8669,0.031960062,
,5071,,5111.50293,,8670,0.007987168,
,5023,,6288.552734,,8671,0.25195157,
,5856,,5854.085449,,8672,0.000326938,
,6148,,6000.619629,,8673,0.023972084,
,6404,,6842.173828,,8674,0.068421897,
,5541,,5228.15625,,8675,0.0564598,
,5497,,5367.412598,,8676,0.023574205,
,7115,,6955.168945,,8677,0.022463957,
,4704,,4434.07666,,8678,0.057381662,
,4988,,5644.614746,,8679,0.131638883,
,9495,,8935.936523,,8680,0.058879776,
,6097,,5975.775879,,8681,0.019882585,
,4104,,4480.120117,,8682,0.091647202,
,5321,,6062.121094,,8683,0.139282295,
,6322,,6707.14209,,8684,0.060920925,
,4921,,4948.270508,,8685,0.00554166,
,6061,,6560.146973,,8686,0.082353897,
,6294,,6187.207031,,8687,0.016967424,
,5321,,5072.287598,,8688,0.046741666,
,6514,,6595.024902,,8689,0.012438579,
,6173,,5794.864746,,8690,0.061256318,
,5269,,5937.182129,,8691,0.126813841,
,5126,,5999.047852,,8692,0.170317568,
,5387,,5812.66748,,8693,0.079017539,
,4824,,4763.646484,,8694,0.012511094,
,6934,,6332.437988,,8695,0.08675541,
,7491,,6284.576172,,8696,0.16104977,
,5603,,5016.419434,,8697,0.104690446,
,6132,,6405.060547,,8698,0.044530422,
,4564,,4634.913086,,8699,0.015537486,
,5255,,6010.583008,,8700,0.143783636,
,5654,,5537.100586,,8701,0.020675524,
,4791,,5780.883789,,8702,0.206613189,
,6256,,6038.149414,,8703,0.034822664,
,4775,,4722.814941,,8704,0.010928808,
,5160,,5587.810547,,8705,0.082909021,
,6573,,7143.208496,,8706,0.086750114,
,6700,,6162.717285,,8707,0.08019145,
,7810,,7758.692871,,8708,0.006569415,
,6137,,5908.114746,,8709,0.037295951,
,5237,,5413.467773,,8710,0.033696348,
,5502,,6087.083008,,8711,0.10634006,
,7134,,6853.988281,,8712,0.039250311,
,6874,,6669.793945,,8713,0.02970702,
,5370,,5133.694824,,8714,0.044004688,
,5564,,5762.489746,,8715,0.03567393,
,4829,,4904.253418,,8716,0.015583644,
,4503,,4681.666992,,8717,0.039677324,
,5199,,5658.969238,,8718,0.088472637,
,4160,,4588.345215,,8719,0.1029676,
,4838,,4688.484375,,8720,0.030904428,
,5318,,5694.428711,,8721,0.070783887,
,4446,,4256.523926,,8722,0.042617201,
,3816,,4454.59082,,8723,0.167345603,
,5768,,5708.738281,,8724,0.010274223,
,7348,,7056.424805,,8725,0.039680892,
,5072,,4960.981445,,8726,0.021888516,
,6581,,6570.524414,,8727,0.001591792,
,3991,,3982.811768,,8728,0.002051674,
,4270,,5336.594727,,8729,0.249787992,
,6372,,6332.401855,,8730,0.006214398,
,5176,,5125.639648,,8731,0.009729589,
,6321,,7061.641113,,8732,0.11717151,
,9124,,8855.941406,,8733,0.029379504,
,5288,,6597.229004,,8734,0.24758491,
,4301,,4401.835449,,8735,0.023444652,
,6233,,5764.785156,,8736,0.075118698,
,6338,,6199.000977,,8737,0.021931055,
,6703,,6310.416992,,8738,0.058568254,
,5134,,4761.643066,,8739,0.072527646,
,4480,,4666.728027,,8740,0.041680363,
,6574,,6396.843262,,8741,0.026948089,
,5712,,5229.187988,,8742,0.084525912,
,6475,,5800.775879,,8743,0.104127277,
,4180,,4599.8125,,8744,0.100433612,
,4489,,4431.192383,,8745,0.012877616,
,4225,,4163.01123,,8746,0.014671898,
,6071,,5753.484375,,8747,0.052300383,
,7900,,7360.910645,,8748,0.068239159,
,5778,,5601.874512,,8749,0.030482085,
,4347,,4216.148926,,8750,0.030101466,
,4540,,4689.158203,,8751,0.03285423,
,5472,,5078.320801,,8752,0.071944298,
,5660,,5996.175293,,8753,0.059394928,
,4393,,4338.307129,,8754,0.012450005,
,7202,,7650.773926,,8755,0.062312403,
,6372,,6076.554199,,8756,0.046366259,
,5866,,5702.898926,,8757,0.027804479,
,6323,,5903.110352,,8758,0.066406713,
,6545,,6183.250488,,8759,0.055271125,
,5727,,5345.445313,,8760,0.066623832,
,4928,,4843.451172,,8761,0.017156824,
,6462,,5960.564453,,8762,0.077597578,
,5007,,4673.879395,,8763,0.066530978,
,5858,,6640.263184,,8764,0.133537587,
,4987,,4801.730469,,8765,0.037150498,
,5067,,4536.553223,,8766,0.104686556,
,7014,,6556.778809,,8767,0.065186939,
,6646,,6246.722656,,8768,0.060077843,
,6411,,6024.888672,,8769,0.060226381,
,9216,,9155.485352,,8770,0.00656626,
,5075,,5171.363281,,8771,0.018987839,
,6224,,5746.080566,,8772,0.076786541,
,6577,,7105.59082,,8773,0.080369594,
,6167,,5777.755371,,8774,0.063117339,
,5341,,5362.225098,,8775,0.003973993,
,6567,,6915.342285,,8776,0.053044356,
,4255,,4053.63623,,8777,0.047324035,
,5910,,5413.79834,,8778,0.083959672,
,3756,,4222.521973,,8779,0.124207128,
,5999,,6922.367188,,8780,0.153920185,
,5275,,5289.191895,,8781,0.002690407,
,5398,,5065.806152,,8782,0.061540172,
,4780,,4799.749023,,8783,0.004131595,
,6272,,6083.151367,,8784,0.030109795,
,7383,,7005.075684,,8785,0.051188449,
,5979,,5710.860352,,8786,0.044846906,
,7120,,6756.975586,,8787,0.050986575,
,4201,,4286.221191,,8788,0.02028593,
,4927,,5009.052246,,8789,0.016653592,
,6668,,6273.441895,,8790,0.059171881,
,4202,,4511.01123,,8791,0.073539084,
,6255,,6517.907715,,8792,0.042031609,
,7226,,6666.685547,,8793,0.077403052,
,4700,,4348.749512,,8794,0.074734146,
,5597,,6006.22168,,8795,0.073114468,
,5789,,5565.287109,,8796,0.038644479,
,5380,,5213.976563,,8797,0.030859375,
,4744,,4801.383301,,8798,0.012095974,
,5053,,4936.049316,,8799,0.023144802,
,4296,,4244.263672,,8800,0.012042907,
,5072,,4918.289551,,8801,0.030305688,
,3832,,4140.983398,,8802,0.080632411,
,4599,,5458.291504,,8803,0.186843119,
,7020,,6525.72998,,8804,0.070408835,
,6259,,5888.002441,,8805,0.059274254,
,4524,,5170.995605,,8806,0.14301406,
,5737,,5627.497559,,8807,0.019087056,
,6808,,6554.858398,,8808,0.037182961,
,4575,,4389.672852,,8809,0.040508666,
,7089,,6957.625977,,8810,0.018532095,
,5432,,5384.665039,,8811,0.008714094,
,7041,,6839.293945,,8812,0.028647359,
,6194,,6483.968262,,8813,0.046814379,
,5081,,5589.371582,,8814,0.100053451,
,4800,,4696.179688,,8815,0.021629232,
,7260,,6681.498535,,8816,0.079683397,
,6529,,6046.033691,,8817,0.073972478,
,4769,,4854.168457,,8818,0.017858766,
,6573,,6252.364258,,8819,0.048780731,
,7309,,7259.505859,,8820,0.006771671,
,6808,,6548.938965,,8821,0.038052443,
,6810,,6788.941895,,8822,0.003092233,
,6742,,7131.241699,,8823,0.057733862,
,8572,,7790.095215,,8824,0.091216144,
,4395,,4620.466309,,8825,0.051300639,
,4804,,4755.180664,,8826,0.010162226,
,4283,,4104.033203,,8827,0.041785383,
,5770,,5702.007324,,8828,0.011783826,
,6029,,5511.719727,,8829,0.085798685,
,6425,,5916.249023,,8830,0.079183031,
,5777,,6119.08252,,8831,0.059214561,
,6469,,5992.070801,,8832,0.073725336,
,7640,,7862.358887,,8833,0.029104566,
,6673,,6418.526367,,8834,0.038134817,
,5788,,5656.541992,,8835,0.022712164,
,5913,,5487.062988,,8836,0.072033995,
,6413,,5851.236328,,8837,0.087597641,
,6156,,6257.471191,,8838,0.016483299,
,4686,,4754.104004,,8839,0.014533505,
,4563,,4278.421875,,8840,0.062366453,
,115,,4870.822266,,8841,41.35497622,
,4816,,4570.990234,,8842,0.050874121,
,5354,,5214.980957,,8843,0.025965454,
,6465,,5937.184082,,8844,0.08164206,
,4869,,4844.128418,,8845,0.00510815,
,6246,,6472.979492,,8846,0.036339976,
,6432,,6545.012207,,8847,0.017570306,
,6721,,6347.107422,,8848,0.055630498,
,6874,,7107.321777,,8849,0.03394265,
,5285,,5665.134277,,8850,0.071927016,
,6655,,5992.376953,,8851,0.099567701,
,6029,,5734.963379,,8852,0.04877038,
,5477,,6108.205566,,8853,0.115246589,
,5424,,5838.742188,,8854,0.076464268,
,7089,,6863.52002,,8855,0.031807022,
,6879,,6394.308105,,8856,0.070459645,
,5498,,5501.055664,,8857,0.000555777,
,6702,,6403.626465,,8858,0.044520074,
,5265,,5255.279297,,8859,0.001846287,
,7346,,7226.928711,,8860,0.016208997,
,4407,,4741.589355,,8861,0.07592225,
,5558,,6012.934082,,8862,0.08185212,
,6222,,6623.758301,,8863,0.064570604,
,4706,,4853.20459,,8864,0.031280193,
,4568,,4529.584473,,8865,0.008409704,
,4417,,5468.811035,,8866,0.238127923,
,6892,,6704.408691,,8867,0.027218704,
,6836,,6702.818359,,8868,0.019482393,
,4606,,4642.121094,,8869,0.007842183,
,5456,,6059.525879,,8870,0.110616913,
,3970,,4016.581055,,8871,0.011733263,
,6794,,6682.833984,,8872,0.016362381,
,5899,,5770.685547,,8873,0.021751899,
,6325,,6713.512695,,8874,0.061424932,
,7044,,6963.066406,,8875,0.011489721,
,5872,,5813.12207,,8876,0.010026895,
,6424,,6143.788574,,8877,0.043619462,
,7413,,7233.406738,,8878,0.024226799,
,7658,,7076.230957,,8879,0.075968796,
,6258,,5819.304688,,8880,0.07010152,
,7130,,6999.339844,,8881,0.018325408,
,4426,,4312.808105,,8882,0.02557431,
,5688,,6095.408203,,8883,0.071625915,
,4167,,4259.508789,,8884,0.022200333,
,5821,,6962.699219,,8885,0.196134551,
,7027,,7186.67627,,8886,0.022723249,
,4626,,4821.484375,,8887,0.042257755,
,6816,,6486.251465,,8888,0.0483786,
,6381,,6647.845703,,8889,0.041818791,
,6675,,6785.728516,,8890,0.016588542,
,6862,,6980.418457,,8891,0.017257135,
,5864,,4529.04248,,8892,0.227653056,
,6387,,5827.306152,,8893,0.087630162,
,7725,,6971.054688,,8894,0.097598099,
,6130,,6044.648438,,8895,0.013923583,
,8683,,9061.849609,,8896,0.043631188,
,5352,,5763.855957,,8897,0.076953654,
,5283,,6431.126953,,8898,0.217324807,
,5240,,4743.827637,,8899,0.094689382,
,5688,,5470.3125,,8900,0.038271361,
,8207,,7733.800293,,8901,0.057658061,
,4788,,5554.243164,,8902,0.160034078,
,5795,,7380.448242,,8903,0.273588998,
,6748,,7030.378418,,8904,0.041846239,
,6582,,6282.32959,,8905,0.045528777,
,5296,,5375.172852,,8906,0.014949557,
,4917,,4973.764648,,8907,0.01154457,
,7966,,7735.232422,,8908,0.028969066,
,7673,,7255.831543,,8909,0.054368364,
,4904,,5299.431152,,8910,0.080634411,
,7438,,7648.764648,,8911,0.028336199,
,6332,,6213.861328,,8912,0.018657402,
,4656,,4311.581055,,8913,0.073973141,
,6485,,6063.641602,,8914,0.06497431,
,5717,,5696.208008,,8915,0.003636871,
,6543,,6116.934082,,8916,0.065117823,
,5205,,5359.5,,8917,0.029682997,
,4681,,4834.394043,,8918,0.032769503,
,5571,,5948.231445,,8919,0.067713417,
,4333,,4621.206055,,8920,0.066514206,
,4299,,4190.589355,,8921,0.025217642,
,5094,,5732.133301,,8922,0.125271555,
,6619,,6441.356445,,8923,0.026838428,
,8222,,7337.702148,,8924,0.107552646,
,5659,,5561.132324,,8925,0.017294164,
,6082,,5743.680664,,8926,0.055626329,
,5199,,5195.413086,,8927,0.000689924,
,4528,,4598.113281,,8928,0.015484382,
,8432,,7280.463867,,8929,0.136567378,
,5555,,6365.304199,,8930,0.145869343,
,6240,,5934.944336,,8931,0.048887126,
,8751,,8194.78125,,8932,0.063560593,
,4533,,4320.20752,,8933,0.046942969,
,6092,,5606.675293,,8934,0.079665907,
,6210,,5387.182617,,8935,0.132498773,
,5849,,6401.47168,,8936,0.09445575,
,3921,,4042.128174,,8937,0.030892164,
,6339,,6106.840332,,8938,0.036624021,
,6269,,5741.90625,,8939,0.084079399,
,5187,,6319.046387,,8940,0.218246845,
,6844,,6585.400391,,8941,0.037784864,
,6863,,6507.559082,,8942,0.051790896,
,7047,,6613.164063,,8943,0.06156321,
,5426,,5151.202637,,8944,0.050644556,
,5790,,6416.078613,,8945,0.108131021,
,5625,,5821.737793,,8946,0.034975608,
,4138,,4284.263672,,8947,0.035346465,
,5184,,5594.705566,,8948,0.079225611,
,4727,,4592.167969,,8949,0.028523806,
,5196,,4893.285156,,8950,0.058259208,
,5431,,5754.654785,,8951,0.059593958,
,5633,,5720.337402,,8952,0.015504598,
,4152,,4097.112793,,8953,0.013219462,
,5458,,6590.086426,,8954,0.207417813,
,5140,,5318.880859,,8955,0.034801724,
,8556,,7724.056152,,8956,0.097235139,
,8455,,7426.537598,,8957,0.121639551,
,5716,,5186.399414,,8958,0.092652307,
,4016,,4352.427734,,8959,0.083771846,
,5067,,5478.237793,,8960,0.081160014,
,7560,,7191.187012,,8961,0.048784787,
,6230,,5839.366699,,8962,0.062701974,
,4517,,4377.151367,,8963,0.030960512,
,5651,,6117.335449,,8964,0.082522642,
,5977,,5592.562012,,8965,0.064319556,
,6627,,6451.296875,,8966,0.026513222,
,6470,,6470.578125,,8967,8.93547E-05,
,4241,,4287.347168,,8968,0.010928358,
,4619,,4457.865723,,8969,0.0348851,
,8731,,8607.869141,,8970,0.014102721,
,5401,,5269.428223,,8971,0.024360633,
,6984,,6782.962402,,8972,0.028785452,
,6093,,5781.921387,,8973,0.051055082,
,4942,,5429.474121,,8974,0.098639037,
,4668,,4310.37793,,8975,0.076611412,
,5062,,4759.374023,,8976,0.059783875,
,5965,,5736.943848,,8977,0.038232381,
,6811,,6573.124023,,8978,0.034925265,
,5142,,5749.567871,,8979,0.11815789,
,4438,,4362.999023,,8980,0.016899724,
,5721,,5676.557617,,8981,0.007768289,
,5953,,5772.95752,,8982,0.030243991,
,4597,,4649.01709,,8983,0.011315443,
,4026,,4454.331055,,8984,0.106391221,
,5712,,5691.862305,,8985,0.003525507,
,5843,,6272.376465,,8986,0.073485618,
,7377,,7279.79248,,8987,0.013177107,
,4157,,4021.131104,,8988,0.032684363,
,5511,,5333.838379,,8989,0.03214691,
,5203,,5365.483398,,8990,0.031228791,
,5495,,6189.694336,,8991,0.126422991,
,6481,,6029.204102,,8992,0.069710831,
,5351,,5025.777344,,8993,0.060777921,
,7224,,6601.36377,,8994,0.086189954,
,5969,,6138.884766,,8995,0.028461177,
,6325,,6596.649902,,8996,0.042948601,
,5287,,5910.421387,,8997,0.117915904,
,7863,,6943.671875,,8998,0.11691824,
,5130,,4928.285645,,8999,0.039320537,
,5441,,6280.440918,,9000,0.154280632,
,4725,,5771.727539,,9001,0.221529638,
,3759,,3813.806152,,9002,0.014579982,
,5194,,5691.464355,,9003,0.095776734,
,6367,,5791.052734,,9004,0.090458185,
,4956,,5156.627441,,9005,0.040481727,
,5088,,5580.389648,,9006,0.096774695,
,4825,,4935.021973,,9007,0.022802481,
,6889,,6513.164551,,9008,0.054555879,
,6745,,6806.9375,,9009,0.009182728,
,8487,,8176.018555,,9010,0.036642093,
,6131,,6073.009277,,9011,0.009458608,
,5159,,5718.991699,,9012,0.108546559,
,5069,,4929.332031,,9013,0.027553357,
,6784,,6536.824707,,9014,0.036435037,
,5641,,5197.482422,,9015,0.078623928,
,6045,,6469.964844,,9016,0.070300222,
,5353,,6049.970215,,9017,0.130201796,
,4891,,4704.041504,,9018,0.038225004,
,5903,,7192.256348,,9019,0.218406971,
,4622,,4774.198242,,9020,0.032929087,
,6258,,6046.382813,,9021,0.033815466,
,6344,,5936.395996,,9022,0.064250316,
,5313,,5077.907227,,9023,0.044248593,
,4549,,4596.556641,,9024,0.010454307,
,6109,,6136.705078,,9025,0.004535125,
,4645,,4653.436523,,9026,0.001816259,
,6207,,5944.57373,,9027,0.042279083,
,6033,,5617.787598,,9028,0.068823538,
,5963,,5895.068848,,9029,0.01139211,
,6886,,6675.919434,,9030,0.03050836,
,5415,,6054.733887,,9031,0.118141069,
,5921,,7316.967285,,9032,0.235765459,
,5226,,5298.924316,,9033,0.013954136,
,7806,,7871.141113,,9034,0.008345006,
,8938,,8342.791016,,9035,0.066593084,
,8463,,7825.578125,,9036,0.075318667,
,4214,,4189.723633,,9037,0.005760884,
,4599,,4709.149414,,9038,0.023950731,
,6733,,6514.48877,,9039,0.03245377,
,4286,,4378.420898,,9040,0.021563439,
,6100,,5717.623047,,9041,0.062684746,
,6514,,6147.861816,,9042,0.056207888,
,6520,,6037.981445,,9043,0.073929226,
,7016,,6488.754883,,9044,0.075148962,
,5172,,5101.591797,,9045,0.013613342,
,5269,,5972.40918,,9046,0.13349956,
,7412,,7241.149902,,9047,0.023050472,
,4991,,4967.746582,,9048,0.00465907,
,5576,,6024.821289,,9049,0.080491623,
,6445,,6141.523438,,9050,0.047087131,
,4471,,4584.444824,,9051,0.025373479,
,8022,,8380.925781,,9052,0.04474268,
,6198,,5963.703125,,9053,0.037802013,
,6301,,6199.092285,,9054,0.016173261,
,5861,,5699.312012,,9055,0.027587099,
