Year,Month,Day,Hour,Bruce,Holiday & Weekends,Bruce_Temperature,Bruce_Dew Point,Bruce_Relative Humidity,Bruce_Wind Speed,Scored Labels
1.41352339036792,-0.400945324782313,0.489119857111195,8,110,1,-0.0363552250249099,0.300515966503681,1.31543675872129,0.263335904103099,105.70068359375
0.928296437832229,-0.400945324782313,-1.21819399093791,20,86,0,0.0787204193079543,0.290809816275658,0.713150852476275,0.859645321974663,78.1203765869141
-0.0421574672391567,0.173228483077772,-1.33201491414119,10,70,0,1.28701468480303,1.02847723360543,-0.826024241260975,-0.034818804832683,73.9321365356445
-1.49783832484623,0.460315387007814,0.944403549924291,11,44,0,1.39250069210815,1.10612643542962,-0.892944897510421,-0.482050868236356,50.3005409240723
0.928296437832229,-0.11385842085227,-0.762910298124817,7,60,0,0.366409530140115,0.620818924028452,0.913912821224612,-1.07836028610792,64.132080078125
-0.0421574672391567,-0.11385842085227,-0.876731221328091,21,113,0,0.299282070945944,0.116099112171237,-0.75910358501153,0.263335904103099,86.6221466064453
-1.01261137231054,0.747402290937856,-0.535268451718269,5,47,0,0.375999167167853,0.669349675168568,1.11467478997295,1.15780003091045,48.5881958007813
0.443069485296536,1.60866300272798,-0.193805682108448,5,62,0,-1.79125880110109,-1.68924483024111,0.17778560248071,-0.034818804832683,76.6345520019531
-0.527384419774849,1.32157609879794,-0.193805682108448,12,99,0,-0.391171795051241,-0.31097149786179,0.17778560248071,-1.3765149950437,77.8094940185547
1.41352339036792,-0.688032228712355,0.375298933907921,3,72,1,-0.0747137731358645,0.0966868117151906,0.579309539977384,1.60503209431412,73.3929977416992
0.928296437832229,-1.54929294050248,1.17204539633084,7,69,0,-1.04326711293747,-0.825397459947028,0.713150852476275,-0.183896159300574,73.1639709472656
0.443069485296536,-0.975119132642397,0.944403549924291,13,74,0,-0.256916876662899,0.0578622108030971,1.1815954462224,-0.780205577172138,75.0875473022461
-0.527384419774849,0.747402290937856,-0.421447528514996,12,90,0,0.730815737194185,0.125805262399261,-1.82983408500266,0.41241325857099,79.0358047485352
-0.527384419774849,-0.11385842085227,-0.762910298124817,21,89,0,0.251333885807251,0.572288172888335,1.24851610247184,-0.631128222704247,78.0812683105469
-1.49783832484623,-0.975119132642397,-0.079984758905174,4,53,0,-0.755578002105311,-0.573037554018421,0.579309539977384,1.00872267644255,70.107063293457
-0.527384419774849,-1.54929294050248,-1.55965676054773,1,52,1,-1.05285674996521,-1.2718803704361,-1.02678621000931,1.60503209431412,57.0805053710938
-0.527384419774849,0.460315387007814,-0.649089374921543,1,6,0,1.06645303316504,1.19348178748183,0.445468227478493,-1.07836028610792,48.6206550598145
-0.527384419774849,0.173228483077772,-1.33201491414119,15,108,0,1.38291105508041,0.941121881553222,-1.36138949125654,-0.183896159300574,70.4983062744141
-1.49783832484623,0.747402290937856,-0.079984758905174,15,78,0,0.826712107471572,1.08671413497357,0.980833477474058,-0.183896159300574,65.0519866943359
0.928296437832229,-0.11385842085227,-0.193805682108448,1,73,0,0.865070655582526,1.00906493314939,0.512388883727938,-1.07836028610792,55.2375907897949
-1.49783832484623,-0.975119132642397,-1.33201491414119,15,103,0,-1.18711166835355,-1.33011727180424,-0.75910358501153,-0.482050868236356,89.1401138305664
1.41352339036792,0.747402290937856,-1.44583583734446,4,48,0,1.07604267019278,1.29054328976206,0.713150852476275,-0.631128222704247,42.5826187133789
-1.49783832484623,-0.400945324782313,0.0338361642980999,20,44,0,0.404768078251069,0.0966868117151906,-1.09370686625876,-0.929282931640029,64.6925659179688
-0.527384419774849,1.0344891948679,-0.193805682108448,4,44,0,0.136258241474386,0.0384499103470505,-0.491420960013747,0.263335904103099,51.8158569335938
-1.49783832484623,-1.54929294050248,0.147657087501374,4,59,0,-1.53233860135214,-1.74748173160925,-1.02678621000931,1.75410944878201,60.6976776123047
-0.527384419774849,1.60866300272798,-1.67347768375101,9,137,0,-0.362402883968025,-0.13626079375737,0.780071508725721,0.561490613038881,102.665084838867
1.41352339036792,1.0344891948679,0.147657087501374,15,37,0,0.212975337696296,0.552875872432288,1.31543675872129,0.41241325857099,57.4962882995605
-1.01261137231054,-0.975119132642397,-1.21819399093791,21,163,0,-2.13648573409968,-2.0192539379939,0.244706258730156,-1.22743764057581,153.108810424805
-1.01261137231054,0.173228483077772,-0.762910298124817,23,30,0,0.423947352306547,0.679055825396592,0.913912821224612,-0.929282931640029,48.1474227905273
-0.0421574672391567,0.460315387007814,0.375298933907921,17,99,0,1.87198254349509,1.70790774956707,-0.491420960013747,0.263335904103099,99.3395919799805
-1.49783832484623,1.32157609879794,-0.307626605311722,15,33,0,-0.276096150718377,-0.602156004702491,-1.22754817875765,2.05226415771779,44.8596725463867
-1.01261137231054,0.460315387007814,0.147657087501374,22,67,0,0.481485174472979,0.844060379272989,1.38235741497073,-1.3765149950437,61.8605651855469
0.928296437832229,1.60866300272798,0.0338361642980999,13,142,0,-0.199379054496467,-0.28185304717772,-0.424500303764301,-0.034818804832683,113.874649047852
1.41352339036792,-0.975119132642397,1.51350816594066,2,122,0,-0.391171795051241,-0.25273459649365,0.445468227478493,0.859645321974663,115.014999389648
1.41352339036792,1.60866300272798,1.62732908914393,24,62,1,-0.506247439384105,-0.175085394669463,1.31543675872129,1.60503209431412,62.0550498962402
0.443069485296536,1.0344891948679,0.489119857111195,1,44,0,0.644509003944536,0.378165168327868,-0.959865553759866,-0.034818804832683,38.0384826660156
-0.0421574672391567,0.173228483077772,0.944403549924291,22,113,0,1.53634524752423,1.73702620025114,0.713150852476275,-0.034818804832683,103.566009521484
-0.527384419774849,-1.54929294050248,-0.649089374921543,1,51,0,-1.67618315676822,-1.81542478320541,-0.75910358501153,2.05226415771779,60.0795288085938
-0.0421574672391567,-0.688032228712355,1.28586631953411,14,72,0,-0.208968691524206,-1.05834506541959,-2.56596130374656,0.114258549635208,90.6752319335938
0.443069485296536,-0.400945324782313,0.147657087501374,12,83,0,1.04727375910956,0.999358782921362,-0.223738335015964,0.561490613038881,60.8649635314941
0.443069485296536,-0.975119132642397,1.74115001234721,10,75,0,-0.487068165328628,-0.262440746721673,0.846992164975167,0.263335904103099,68.9462966918945
0.928296437832229,-1.54929294050248,-0.193805682108448,5,85,0,-1.83920698623978,-1.66983252978506,0.579309539977384,-0.332973513768465,85.9774475097656
-0.527384419774849,0.747402290937856,-0.876731221328091,19,51,0,1.45003851427459,1.72732005002311,0.980833477474058,-0.780205577172138,91.122802734375
1.41352339036792,1.32157609879794,0.602940780314469,21,104,0,-0.371992520995764,-0.0780238923892298,1.11467478997295,-1.07836028610792,103.982437133789
-0.0421574672391567,-1.26220603657244,0.147657087501374,6,122,0,-1.01449820185426,-1.10687581655971,-0.558341616263192,0.859645321974663,105.095199584961
-0.527384419774849,-0.11385842085227,-0.535268451718269,24,38,0,0.337640619056899,0.630525074256475,1.11467478997295,-1.3765149950437,64.8490905761719
-0.527384419774849,-0.975119132642397,-1.10437306773464,8,120,0,-1.94469299354491,-1.76689403206529,0.579309539977384,-0.332973513768465,84.6336212158203
-0.0421574672391567,0.747402290937856,0.830582626721017,6,77,0,0.740405374221923,0.853766529501012,0.311626914979601,-0.034818804832683,90.0069961547852
1.89875034290361,-1.54929294050248,1.74115001234721,13,86,0,-0.937781105632346,-0.805985159490981,0.378547571229047,-1.22743764057581,109.684280395508
0.443069485296536,0.747402290937856,0.716761703517743,7,73,0,1.25824577371981,1.5137847450066,0.980833477474058,-0.631128222704247,67.7664260864258
1.41352339036792,1.60866300272798,0.375298933907921,3,124,0,-1.1008049351039,-1.09716966633168,-0.156817678766518,1.00872267644255,111.554077148438
-0.0421574672391567,0.747402290937856,0.0338361642980999,22,122,0,1.04727375910956,0.698468125852638,-1.09370686625876,-0.482050868236356,93.1642150878906
1.41352339036792,-0.975119132642397,-1.21819399093791,12,97,0,-1.76248989001787,-2.21337694255437,-1.89675474125211,-0.929282931640029,97.0880661010742
1.41352339036792,-0.400945324782313,-0.762910298124817,16,110,0,0.634919366916798,-0.640980605614584,-3.23516786624102,0.859645321974663,112.326774597168
-1.01261137231054,-0.400945324782313,-1.55965676054773,14,76,0,-0.0938930471913419,0.154923713083331,0.913912821224612,0.561490613038881,81.9781265258789
-1.01261137231054,1.32157609879794,0.147657087501374,9,63,0,-0.678860905883402,-0.36920839922993,1.24851610247184,-0.183896159300574,63.9297256469727
-1.49783832484623,1.32157609879794,0.147657087501374,7,21,0,0.443126626362024,0.756705027220778,1.1815954462224,1.15780003091045,41.2019386291504
-1.01261137231054,1.0344891948679,-0.421447528514996,23,129,0,0.0307722341692609,0.193748313995424,0.512388883727938,-0.332973513768465,55.2886047363281
0.443069485296536,-0.975119132642397,1.17204539633084,12,65,0,-0.343223609912548,-0.1071423430733,0.846992164975167,1.30687738537834,61.6496772766113
-1.49783832484623,-1.54929294050248,0.489119857111195,2,44,0,-0.554195624522799,-0.28185304717772,1.0477541337235,1.00872267644255,61.2981758117676
-1.49783832484623,1.32157609879794,-1.10437306773464,9,33,0,0.280102796890467,0.601406623572405,1.24851610247184,1.45595473984623,38.7933082580566
-0.527384419774849,-1.26220603657244,-1.21819399093791,19,69,0,-1.58028678649084,-1.77660018229332,-1.02678621000931,-0.034818804832683,77.6734848022461
1.41352339036792,1.32157609879794,1.17204539633084,12,109,0,-0.0363552250249099,0.164629863311354,0.713150852476275,-0.482050868236356,95.1829833984375
0.928296437832229,0.747402290937856,-1.67347768375101,1,90,0,0.519843722583934,0.824648078816942,1.11467478997295,-1.07836028610792,64.218635559082
0.928296437832229,-0.975119132642397,1.39968724273739,1,59,0,-0.506247439384105,-0.301265347633767,0.713150852476275,0.263335904103099,65.8150024414063
-0.0421574672391567,0.173228483077772,-1.21819399093791,15,73,0,1.69936907699579,0.989652632693339,-1.96367539750155,-0.034818804832683,81.0926132202148
0.443069485296536,0.747402290937856,-1.21819399093791,12,60,0,0.730815737194185,0.921709581097175,0.713150852476275,-1.22743764057581,65.3901290893555
