Year,Month,Day,Hour,Ottawa,Holiday & Weekends,Price_Ott,Ott_Temperature,Ott_Dew Point,Ott_Relative Humidity,Ott_Wind Speed,Scored Labels
1.41352339036792,-0.400945324782313,0.488985976117773,-0.650772819030265,790,1,-0.441339983046574,-0.00745060272940544,0.252154586552854,0.981154030271764,0.561103950526393,856.037231445313
0.928296437832229,-0.400945324782313,-1.21831693377475,1.08222874919992,919,0,-0.270305396348071,0.289799063253084,0.0774664522750122,-0.825765626856531,-0.929443344759022,983.475158691406
-0.0421574672391567,0.173228483077772,-1.33213712776758,-0.361939224325234,1037,0,0.0137892155666732,1.28702374912982,1.02854629445437,-0.825765626856531,-0.0351149675877732,884.361572265625
-1.49783832484623,0.460315387007814,0.944266752089111,-0.217522426972718,772,0,0.178660393735501,1.39249943705909,1.10618546524453,-0.892688577120542,-0.482279156173398,865.491882324219
0.928296437832229,-0.11385842085227,-0.763036157803407,-0.795189616382781,774,0,-0.379513291233264,0.510339138014286,0.630645544154845,0.378847477895666,-0.929443344759022,911.997314453125
-0.0421574672391567,-0.11385842085227,-0.876856351796242,1.22664554655244,741,0,-0.251237351209386,0.299387762155745,0.116286037670088,-0.75884267659252,0.26299449146931,826.369018554688
-1.01261137231054,0.747402290937856,-0.535395769817738,-1.08402321108781,638,0,-0.155319305966307,0.376097353377033,0.669465129549921,1.11499993079979,1.15732286864056,642.19775390625
0.443069485296536,1.60866300272798,-0.193935187839234,-1.08402321108781,905,0,-0.289180834970203,-1.79094859862434,-1.68882468320094,0.178078627103633,-0.0351149675877732,868.580444335938
-0.527384419774849,1.32157609879794,-0.193935187839234,-0.0731056296202029,845,0,-0.00508622305545896,-0.390998558835844,-0.310729401675747,0.178078627103633,-1.37660753334465,918.929565429688
1.41352339036792,-0.688032228712355,0.375165782124939,-1.37285680579284,703,1,-0.389721436610539,-0.3526437632252,-0.0292874075614467,1.24884583132781,0.113939761940768,707.744140625
0.928296437832229,-1.54929294050248,1.17190714007478,-0.795189616382781,1255,0,-0.143185095423507,-1.04303008421679,-0.825088908160504,0.71346222921572,-0.184169697116315,1125.53186035156
0.443069485296536,-0.975119132642397,0.944266752089111,0.0713111677323127,921,0,-0.214064293514779,-0.25675677419859,0.0580566595774742,1.1819228810638,-0.780388615230481,848.143188476563
