Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 0:00,2006,1,1,0:00,-5.2,,-7.4,,84,,31,,7,,19.3,,98.9,,,,-8,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 1:00,2006,1,1,1:00,-5,,-7,,86,,,,0,,19.3,,98.96,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 2:00,2006,1,1,2:00,-5.4,,-6.3,,93,,4,,4,,4,,99.01,,,,-7,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 3:00,2006,1,1,3:00,-5,,-5.6,,96,,5,,4,,2,,99.05,,,,-7,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 4:00,2006,1,1,4:00,-4.6,,-5.2,,96,,,,0,,2,,99.08,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 5:00,2006,1,1,5:00,-4.7,,-5.2,,96,,34,,4,,3.2,,99.13,,,,-6,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 6:00,2006,1,1,6:00,-4.2,,-4.8,,96,,32,,6,,2.8,,99.19,,,,-7,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 7:00,2006,1,1,7:00,-3.9,,-4.5,,96,,36,,6,,3.6,,99.27,,,,-7,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 8:00,2006,1,1,8:00,-3.8,,-4.2,,97,,4,,4,,2,,99.33,,,,-5,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 9:00,2006,1,1,9:00,-3.3,,-3.7,,97,,,,0,,2.8,,99.42,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 10:00,2006,1,1,10:00,-2.6,,-3,,97,,,,0,,3.2,,99.49,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 11:00,2006,1,1,11:00,-1.9,,-2.3,,97,,18,,6,,3.2,,99.49,,,,-4,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 12:00,2006,1,1,12:00,-1.4,,-2,,96,,,,0,,3.2,,99.49,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 13:00,2006,1,1,13:00,-0.9,,-1.4,,96,,17,,6,,3.2,,99.5,,,,-3,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 14:00,2006,1,1,14:00,-0.4,,-1,,96,,13,,6,,3.2,,99.48,,,,-2,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 15:00,2006,1,1,15:00,0.2,,-0.5,,95,,16,,6,,3.2,,99.57,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 16:00,2006,1,1,16:00,-0.2,,-0.6,,97,,14,,9,,2.4,,99.64,,,,-3,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 17:00,2006,1,1,17:00,-0.1,,-0.5,,97,,15,,7,,1.6,,99.7,,,,-3,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 18:00,2006,1,1,18:00,0.1,,-0.2,,98,,15,,9,,3.6,,99.76,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 19:00,2006,1,1,19:00,0.5,,0.3,,99,,12,,6,,2.8,,99.8,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 20:00,2006,1,1,20:00,0.8,,0.7,,99,,13,,6,,3.2,,99.81,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 21:00,2006,1,1,21:00,1.1,,0.9,,99,,12,,4,,4,,99.8,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 22:00,2006,1,1,22:00,1.1,,0.9,,99,,8,,6,,4,,99.79,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2006 23:00,2006,1,1,23:00,1.1,,0.8,,98,,9,,6,,4,,99.83,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 0:00,2006,1,2,0:00,0.6,,0.3,,98,,6,,6,,4,,99.8,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 1:00,2006,1,2,1:00,0.5,,0.3,,99,,6,,6,,3.2,,99.81,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 2:00,2006,1,2,2:00,0,,-0.1,,99,,4,,4,,2.8,,99.87,,,,-1,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 3:00,2006,1,2,3:00,0.1,,-0.1,,99,,5,,7,,4,,99.88,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 4:00,2006,1,2,4:00,0.4,,0.2,,99,,6,,11,,0.8,,99.86,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 5:00,2006,1,2,5:00,0.8,,0.7,,99,,8,,9,,1,,99.79,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 6:00,2006,1,2,6:00,1,,0.9,,99,,9,,13,,4,,99.72,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 7:00,2006,1,2,7:00,1.4,,1.3,,99,,8,,13,,3.2,,99.71,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 8:00,2006,1,2,8:00,1.3,,1.1,,99,,9,,13,,3.2,,99.73,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 9:00,2006,1,2,9:00,1.6,,1.4,,99,,8,,19,,4,,99.73,,,,,,"Drizzle,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 10:00,2006,1,2,10:00,2,,1.7,,98,,10,,15,,4.8,,99.73,,,,,,"Drizzle,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 11:00,2006,1,2,11:00,2.2,,1.6,,96,,8,,15,,6.4,,99.69,,,,,,"Drizzle,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 12:00,2006,1,2,12:00,2.4,,1.6,,94,,9,,19,,6.4,,99.59,,,,,,"Rain,Drizzle,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 13:00,2006,1,2,13:00,2.4,,1.5,,94,,9,,32,,6.4,,99.43,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 14:00,2006,1,2,14:00,2.4,,1.5,,94,,8,,32,,6.4,,99.38,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 15:00,2006,1,2,15:00,2.1,,1.3,,94,,9,,33,,8,,99.31,,,,,,Rain
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 16:00,2006,1,2,16:00,2.1,,0.7,,90,,9,,30,,12.9,,99.37,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 17:00,2006,1,2,17:00,2.1,,0.8,,91,,9,,35,,11.3,,99.35,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 18:00,2006,1,2,18:00,2,,0.5,,90,,8,,28,,12.9,,99.35,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 19:00,2006,1,2,19:00,1.9,,0.3,,89,,8,,30,,14.5,,99.29,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 20:00,2006,1,2,20:00,2.1,,0.5,,89,,8,,30,,16.1,,99.24,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 21:00,2006,1,2,21:00,2.4,,1.2,,92,,8,,30,,12.9,,99.2,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 22:00,2006,1,2,22:00,2.2,,1.2,,93,,8,,32,,14.5,,99.19,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,02/01/2006 23:00,2006,1,2,23:00,2.4,,1.5,,94,,8,,33,,12.9,,99.17,,,,,,Cloudy
