\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2020-02-22 08:00:22,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2020-02-16,16,14586,515,1331,999,803,5453,1027,128,2761,487,1377,14880,294
2020-02-16,17,15347,515,1389,1045,922,5572,1131,129,2917,505,1518,15642,295
2020-02-16,18,16399,542,1400,1135,1073,5817,1238,132,3112,526,1615,16590,192
2020-02-16,19,17061,574,1435,1153,1107,6064,1291,131,3226,550,1615,17145,85
2020-02-16,20,16743,583,1415,1120,1080,5980,1254,129,3157,536,1594,16848,105
2020-02-16,21,16416,575,1416,1084,1046,5886,1211,127,3109,522,1566,16541,125
2020-02-16,22,15912,581,1402,1045,1008,5709,1161,124,3047,512,1537,16125,213
2020-02-16,23,15265,574,1369,981,950,5453,1088,119,2923,494,1493,15445,180
2020-02-16,24,14506,596,1328,927,895,5201,1013,117,2786,465,1435,14763,258
2020-02-17,1,14085,604,1317,884,873,4955,956,120,2711,453,1437,14311,226
2020-02-17,2,13862,594,1313,852,861,4818,929,119,2612,433,1452,13983,121
2020-02-17,3,13658,585,1335,845,858,4714,917,120,2595,432,1444,13846,188
2020-02-17,4,13648,593,1355,855,870,4671,913,122,2582,429,1446,13835,187
2020-02-17,5,13791,596,1352,877,884,4680,923,119,2612,432,1457,13934,142
2020-02-17,6,14085,592,1335,914,903,4775,953,87,2686,438,1471,14155,70
2020-02-17,7,14512,600,1335,992,952,4952,1007,91,2792,467,1544,14732,220
2020-02-17,8,14925,582,1339,1021,959,5073,1062,95,2892,487,1624,15134,210
2020-02-17,9,15043,582,1346,1031,818,5199,1090,97,2914,509,1610,15194,152
2020-02-17,10,14870,590,1345,1037,662,5323,1050,97,2920,506,1549,15080,210
2020-02-17,11,14694,591,1355,1019,557,5435,941,94,2943,510,1467,14912,218
2020-02-17,12,14599,589,1322,1023,518,5538,884,94,2975,516,1424,14882,284
2020-02-17,13,14514,586,1319,1023,502,5571,855,92,2955,506,1406,14816,302
2020-02-17,14,14497,594,1298,1004,472,5514,824,88,2890,487,1480,14651,154
2020-02-17,15,14491,596,1289,1009,480,5445,813,88,2878,493,1544,14635,144
2020-02-17,16,14896,597,1293,1049,608,5471,861,89,2884,494,1634,14979,83
2020-02-17,17,15846,601,1373,1141,872,5628,1007,93,3067,531,1719,16032,186
2020-02-17,18,17072,613,1431,1258,1108,5963,1199,95,3216,564,1759,17207,135
2020-02-17,19,17684,622,1473,1283,1156,6232,1258,93,3278,574,1712,17681,-2
2020-02-17,20,17346,634,1472,1252,1144,6187,1237,93,3278,564,1665,17525,179
2020-02-17,21,16939,634,1451,1226,1115,6065,1211,85,3216,548,1622,17174,234
2020-02-17,22,16291,631,1422,1157,1056,5860,1148,77,3068,533,1539,16490,199
2020-02-17,23,15419,618,1379,1095,986,5508,1057,73,2920,492,1449,15578,159
2020-02-17,24,14560,607,1325,1016,919,5166,973,68,2779,468,1366,14688,128
2020-02-18,1,13888,579,1321,973,883,4892,918,64,2684,455,1347,14118,230
2020-02-18,2,13529,570,1301,962,878,4776,885,58,2609,440,1348,13826,297
2020-02-18,3,13537,575,1301,955,875,4756,875,59,2596,459,1354,13805,268
2020-02-18,4,13571,574,1308,951,875,4743,879,61,2593,465,1362,13809,238
2020-02-18,5,13785,571,1332,964,905,4797,899,60,2623,466,1405,14024,240
2020-02-18,6,14413,569,1330,1030,949,5025,954,61,2722,455,1471,14564,150
2020-02-18,7,15828,559,1387,1150,1038,5519,1063,70,3009,484,1565,15844,17
2020-02-18,8,16930,577,1402,1255,1110,6099,1160,76,3310,528,1613,17130,200
2020-02-18,9,17452,592,1421,1253,1114,6303,1225,76,3327,542,1642,17495,43
2020-02-18,10,17588,600,1408,1268,1104,6423,1250,72,3306,551,1677,17658,70
2020-02-18,11,17693,590,1423,1261,1100,6561,1218,72,3267,557,1679,17730,37
2020-02-18,12,17684,574,1418,1280,1093,6640,1204,62,3261,557,1623,17712,28
2020-02-18,13,17400,565,1422,1284,1073,6551,1186,61,3257,556,1630,17585,185
2020-02-18,14,17170,556,1407,1263,1041,6524,1167,61,3262,543,1594,17419,249
2020-02-18,15,17025,552,1435,1265,1021,6496,1151,71,3272,534,1571,17368,343
2020-02-18,16,17159,541,1409,1258,1026,6530,1184,71,3339,546,1587,17490,331
2020-02-18,17,17560,550,1441,1269,1083,6620,1239,72,3369,570,1648,17861,301
2020-02-18,18,18257,565,1446,1301,1151,6708,1302,74,3473,581,1717,18317,60
2020-02-18,19,18565,591,1456,1273,1165,6780,1328,74,3523,581,1751,18520,-45
2020-02-18,20,18372,649,1454,1243,1146,6695,1322,76,3495,576,1757,18415,43
2020-02-18,21,18010,655,1489,1180,1108,6555,1287,79,3387,587,1743,18071,60
2020-02-18,22,17230,660,1452,1118,1039,6281,1225,75,3254,557,1675,17336,106
2020-02-18,23,16147,626,1405,1033,959,5915,1143,71,3060,532,1596,16340,193
2020-02-18,24,15198,625,1340,974,892,5478,1060,68,2918,489,1510,15356,158
2020-02-19,1,14438,614,1282,925,855,5157,1006,67,2732,463,1484,14584,145
2020-02-19,2,13973,609,1255,889,838,4971,973,67,2651,489,1481,14222,250
2020-02-19,3,13997,606,1256,876,835,4862,957,64,2644,457,1516,14074,77
2020-02-19,4,14031,611,1245,882,840,4841,954,63,2657,462,1512,14067,36
2020-02-19,5,14142,603,1271,906,857,4904,984,62,2662,449,1499,14196,54
2020-02-19,6,14685,605,1289,973,907,5146,1039,68,2733,467,1520,14746,61
2020-02-19,7,15947,625,1344,1091,1006,5642,1144,76,3069,504,1638,16137,190
2020-02-19,8,17510,621,1423,1179,1024,6202,1247,84,3356,550,1775,17460,-50
2020-02-19,9,17408,650,1422,1156,870,6355,1191,88,3361,580,1727,17398,-10
2020-02-19,10,16872,638,1400,1100,619,6418,1095,91,3332,579,1618,16891,18
2020-02-19,11,16428,613,1387,1078,514,6463,1074,78,3315,580,1549,16651,223
2020-02-19,12,16322,591,1319,1108,499,6530,1016,76,3318,570,1515,16542,220
2020-02-19,13,16322,585,1329,1097,479,6469,986,77,3315,566,1502,16404,82
2020-02-19,14,16014,578,1315,1071,455,6435,1004,82,3293,567,1489,16289,276
2020-02-19,15,16102,571,1333,1075,499,6485,1039,87,3269,563,1487,16410,308
2020-02-19,16,16649,557,1303,1089,644,6567,1117,90,3307,570,1534,16779,130
2020-02-19,17,17587,569,1342,1178,908,6683,1238,93,3440,588,1673,17712,125
2020-02-19,18,18611,584,1379,1287,1164,6835,1353,91,3565,601,1824,18684,73
2020-02-19,19,19279,623,1460,1309,1236,7002,1417,89,3701,620,1868,19325,46
2020-02-19,20,19170,652,1479,1295,1238,6927,1415,87,3675,640,1877,19286,115
2020-02-19,21,18772,658,1482,1252,1211,6785,1393,83,3623,614,1849,18950,177
2020-02-19,22,18087,660,1457,1197,1151,6526,1331,77,3535,592,1773,18300,213
2020-02-19,23,17043,637,1428,1115,1065,6113,1239,74,3329,555,1674,17230,188
2020-02-19,24,15970,660,1377,1036,999,5698,1146,75,3071,501,1564,16127,158
2020-02-20,1,15190,659,1297,978,966,5380,1084,79,2898,491,1549,15379,189
2020-02-20,2,14797,650,1294,966,952,5195,1064,76,2784,476,1534,14990,193
2020-02-20,3,14648,649,1285,956,958,5083,1056,76,2828,464,1530,14884,236
2020-02-20,4,14773,649,1272,961,966,5040,1055,74,2856,482,1542,14898,125
2020-02-20,5,14932,642,1281,979,981,5070,1075,77,2886,478,1567,15038,106
2020-02-20,6,15563,636,1309,1053,1038,5315,1130,83,3012,490,1628,15696,133
2020-02-20,7,16951,655,1362,1177,1141,5814,1235,93,3251,529,1739,16998,47
2020-02-20,8,18091,655,1422,1237,1162,6329,1341,101,3459,575,1869,18149,58
2020-02-20,9,17944,650,1444,1176,987,6472,1339,103,3509,572,1816,18068,123
2020-02-20,10,17318,622,1414,1118,740,6508,1307,101,3438,567,1676,17490,172
2020-02-20,11,16854,594,1403,1122,607,6499,1246,101,3401,570,1628,17170,316
2020-02-20,12,16680,578,1376,1111,581,6474,1189,99,3377,575,1589,16950,270
2020-02-20,13,16665,569,1393,1120,580,6476,1139,97,3341,585,1571,16871,206
2020-02-20,14,16791,560,1368,1100,559,6559,1119,89,3407,575,1569,16904,113
2020-02-20,15,16831,556,1353,1104,584,6535,1104,86,3429,568,1615,16935,104
2020-02-20,16,17183,559,1349,1136,705,6597,1136,89,3451,542,1673,17236,54
2020-02-20,17,17810,547,1403,1214,960,6690,1229,96,3509,559,1774,17981,171
2020-02-20,18,18653,567,1442,1325,1216,6779,1353,98,3639,570,1873,18862,208
2020-02-20,19,19498,601,1500,1353,1283,7078,1436,99,3780,584,1909,19623,125
2020-02-20,20,19610,638,1527,1330,1289,7028,1463,97,3762,612,1915,19663,53
2020-02-20,21,19184,634,1518,1305,1279,6880,1437,92,3715,595,1891,19346,162
2020-02-20,22,18571,640,1505,1234,1221,6642,1382,86,3589,593,1813,18706,135
2020-02-20,23,17509,627,1454,1157,1147,6247,1294,84,3399,538,1738,17685,175
2020-02-20,24,16303,578,1390,1090,1087,5842,1201,77,3112,524,1654,16555,252
2020-02-21,1,15749,569,1371,1046,1056,5586,1145,71,3006,485,1657,15992,243
2020-02-21,2,15378,577,1349,1020,1044,5352,1117,68,2916,481,1622,15545,167
2020-02-21,3,15085,549,1338,1018,1033,5260,1099,68,2858,460,1600,15284,199
2020-02-21,4,14856,517,1283,1011,1033,5192,1094,72,2832,454,1599,15088,233
2020-02-21,5,14979,517,1289,1043,1054,5244,1102,75,2844,450,1616,15235,256
2020-02-21,6,15638,512,1282,1073,1094,5442,1146,79,2975,475,1651,15731,93
2020-02-21,7,16713,529,1354,1197,1175,5891,1237,82,3190,505,1733,16892,179
2020-02-21,8,17577,576,1399,1261,1178,6286,1305,83,3334,543,1826,17791,215
2020-02-21,9,17345,578,1393,1222,986,6450,1276,82,3384,535,1795,17700,356
2020-02-21,10,16956,551,1362,1157,794,6513,1207,76,3361,523,1681,17225,269
2020-02-21,11,16417,524,1355,1112,633,6495,1133,76,3274,515,1569,16686,269
2020-02-21,12,16001,489,1325,1107,597,6502,1059,76,3209,515,1472,16351,350
2020-02-21,13,15790,490,1333,1108,568,6463,1009,70,3170,506,1405,16122,332
2020-02-21,14,15597,474,1297,1098,535,6416,966,67,3126,509,1388,15877,280
2020-02-21,15,15394,493,1310,1065,543,6342,945,70,3086,504,1380,15740,346
2020-02-21,16,15543,481,1312,1084,652,6305,974,70,3088,504,1400,15870,327
2020-02-21,17,16216,509,1343,1142,885,6355,1088,72,3169,518,1498,16578,362
2020-02-21,18,17198,528,1368,1234,1125,6502,1243,70,3318,537,1626,17552,354
2020-02-21,19,18018,558,1411,1260,1194,6708,1273,69,3483,561,1676,18194,177
2020-02-21,20,18020,614,1420,1235,1184,6711,1279,70,3496,565,1663,18237,218
2020-02-21,21,17718,586,1428,1208,1152,6578,1262,70,3449,545,1638,17916,198
2020-02-21,22,17131,572,1392,1133,1097,6372,1209,70,3346,525,1570,17285,155
2020-02-21,23,16187,571,1365,1053,1035,5985,1127,69,3179,501,1491,16375,188
2020-02-21,24,15075,559,1332,992,978,5583,1035,65,2957,467,1391,15359,284
