Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 0:00,2004,1,1,0:00,0.6,,-6,,61,,30,,33,,24.1,,100.11,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 1:00,2004,1,1,1:00,0.6,,-5.5,,64,,29,,22,,24.1,,100.17,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 2:00,2004,1,1,2:00,0.7,,-5.2,,65,,29,,22,,24.1,,100.24,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 3:00,2004,1,1,3:00,1.1,,-5,,64,,28,,26,,24.1,,100.32,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 4:00,2004,1,1,4:00,1.1,,-4.8,,65,,27,,32,,24.1,,100.38,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 5:00,2004,1,1,5:00,1,,-4.6,,66,,29,,26,,24.1,,100.44,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 6:00,2004,1,1,6:00,1.1,,-4.4,,67,,31,,22,,24.1,,100.5,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 7:00,2004,1,1,7:00,1.1,,-4.3,,67,,31,,17,,24.1,,100.55,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 8:00,2004,1,1,8:00,1.1,,-4.4,,67,,29,,15,,24.1,,100.64,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 9:00,2004,1,1,9:00,1.3,,-4.2,,67,,28,,13,,24.1,,100.73,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 10:00,2004,1,1,10:00,1.6,,-4.6,,63,,30,,17,,24.1,,100.76,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 11:00,2004,1,1,11:00,2,,-4.4,,63,,31,,13,,24.1,,100.72,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 12:00,2004,1,1,12:00,2.1,,-4,,64,,34,,15,,24.1,,100.62,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 13:00,2004,1,1,13:00,1.9,,-4.3,,63,,36,,7,,24.1,,100.53,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 14:00,2004,1,1,14:00,2.1,,-4.2,,63,,29,,4,,24.1,,100.52,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 15:00,2004,1,1,15:00,2.4,,-4,,63,,19,,4,,24.1,,100.51,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2004 16:00,2004,1,1,16:00,2.4,,-4.2,,62,,21,,7,,24.1,,100.5,,,,,,Cloudy
