Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 0:00,2007,1,1,0:00,4.2,,4,,99,,12,,13,,6.4,,98.52,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 1:00,2007,1,1,1:00,5,,4.9,,99,,12,,19,,4.8,,98.4,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 2:00,2007,1,1,2:00,5.2,,5.2,,100,,14,,19,,2.4,,98.39,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 3:00,2007,1,1,3:00,5.8,,5.7,,99,,16,,17,,0.8,,98.36,,,,,,Fog
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 4:00,2007,1,1,4:00,7.4,,7,,97,,22,,28,,24.1,,98.42,,,,,,Mainly Clear
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 5:00,2007,1,1,5:00,8,,5.1,,82,,21,,26,,24.1,,98.43,,,,,,Mainly Clear
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 6:00,2007,1,1,6:00,7.9,,4.3,,78,,22,,26,,24.1,,98.47,,,,,,Clear
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 7:00,2007,1,1,7:00,7.2,,3.3,,76,,23,,26,,24.1,,98.54,,,,,,Clear
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 8:00,2007,1,1,8:00,5.5,,2.9,,83,,22,,13,,24.1,,98.56,,,,,,Mainly Clear
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 9:00,2007,1,1,9:00,6.7,,3.6,,81,,22,,20,,24.1,,98.62,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 10:00,2007,1,1,10:00,7.9,,3.4,,73,,24,,30,,24.1,,98.63,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 11:00,2007,1,1,11:00,8.7,,3.2,,68,,25,,30,,24.1,,98.58,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 12:00,2007,1,1,12:00,8.5,,2.2,,65,,25,,37,,24.1,,98.58,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 13:00,2007,1,1,13:00,8.4,,2.3,,65,,25,,32,,24.1,,98.55,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 14:00,2007,1,1,14:00,8,,2.3,,67,,25,,30,,24.1,,98.52,,,,,,Cloudy
-79.63,43.68,TORONTO LESTER B. PEARSON INT'L A,6158733,01/01/2007 15:00,2007,1,1,15:00,8.1,,1.7,,64,,24,,30,,24.1,,98.55,,,,,,Mostly Cloudy
