\\Hourly Demand Report,,,,,,,
\\Created at 2020-03-13 07:30:12,,,,,,,
\\For 2020,,,,,,,
Date,Hour,Market Demand,Ontario Demand,Forecast,,abs,MAPE
08/02/2020,23,18280,16784,,,,
08/02/2020,24,17419,16010,,,,
09/02/2020,1,17915,15490,,,,
09/02/2020,2,17579,15035,,,,
09/02/2020,3,17257,14756,,,,
09/02/2020,4,17123,14665,,,,
09/02/2020,5,17286,14746,,,,
09/02/2020,6,17207,14889,,,,
09/02/2020,7,17064,15188,,,,
09/02/2020,8,17100,15704,,,,
09/02/2020,9,17693,16330,,,,
09/02/2020,10,18151,16641,,,,
09/02/2020,11,18120,16671,,,,
09/02/2020,12,18456,16784,,,,
09/02/2020,13,19036,16734,,,,
09/02/2020,14,19334,16564,,,,
09/02/2020,15,19204,16621,,,,
09/02/2020,16,19240,16853,,,,
09/02/2020,17,19573,17487,,,,
09/02/2020,18,19955,17928,,,,
09/02/2020,19,19628,18122,,,,
09/02/2020,20,20080,17764,,,,
09/02/2020,21,19802,17483,,,,
09/02/2020,22,19235,16849,,,,
09/02/2020,23,18600,16047,,,,
09/02/2020,24,17860,15180,,,,
10/02/2020,1,17611,14718,,,,
10/02/2020,2,16982,14309,,,,
10/02/2020,3,16683,14124,,,,
10/02/2020,4,16674,14110,,,,
10/02/2020,5,16764,14221,,,,
10/02/2020,6,16970,14626,,,,
10/02/2020,7,18252,15949,,,,
10/02/2020,8,19582,17341,,,,
10/02/2020,9,19899,17728,,,,
10/02/2020,10,19916,17745,,,,
10/02/2020,11,19829,17451,,,,
10/02/2020,12,19343,17239,,,,
10/02/2020,13,19112,16978,,,,
10/02/2020,14,19336,16910,,,,
10/02/2020,15,19550,16929,,,,
10/02/2020,16,19355,16897,,,,
10/02/2020,17,19792,17507,,,,
10/02/2020,18,20617,18301,,,,
10/02/2020,19,21133,18731,,,,
10/02/2020,20,20567,18459,,,,
10/02/2020,21,20207,18037,,,,
10/02/2020,22,19559,17307,,,,
10/02/2020,23,18550,16331,,,,
10/02/2020,24,17512,15258,,,,
11/02/2020,1,17042,14602,,,,
11/02/2020,2,16657,14174,,,,
11/02/2020,3,16405,13917,,,,
11/02/2020,4,16200,13758,,,,
11/02/2020,5,16293,13892,,,,
11/02/2020,6,16884,14393,,,,
11/02/2020,7,17986,15654,,,,
11/02/2020,8,19347,17087,,,,
11/02/2020,9,19523,17417,,,,
11/02/2020,10,19749,17470,,,,
11/02/2020,11,19711,17210,,,,
11/02/2020,12,18996,16630,,,,
11/02/2020,13,18647,16230,,,,
11/02/2020,14,18547,16121,,,,
11/02/2020,15,18857,16185,,,,
11/02/2020,16,19302,16682,,,,
11/02/2020,17,19826,17324,,,,
11/02/2020,18,20556,18016,,,,
11/02/2020,19,21040,18354,,,,
11/02/2020,20,20743,18143,,,,
11/02/2020,21,20308,17711,,,,
11/02/2020,22,19737,17072,,,,
11/02/2020,23,18717,16057,,,,
11/02/2020,24,17563,15084,,,,
12/02/2020,1,16914,14510,,,,
12/02/2020,2,16514,14139,,,,
12/02/2020,3,16214,13857,,,,
12/02/2020,4,16330,13799,,,,
12/02/2020,5,16663,14064,,,,
12/02/2020,6,17194,14657,,,,
12/02/2020,7,18479,15898,,,,
12/02/2020,8,19391,17108,,,,
12/02/2020,9,19041,17052,,,,
12/02/2020,10,18592,16633,,,,
12/02/2020,11,18441,16215,,,,
12/02/2020,12,18275,15849,,,,
12/02/2020,13,18337,15718,,,,
12/02/2020,14,18740,15977,,,,
12/02/2020,15,19384,16167,,,,
12/02/2020,16,19408,16610,,,,
12/02/2020,17,19967,17381,,,,
12/02/2020,18,20449,18154,,,,
12/02/2020,19,20839,18598,,,,
12/02/2020,20,20526,18401,,,,
12/02/2020,21,20125,17995,,,,
12/02/2020,22,19278,17270,,,,
12/02/2020,23,18082,16203,,,,
12/02/2020,24,16897,15237,,,,
13/02/2020,1,16885,14743,,,,
13/02/2020,2,16529,14373,,,,
13/02/2020,3,16400,14097,,,,
13/02/2020,4,16031,13951,,,,
13/02/2020,5,16392,14062,,,,
13/02/2020,6,17403,14847,,,,
13/02/2020,7,18752,16212,,,,
13/02/2020,8,19698,17411,,,,
13/02/2020,9,20010,17772,,,,
13/02/2020,10,20070,17883,,,,
13/02/2020,11,19876,17690,,,,
13/02/2020,12,19866,17554,,,,
13/02/2020,13,19939,17560,,,,
13/02/2020,14,20286,17469,,,,
13/02/2020,15,19994,17551,,,,
13/02/2020,16,20162,17653,,,,
13/02/2020,17,20646,18055,,,,
13/02/2020,18,21442,18767,,,,
13/02/2020,19,22165,19232,,,,
13/02/2020,20,21912,19216,,,,
13/02/2020,21,21690,19163,,,,
13/02/2020,22,21248,18994,,,,
13/02/2020,23,19841,17689,,,,
13/02/2020,24,18699,16714,,,,
14/02/2020,1,18203,16182,,,,
14/02/2020,2,18094,15743,,,,
14/02/2020,3,18209,15735,,,,
14/02/2020,4,18236,15895,,,,
14/02/2020,5,18205,16069,,,,
14/02/2020,6,18359,16610,,,,
14/02/2020,7,20056,17912,,,,
14/02/2020,8,21176,19291,,,,
14/02/2020,9,21127,19278,,,,
14/02/2020,10,21201,19040,,,,
14/02/2020,11,20915,18582,,,,
14/02/2020,12,20640,18115,,,,
14/02/2020,13,19890,17724,,,,
14/02/2020,14,19464,17484,,,,
14/02/2020,15,19444,17526,,,,
14/02/2020,16,19906,17890,,,,
14/02/2020,17,20298,18302,,,,
14/02/2020,18,21393,19152,,,,
14/02/2020,19,22071,19630,,,,
14/02/2020,20,22143,19393,,,,
14/02/2020,21,21332,18903,,,,
14/02/2020,22,20423,18256,,,,
14/02/2020,23,19458,17365,,,,
14/02/2020,24,18236,16267,,,,
15/02/2020,1,17971,15553,,,,
15/02/2020,2,17683,15119,,,,
15/02/2020,3,17396,14757,,,,
15/02/2020,4,17373,14752,,,,
15/02/2020,5,17206,14744,,,,
15/02/2020,6,17571,14976,,,,
15/02/2020,7,18283,15451,,,,
15/02/2020,8,18830,16005,,,,
15/02/2020,9,18950,16434,,,,
15/02/2020,10,19101,16610,,,,
15/02/2020,11,19072,16533,,,,
15/02/2020,12,19153,16427,,,,
15/02/2020,13,19165,16193,,,,
15/02/2020,14,19300,16000,,,,
15/02/2020,15,19095,15997,,,,
15/02/2020,16,19575,16592,,,,
15/02/2020,17,19833,17102,,,,
15/02/2020,18,20451,17783,,,,
15/02/2020,19,20773,18050,,,,
15/02/2020,20,20058,17485,,,,
15/02/2020,21,19373,16972,,,,
15/02/2020,22,18763,16384,,,,
15/02/2020,23,18150,15691,,,,
15/02/2020,24,17436,14935,,,,
16/02/2020,1,16793,14266,,,,
16/02/2020,2,16198,13791,,,,
16/02/2020,3,16506,13636,,,,
16/02/2020,4,16409,13625,,,,
16/02/2020,5,15980,13612,,,,
16/02/2020,6,15931,13704,,,,
16/02/2020,7,16379,14156,,,,
16/02/2020,8,16653,14613,,,,
16/02/2020,9,17120,15078,,,,
16/02/2020,10,17265,15329,,,,
16/02/2020,11,17140,15178,,,,
16/02/2020,12,17109,14821,,,,
16/02/2020,13,17096,14612,,,,
16/02/2020,14,17182,14407,,,,
16/02/2020,15,17257,14410,,,,
16/02/2020,16,17206,14586,,,,
16/02/2020,17,17790,15347,,,,
16/02/2020,18,18402,16399,,,,
16/02/2020,19,19240,17061,,,,
16/02/2020,20,18787,16743,,,,
16/02/2020,21,18262,16416,,,,
16/02/2020,22,17791,15912,,,,
16/02/2020,23,17073,15265,,,,
16/02/2020,24,16260,14506,,,,
17/02/2020,1,15584,14085,,,,
17/02/2020,2,15807,13862,,,,
17/02/2020,3,15658,13658,,,,
17/02/2020,4,15416,13648,,,,
17/02/2020,5,15447,13791,,,,
17/02/2020,6,16068,14085,,,,
17/02/2020,7,16722,14512,,,,
17/02/2020,8,17224,14925,,,,
17/02/2020,9,17246,15043,,,,
17/02/2020,10,16734,14870,,,,
17/02/2020,11,16818,14694,,,,
17/02/2020,12,16951,14599,,,,
17/02/2020,13,17036,14514,,,,
17/02/2020,14,16687,14497,,,,
17/02/2020,15,16545,14491,,,,
17/02/2020,16,17023,14896,,,,
17/02/2020,17,17856,15846,,,,
17/02/2020,18,19081,17072,,,,
17/02/2020,19,19733,17684,,,,
17/02/2020,20,19530,17346,,,,
17/02/2020,21,19241,16939,,,,
17/02/2020,22,18846,16291,,,,
17/02/2020,23,18100,15419,,,,
17/02/2020,24,17462,14560,,,,
18/02/2020,1,16817,13888,,,,
18/02/2020,2,16520,13529,,,,
18/02/2020,3,16367,13537,,,,
18/02/2020,4,16439,13571,,,,
18/02/2020,5,16469,13785,,,,
18/02/2020,6,17135,14413,,,,
18/02/2020,7,18283,15828,,,,
18/02/2020,8,18396,16930,,,,
18/02/2020,9,19127,17452,,,,
18/02/2020,10,19626,17588,,,,
18/02/2020,11,20019,17693,,,,
18/02/2020,12,20077,17684,,,,
18/02/2020,13,19836,17400,,,,
18/02/2020,14,19579,17170,,,,
18/02/2020,15,19331,17025,,,,
18/02/2020,16,19860,17159,,,,
18/02/2020,17,20421,17560,,,,
18/02/2020,18,21104,18257,,,,
18/02/2020,19,21228,18565,,,,
18/02/2020,20,20827,18372,,,,
18/02/2020,21,20417,18010,,,,
18/02/2020,22,19452,17230,,,,
18/02/2020,23,18637,16147,,,,
18/02/2020,24,17746,15198,,,,
19/02/2020,1,16832,14438,,,,
19/02/2020,2,16394,13973,,,,
19/02/2020,3,16519,13997,,,,
19/02/2020,4,16451,14031,,,,
19/02/2020,5,16665,14142,,,,
19/02/2020,6,17339,14685,,,,
19/02/2020,7,18611,15947,,,,
19/02/2020,8,19789,17510,,,,
19/02/2020,9,19520,17408,,,,
19/02/2020,10,18919,16872,,,,
19/02/2020,11,18608,16428,,,,
19/02/2020,12,18339,16322,,,,
19/02/2020,13,18482,16322,,,,
19/02/2020,14,17989,16014,,,,
19/02/2020,15,18060,16102,,,,
19/02/2020,16,18783,16649,,,,
19/02/2020,17,19878,17587,,,,
19/02/2020,18,20870,18611,,,,
19/02/2020,19,21452,19279,,,,
19/02/2020,20,21451,19170,,,,
19/02/2020,21,20719,18772,,,,
19/02/2020,22,20310,18087,,,,
19/02/2020,23,19104,17043,,,,
19/02/2020,24,18127,15970,,,,
20/02/2020,1,17417,15190,,,,
20/02/2020,2,17113,14797,,,,
20/02/2020,3,16990,14648,,,,
20/02/2020,4,17216,14773,,,,
20/02/2020,5,17409,14932,,,,
20/02/2020,6,18117,15563,,,,
20/02/2020,7,19500,16951,,,,
20/02/2020,8,19979,18091,,,,
20/02/2020,9,20095,17944,,,,
20/02/2020,10,19673,17318,,,,
20/02/2020,11,19301,16854,,,,
20/02/2020,12,18851,16680,,,,
20/02/2020,13,18857,16665,,,,
20/02/2020,14,19428,16791,,,,
20/02/2020,15,19392,16831,,,,
20/02/2020,16,19715,17183,,,,
20/02/2020,17,19946,17810,,,,
20/02/2020,18,20975,18653,,,,
20/02/2020,19,22102,19498,,,,
20/02/2020,20,22161,19610,,,,
20/02/2020,21,21937,19184,,,,
20/02/2020,22,20497,18571,,,,
20/02/2020,23,20161,17509,,,,
20/02/2020,24,18681,16303,,,,
21/02/2020,1,18116,15749,,,,
21/02/2020,2,17513,15378,,,,
21/02/2020,3,17573,15085,,,,
21/02/2020,4,17380,14856,,,,
21/02/2020,5,17506,14979,,,,
21/02/2020,6,18370,15638,,,,
21/02/2020,7,19137,16713,,,,
21/02/2020,8,20232,17577,,,,
21/02/2020,9,20192,17345,,,,
21/02/2020,10,19887,16956,,,,
21/02/2020,11,19387,16417,,,,
21/02/2020,12,18903,16001,,,,
21/02/2020,13,18717,15790,,,,
21/02/2020,14,18649,15597,,,,
21/02/2020,15,18426,15394,,,,
21/02/2020,16,18439,15543,,,,
21/02/2020,17,18507,16216,,,,
21/02/2020,18,19650,17198,,,,
21/02/2020,19,20858,18018,,,,
21/02/2020,20,20645,18020,,,,
21/02/2020,21,20128,17718,,,,
21/02/2020,22,19859,17131,,,,
21/02/2020,23,18885,16187,,,,
21/02/2020,24,17991,15075,,,,
22/02/2020,1,17214,14429,,,,
22/02/2020,2,17088,13949,,,,
22/02/2020,3,16923,13685,,,,
22/02/2020,4,16448,13548,,,,
22/02/2020,5,16743,13647,,,,
22/02/2020,6,16789,13850,,,,
22/02/2020,7,17210,14316,,,,
22/02/2020,8,17451,14856,,,,
22/02/2020,9,17648,15092,,,,
22/02/2020,10,17612,14754,,,,
22/02/2020,11,17452,14554,,,,
22/02/2020,12,17193,14423,,,,
22/02/2020,13,17298,14225,,,,
22/02/2020,14,16898,13929,,,,
22/02/2020,15,17128,13819,,,,
22/02/2020,16,17268,14031,,,,
22/02/2020,17,17703,14857,,,,
22/02/2020,18,18686,15964,,,,
22/02/2020,19,19089,16520,,,,
22/02/2020,20,19203,16363,,,,
22/02/2020,21,18614,15896,,,,
22/02/2020,22,18178,15398,,,,
22/02/2020,23,17447,14693,,,,
22/02/2020,24,16521,13903,,,,
23/02/2020,1,16330,13440,,,,
23/02/2020,2,16080,13036,,,,
23/02/2020,3,16061,12822,,,,
23/02/2020,4,16047,12791,,,,
23/02/2020,5,15664,12732,,,,
23/02/2020,6,15753,12924,,,,
23/02/2020,7,16066,13310,,,,
23/02/2020,8,16273,13603,,,,
23/02/2020,9,16061,13699,,,,
23/02/2020,10,16134,13545,,,,
23/02/2020,11,16096,13423,,,,
23/02/2020,12,16350,13327,,,,
23/02/2020,13,16494,13185,,,,
23/02/2020,14,16437,13140,,,,
23/02/2020,15,16578,13113,,,,
23/02/2020,16,16212,13345,,,,
23/02/2020,17,16829,14261,,,,
23/02/2020,18,18149,15534,,,,
23/02/2020,19,18895,16225,,,,
23/02/2020,20,18863,16272,,,,
23/02/2020,21,18727,15914,,,,
23/02/2020,22,18382,15349,,,,
23/02/2020,23,17505,14488,,,,
23/02/2020,24,16410,13522,,,,
24/02/2020,1,16073,13004,,,,
24/02/2020,2,15901,12702,,,,
24/02/2020,3,16070,12683,,,,
24/02/2020,4,15972,12686,,,,
24/02/2020,5,15494,12837,,,,
24/02/2020,6,16314,13638,,,,
24/02/2020,7,17580,15075,,,,
24/02/2020,8,18510,16171,,,,
24/02/2020,9,18638,16086,,,,
24/02/2020,10,18082,15652,,,,
24/02/2020,11,17808,15332,,,,
24/02/2020,12,17577,15154,,,,
24/02/2020,13,17597,15057,,,,
24/02/2020,14,17482,15006,,,,
24/02/2020,15,17666,15200,,,,
24/02/2020,16,17660,15417,,,,
24/02/2020,17,18468,16219,,,,
24/02/2020,18,19636,17348,,,,
24/02/2020,19,20187,17862,,,,
24/02/2020,20,19795,17749,,,,
24/02/2020,21,18985,17232,,,,
24/02/2020,22,18615,16668,,,,
24/02/2020,23,17613,15682,,,,
24/02/2020,24,16893,14652,,,,
25/02/2020,1,16283,13802,,,,
25/02/2020,2,15874,13456,,,,
25/02/2020,3,15581,13175,,,,
25/02/2020,4,15855,13123,,,,
25/02/2020,5,16155,13237,,,,
25/02/2020,6,16851,13890,,,,
25/02/2020,7,17967,15167,,,,
25/02/2020,8,18954,16418,,,,
25/02/2020,9,19364,16999,,,,
25/02/2020,10,19317,16878,,,,
25/02/2020,11,19101,16808,,,,
25/02/2020,12,19234,16678,,,,
25/02/2020,13,18838,16412,,,,
25/02/2020,14,18766,16165,,,,
25/02/2020,15,18506,16180,,,,
25/02/2020,16,18754,16426,,,,
25/02/2020,17,18987,16874,,,,
25/02/2020,18,19814,17429,,,,
25/02/2020,19,20271,17690,,,,
25/02/2020,20,20275,17634,,,,
25/02/2020,21,19837,17266,,,,
25/02/2020,22,19277,16709,,,,
25/02/2020,23,18235,15724,,,,
25/02/2020,24,17340,14521,,,,
26/02/2020,1,16854,14012,,,,
26/02/2020,2,16543,13679,,,,
26/02/2020,3,16214,13470,,,,
26/02/2020,4,16239,13350,,,,
26/02/2020,5,16545,13487,,,,
26/02/2020,6,17305,14349,,,,
26/02/2020,7,18185,15642,,,,
26/02/2020,8,19130,16816,,,,
26/02/2020,9,19788,17311,,,,
26/02/2020,10,19627,17480,,,,
26/02/2020,11,19984,17825,,,,
26/02/2020,12,19689,17527,,,,
26/02/2020,13,19508,17471,,,,
26/02/2020,14,19340,17390,,,,
26/02/2020,15,19420,17488,,,,
26/02/2020,16,19660,17614,,,,
26/02/2020,17,20191,18108,,,,
26/02/2020,18,20931,18668,,,,
26/02/2020,19,20759,18533,,,,
26/02/2020,20,20615,18385,,,,
26/02/2020,21,20251,18014,,,,
26/02/2020,22,19691,17331,,,,
26/02/2020,23,18741,16402,,,,
26/02/2020,24,17392,15262,,,,
27/02/2020,1,17538,14749,,,,
27/02/2020,2,16891,14302,,,,
27/02/2020,3,16761,14183,,,,
27/02/2020,4,16842,14078,,,,
27/02/2020,5,16992,14189,,,,
27/02/2020,6,17718,14734,,,,
27/02/2020,7,18554,16027,,,,
27/02/2020,8,19295,16989,,,,
27/02/2020,9,19471,17389,,,,
27/02/2020,10,19864,17371,,,,
27/02/2020,11,20236,17339,,,,
27/02/2020,12,19971,17354,,,,
27/02/2020,13,19550,17301,,,,
27/02/2020,14,19302,17341,,,,
27/02/2020,15,19413,17319,,,,
27/02/2020,16,19601,17390,,,,
27/02/2020,17,19787,17874,,,,
27/02/2020,18,20898,18478,,,,
27/02/2020,19,21584,18910,,,,
27/02/2020,20,21751,19013,,,,
27/02/2020,21,21289,18646,,,,
27/02/2020,22,20469,17933,,,,
27/02/2020,23,19232,16809,,,,
27/02/2020,24,18351,15828,,,,
28/02/2020,1,17956,15116,,,,
28/02/2020,2,17753,14731,,,,
28/02/2020,3,17581,14522,,,,
28/02/2020,4,17653,14569,,,,
28/02/2020,5,17343,14676,,,,
28/02/2020,6,17586,15260,,,,
28/02/2020,7,19027,16723,,,,
28/02/2020,8,19928,17713,,,,
28/02/2020,9,20004,17821,,,,
28/02/2020,10,19920,17664,,,,
28/02/2020,11,19770,17470,,,,
28/02/2020,12,19460,17180,,,,
28/02/2020,13,19211,16963,,,,
28/02/2020,14,19166,17032,,,,
28/02/2020,15,19191,17016,,,,
28/02/2020,16,19248,17125,,,,
28/02/2020,17,19899,17619,,,,
28/02/2020,18,20391,18216,,,,
28/02/2020,19,21145,18711,,,,
28/02/2020,20,20835,18744,,,,
28/02/2020,21,20946,18426,,,,
28/02/2020,22,19938,17618,,,,
28/02/2020,23,19193,16849,,,,
28/02/2020,24,18103,15987,,,,
29/02/2020,1,17321,15207,,,,
29/02/2020,2,17038,14829,,,,
29/02/2020,3,16930,14670,,,,
29/02/2020,4,16963,14589,,,,
29/02/2020,5,16899,14587,,,,
29/02/2020,6,17316,14960,,,,
29/02/2020,7,18002,15652,,,,
29/02/2020,8,18167,16178,,,,
29/02/2020,9,18565,16694,,,,
29/02/2020,10,18554,16824,,,,
29/02/2020,11,18170,16435,,,,
29/02/2020,12,17926,16137,,,,
29/02/2020,13,17742,15993,,,,
29/02/2020,14,17415,15597,,,,
29/02/2020,15,17528,15493,,,,
29/02/2020,16,17867,15576,,,,
29/02/2020,17,18442,16301,,,,
29/02/2020,18,18853,17014,,,,
29/02/2020,19,19745,17737,,,,
29/02/2020,20,19475,17645,,,,
29/02/2020,21,18782,17224,,,,
29/02/2020,22,18485,16608,,,,
29/02/2020,23,17368,15897,,,,
29/02/2020,24,16784,15199,,,,
01/03/2020,1,16748,14627,,,,
01/03/2020,2,16490,14326,,,,
01/03/2020,3,16483,14324,,,,
01/03/2020,4,16339,14275,,,,
01/03/2020,5,16160,14144,,,,
01/03/2020,6,16516,14485,,,,
01/03/2020,7,16923,14966,,,,
01/03/2020,8,16924,15198,,,,
01/03/2020,9,16930,15151,,,,
01/03/2020,10,17137,15090,,,,
01/03/2020,11,17010,15043,,,,
01/03/2020,12,16807,14917,,,,
01/03/2020,13,16638,14719,,,,
01/03/2020,14,16638,14649,,,,
01/03/2020,15,16804,14592,,,,
01/03/2020,16,17482,15020,,,,
01/03/2020,17,18560,16035,,,,
01/03/2020,18,19438,16995,,,,
01/03/2020,19,20169,17684,,,,
01/03/2020,20,19715,17370,,,,
01/03/2020,21,19047,16764,,,,
01/03/2020,22,18249,16075,,,,
01/03/2020,23,17662,15220,,,,
01/03/2020,24,16908,14272,,,,
02/03/2020,1,16645,13662,,,,
02/03/2020,2,15985,13259,,,,
02/03/2020,3,16183,13115,,,,
02/03/2020,4,16405,13059,,,,
02/03/2020,5,16231,13251,,,,
02/03/2020,6,16633,13788,,,,
02/03/2020,7,17741,14971,,,,
02/03/2020,8,18498,15956,,,,
02/03/2020,9,18772,16389,,,,
02/03/2020,10,18826,16538,,,,
02/03/2020,11,18702,16518,,,,
02/03/2020,12,18729,16621,,,,
02/03/2020,13,18712,16697,,,,
02/03/2020,14,18653,16721,,,,
02/03/2020,15,18742,16812,,,,
02/03/2020,16,18717,16774,,,,
02/03/2020,17,18977,17050,,,,
02/03/2020,18,19484,17436,,,,
02/03/2020,19,19588,17857,,,,
02/03/2020,20,19294,17789,,,,
02/03/2020,21,19433,17604,,,,
02/03/2020,22,18691,16829,,,,
02/03/2020,23,17742,15880,,,,
02/03/2020,24,16514,14810,,,,
03/03/2020,1,15766,14072,,,,
03/03/2020,2,15515,13742,,,,
03/03/2020,3,15370,13579,,,,
03/03/2020,4,15760,13674,,,,
03/03/2020,5,15937,13916,,,,
03/03/2020,6,16529,14516,,,,
03/03/2020,7,17454,15668,,,,
03/03/2020,8,18385,16779,,,,
03/03/2020,9,18523,16745,,,,
03/03/2020,10,18327,16599,,,,
03/03/2020,11,18539,16794,,,,
03/03/2020,12,18511,16787,,,,
03/03/2020,13,18027,16789,,,,
03/03/2020,14,18212,16990,,,,
03/03/2020,15,18329,17095,,,,
03/03/2020,16,18289,16988,,,,
03/03/2020,17,19010,17390,,,,
03/03/2020,18,19377,17788,,,,
03/03/2020,19,19822,18024,,,,
03/03/2020,20,19727,17848,,,,
03/03/2020,21,19353,17462,,,,
03/03/2020,22,18604,16759,,,,
03/03/2020,23,17731,15720,,,,
03/03/2020,24,16773,14493,,,,
04/03/2020,1,15870,13878,,,,
04/03/2020,2,15483,13538,,,,
04/03/2020,3,15148,13283,,,,
04/03/2020,4,15095,13261,,,,
04/03/2020,5,15409,13419,,,,
04/03/2020,6,16126,14015,,,,
04/03/2020,7,17236,15233,,,,
04/03/2020,8,18299,16251,,,,
04/03/2020,9,18360,16330,,,,
04/03/2020,10,17803,15859,,,,
04/03/2020,11,17800,15890,,,,
04/03/2020,12,17907,16137,,,,
04/03/2020,13,17402,15756,,,,
04/03/2020,14,17307,15708,,,,
04/03/2020,15,17320,15716,,,,
04/03/2020,16,17542,15949,,,,
04/03/2020,17,18399,16787,,,,
04/03/2020,18,19172,17465,,,,
04/03/2020,19,19817,18183,,,,
04/03/2020,20,19365,18077,,,,
04/03/2020,21,19154,17507,,,,
04/03/2020,22,18744,16822,,,,
04/03/2020,23,17819,15893,,,,
04/03/2020,24,16634,14881,,,,
05/03/2020,1,15985,14190,,,,
05/03/2020,2,15872,13914,,,,
05/03/2020,3,15576,13790,,,,
05/03/2020,4,15774,13894,,,,
05/03/2020,5,15820,14080,,,,
05/03/2020,6,16668,14722,,,,
05/03/2020,7,17842,15916,,,,
05/03/2020,8,18280,16497,,,,
05/03/2020,9,17810,16112,,,,
05/03/2020,10,17450,15645,,,,
05/03/2020,11,17508,15248,,,,
05/03/2020,12,17455,15041,,,,
05/03/2020,13,17211,14993,,,,
05/03/2020,14,17064,14983,,,,
05/03/2020,15,16759,14993,,,,
05/03/2020,16,17134,15302,,,,
05/03/2020,17,17657,15887,,,,
05/03/2020,18,18543,16620,,,,
05/03/2020,19,19029,17203,,,,
05/03/2020,20,19479,17520,,,,
05/03/2020,21,19308,16998,,,,
05/03/2020,22,18953,16542,,,,
05/03/2020,23,18703,16010,,,,
05/03/2020,24,17383,14954,,,,
06/03/2020,1,16041,14341,,,,
06/03/2020,2,15736,14028,,,,
06/03/2020,3,15484,13705,,,,
06/03/2020,4,15141,13432,,,,
06/03/2020,5,15721,13720,,,,
06/03/2020,6,16686,14323,,,,
06/03/2020,7,17391,15452,,,,
06/03/2020,8,18805,16600,,,,
06/03/2020,9,18870,16705,,,,
06/03/2020,10,18899,16720,,,,
06/03/2020,11,18897,16801,,,,
06/03/2020,12,18667,16667,,,,
06/03/2020,13,18556,16485,,,,
06/03/2020,14,18492,16378,,,,
06/03/2020,15,18466,16279,,,,
06/03/2020,16,18822,16294,,,,
06/03/2020,17,19532,16938,,,,
06/03/2020,18,20034,17384,,,,
06/03/2020,19,19622,17602,,,,
06/03/2020,20,19379,17530,,,,
06/03/2020,21,19277,17248,,,,
06/03/2020,22,18540,16645,,,,
06/03/2020,23,17941,15719,,,,
06/03/2020,24,17137,14847,,,,
07/03/2020,1,16747,14208,,,,
07/03/2020,2,16506,13878,,,,
07/03/2020,3,16206,13785,,,,
07/03/2020,4,16365,13772,,,,
07/03/2020,5,16423,13998,,,,
07/03/2020,6,16637,14294,,,,
07/03/2020,7,17124,15008,,,,
07/03/2020,8,17121,15293,,,,
07/03/2020,9,16841,14887,,,,
07/03/2020,10,16527,14652,,,,
07/03/2020,11,16671,14641,,,,
07/03/2020,12,16704,14557,,,,
07/03/2020,13,16704,14413,,,,
07/03/2020,14,16263,14118,,,,
07/03/2020,15,16184,13981,,,,
07/03/2020,16,16269,14145,,,,
07/03/2020,17,16781,14814,,,,
07/03/2020,18,17428,15598,,,,
07/03/2020,19,18290,16413,,,,
07/03/2020,20,18382,16485,,,,
07/03/2020,21,18127,16032,,,,
07/03/2020,22,17725,15571,,,,
07/03/2020,23,17078,14836,,,,
07/03/2020,24,16552,13981,,,,
08/03/2020,1,16231,13450,,,,
08/03/2020,2,16569,13011,,,,
08/03/2020,3,16310,12735,,,,
08/03/2020,4,16014,12598,,,,
08/03/2020,5,16065,12833,,,,
08/03/2020,6,15737,12962,,,,
08/03/2020,7,16029,13443,,,,
08/03/2020,8,16307,13819,,,,
08/03/2020,9,16758,13758,,,,
08/03/2020,10,16748,13563,,,,
08/03/2020,11,16520,13196,,,,
08/03/2020,12,16766,13183,,,,
08/03/2020,13,17018,12993,,,,
08/03/2020,14,16984,12756,,,,
08/03/2020,15,16905,12744,,,,
08/03/2020,16,17428,13495,,,,
08/03/2020,17,18123,14468,,,,
08/03/2020,18,18379,15082,,,,
08/03/2020,19,18923,15809,,,,
08/03/2020,20,18482,15867,,,,
08/03/2020,21,18128,15287,,,,
08/03/2020,22,17572,14469,,,,
08/03/2020,23,17272,13626,,,,
08/03/2020,24,16677,12940,,,,
09/03/2020,1,16373,12506,,,,
09/03/2020,2,15906,12235,,,,
09/03/2020,3,15810,12137,,,,
09/03/2020,4,15886,12234,,,,
09/03/2020,5,16336,12794,,,,
09/03/2020,6,16809,13984,,,,
09/03/2020,7,18073,15560,,,,
09/03/2020,8,18229,15755,,,,
09/03/2020,9,17662,14994,,,,
09/03/2020,10,17392,14507,,,,
09/03/2020,11,17372,14130,,,,
09/03/2020,12,17553,14126,,,,
09/03/2020,13,17573,14244,,,,
09/03/2020,14,17485,14439,,,,
09/03/2020,15,17605,14677,,,,
09/03/2020,16,17878,15185,,,,
09/03/2020,17,18586,15898,,,,
09/03/2020,18,18632,16020,,,,
09/03/2020,19,18827,16455,,,,
09/03/2020,20,18687,16357,,,,
09/03/2020,21,18662,15745,,,,
09/03/2020,22,18168,14792,,,,
09/03/2020,23,17393,13785,,,,
09/03/2020,24,17053,12965,,,,
10/03/2020,1,16769,12491,,,,
10/03/2020,2,16254,12136,,,,
10/03/2020,3,16263,12164,,,,
10/03/2020,4,16281,12218,,,,
10/03/2020,5,16513,12780,,,,
10/03/2020,6,16827,13873,,,,
10/03/2020,7,18199,15390,,,,
10/03/2020,8,18733,16026,,,,
10/03/2020,9,18215,15908,,,,
