Year,Month,Day,Hour,Temperature,Dew Point,Relative Humidity,Wind Speed,Toronto,Scored Labels
2018,8,16,8,1.380061767,1.574436811,0.387997491,-1.142606244,1.794347264,1.180992603
2015,1,23,15,-0.670951478,-0.78431471,-0.474100575,1.344668179,0.79120772,0.657440662
2017,12,29,17,-1.616892932,-1.511518736,0.326419058,0.371386883,0.88726353,0.955100536
2019,1,10,7,-1.351675702,-1.362348679,-0.104629975,2.101664742,0.524826143,0.238047123
2014,12,4,6,-1.210226512,-0.989423538,0.757468091,-0.493752047,0.118817048,-0.204968452
2013,5,25,10,0.186584232,-0.290188897,-1.397777075,1.777237644,-0.427809832,0.033057213
2015,7,26,21,1.450786362,1.108280384,-1.028306475,-1.25074861,1.146713244,1.14348793
2016,11,27,0,-0.502980566,-0.196957612,1.003781825,0.15510215,-1.135850083,-1.145080566
2013,7,8,18,1.07948224,1.611729325,1.619566158,-0.385609681,-1.056628796,0.805103302
2017,11,26,20,-0.653270329,-0.700406553,-0.289365275,2.101664742,-0.149545062,0.143946171
2013,12,26,14,-0.874284688,-0.644467782,0.757468091,0.371386883,-0.382257592,0.778713703
2017,4,17,21,-0.547183437,-0.467328339,0.141683758,1.236525813,-0.414936373,-0.12186718
2013,3,2,8,-1.466603168,-1.315733037,0.511154358,0.263244517,-0.051508719,0.529046535
2014,6,19,4,0.734699841,1.108280384,1.065360258,-0.385609681,-1.038804006,-1.115464687
2016,1,27,8,-1.015733877,-1.017392923,-0.104629975,0.479529249,0.729811222,0.314096451
2013,8,10,1,0.911511328,0.781970885,-0.535679008,0.263244517,-1.096239439,-1.282405376
2018,9,25,12,0.964554774,1.490528654,1.619566158,-0.493752047,0.639697009,0.578460693
2018,10,17,2,-0.105154721,-0.318158283,-0.720414308,-0.277467314,-1.574537959,-1.731296539
2018,5,7,21,0.336873996,-0.551236496,-2.198296708,-1.467033343,-0.500099256,-0.654766083
2013,3,14,23,-1.121820769,-1.23182488,-0.474100575,-1.034463878,-0.442663823,-0.351512909
2013,7,24,8,0.496004334,0.297168201,-0.720414308,1.128383446,0.311918934,-0.08339119
2015,6,7,22,0.778902713,1.080310998,0.819046525,-0.277467314,-0.950670325,-0.622444153
2015,6,19,21,0.663975246,0.362430101,-0.966728041,-1.25074861,-0.023781269,-0.446702957
2016,5,15,8,-0.494139991,-0.308835154,0.511154358,1.236525813,-0.94175793,-0.066814423
2015,11,12,19,0.036294469,0.250552558,0.572732791,3.074946038,0.676336854,0.298710823
2013,4,5,7,-0.626748606,-0.644467782,-0.166208408,0.263244517,0.372325166,-0.130898476
2017,2,5,23,-1.015733877,-1.147916723,-0.535679008,0.695813982,-0.426819566,-0.494915485
2017,3,26,13,-0.520661714,-0.113049455,1.434830858,1.128383446,-0.211931825,0.465867519
2019,1,15,6,-1.006893303,-0.84957661,0.511154358,-0.061182582,-0.155486658,-0.212616444
2014,1,16,1,-1.192545364,-0.998746666,0.634311225,-0.710036779,-0.494157659,-0.736260414
2019,9,12,17,0.858467882,0.800617142,-0.289365275,-0.169324948,0.398072084,0.08189106
2015,7,30,22,1.229772004,0.968433456,-0.843571175,-0.277467314,0.874390071,0.233999252
2014,9,21,17,0.999917071,0.744678371,-0.843571175,0.371386883,-0.075275105,0.465108871
2014,2,24,11,-1.333994553,-1.54881125,-0.781992742,2.101664742,1.19325575,0.800308228
2014,1,22,1,-2.642399555,-2.667586675,-0.104629975,-0.061182582,0.165359554,0.094981194
2015,12,9,12,0.062816192,0.129351887,0.080105325,-0.601894413,0.349549046,0.146583557
2015,9,20,18,0.575569503,0.530246414,-0.289365275,-0.710036779,-0.156476924,0.006789207
2015,11,6,6,0.655134672,1.07098787,1.250095558,-0.061182582,-0.772422429,-0.611297607
2018,6,20,6,0.672815821,0.586185186,-0.412522142,-0.493752047,-0.054479517,-0.716085434
2018,7,20,16,1.786728187,1.201511669,-1.520933941,0.912098714,2.27363605,1.904652596
2017,2,8,21,-1.298632256,-1.380994936,-0.350943708,0.695813982,0.795168784,0.538057804
2014,4,4,7,-0.591386309,-0.569882753,-0.043051542,0.912098714,0.601076631,-0.147907734
2017,12,14,19,-1.696458101,-1.632719407,0.141683758,-0.277467314,1.04669637,1.141345978
2013,12,20,11,-0.768197796,-0.327481411,1.619566158,0.046959784,1.217022137,0.62942791
2019,5,23,21,0.681656395,0.511600157,-0.658835875,0.15510215,-0.389189454,-0.565439224
2017,9,10,5,-0.016748977,0.24122943,0.757468091,-0.818179146,-1.942916943,-1.186751366
2018,4,9,21,-0.71515435,-0.821607224,-0.474100575,-0.061182582,-0.059430848,-0.088552475
2015,4,22,19,-0.494139991,-0.551236496,-0.289365275,1.993522376,0.695151909,0.266782761
2016,11,30,14,0.195424807,0.679416471,1.619566158,-0.710036779,0.47234204,0.159669399
2018,8,16,21,1.40658349,1.826161281,1.126938691,-0.926321512,1.640856021,1.189125061
2019,3,12,20,-0.741676073,-0.942807895,-0.720414308,-1.142606244,0.371334899,0.159659386
2017,8,16,5,0.690496969,1.033695355,0.942203391,-0.385609681,-0.660522362,-0.976038456
2016,5,24,8,0.929192476,0.213260044,-1.828826108,-1.142606244,0.305977338,-0.217686653
2014,11,15,12,-0.556024012,-0.868222867,-1.028306475,-0.169324948,0.107924121,0.328314781
2016,9,12,1,0.557888354,0.5582158,-0.166208408,-1.142606244,-1.512151195,-1.614168644
2017,12,26,1,-1.83790729,-1.893767006,-0.227786842,1.236525813,-1.139811147,-0.602079391
2014,11,14,11,-0.644429755,-0.933484766,-0.966728041,0.371386883,0.690200579,0.340237617
2018,7,24,7,1.318177747,1.70496061,1.065360258,-0.277467314,1.133839785,0.796587944
2014,9,11,2,1.220931429,1.723606867,1.496409291,-0.385609681,-0.98235884,-0.598600388
2014,7,3,11,1.150206835,0.94046407,-0.720414308,-1.034463878,1.452705465,0.576403618
2013,1,22,22,-2.147327392,-2.033613934,0.387997491,-0.601894413,1.041745039,0.977270126
2018,1,11,14,0.319192847,0.418368872,0.141683758,-0.061182582,0.370344633,-0.049600124
2018,2,6,9,-1.528487188,-1.446256836,0.264840625,0.479529249,0.706044836,0.58180809
2019,2,10,8,-1.563849486,-1.502195607,0.141683758,-0.710036779,-0.27134779,0.40301609
2016,10,29,17,0.734699841,0.931140942,0.449575925,1.993522376,-0.264415927,0.194283485
2018,7,19,13,1.556873254,0.735355242,-1.951982974,-0.385609681,1.477462117,1.197566986
2014,4,7,5,-0.750516647,-0.607175268,0.387997491,-1.034463878,-0.465439943,-0.76300621
2015,12,4,14,-0.290806782,-0.318158283,-0.227786842,0.695813982,0.599096099,0.462211132
2014,1,12,3,-0.670951478,-0.411389568,0.819046525,1.777237644,-1.153674872,-1.031199455
2019,6,1,13,0.708178118,0.856555913,0.264840625,0.263244517,-0.615960388,-0.072375298
2015,6,25,19,0.87614903,1.015049098,0.264840625,-1.25074861,0.583251842,0.203163147
2017,7,29,0,0.672815821,0.968433456,0.819046525,0.15510215,-1.377475008,-1.328355312
2018,11,29,5,-0.679792052,-0.439358954,0.757468091,-0.169324948,-0.818964935,-1.041020393
2019,2,4,15,0.310352273,0.259875687,-0.289365275,-0.493752047,0.320831329,-0.163651466
2018,7,2,0,1.592235551,1.565113682,-0.289365275,-0.818179146,0.331724256,0.282583714
2018,2,28,22,-0.582545735,-0.318158283,0.819046525,1.88538001,-0.26639646,-0.171662807
2015,10,25,11,0.328033422,-0.047787555,-1.151463341,1.236525813,-0.636755976,-0.070371151
2018,7,28,9,1.026438794,1.182865412,0.326419058,-0.061182582,-0.023781269,0.321262836
2015,7,22,8,0.929192476,0.698062728,-0.781992742,1.344668179,0.67732712,-0.006966114
2016,1,31,23,0.142381361,0.474307643,1.003781825,1.344668179,-0.804110944,-0.836213589
2013,8,28,20,1.433105213,1.649021839,0.449575925,-0.818179146,2.218181149,1.588232994
2014,9,7,15,1.167887983,0.539569543,-1.644090808,-1.467033343,-0.04358659,0.638903618
2016,5,6,3,0.089337915,0.017474345,-0.350943708,1.02024108,-1.54383971,-1.533452988
2019,5,15,18,0.690496969,0.483630772,-0.720414308,1.236525813,-0.064382178,-0.26450634
2015,9,23,5,0.460642037,0.987079713,1.742723024,-1.358890977,-0.735782584,-1.111544609
2020,1,4,21,-0.759357221,-0.476651468,0.942203391,-0.061182582,-0.186184907,0.264832497
2014,2,12,19,-1.51080604,-1.539488122,-0.166208408,-0.926321512,1.792366732,1.232068062
2017,10,15,8,0.858467882,1.285419826,1.250095558,-0.277467314,-1.059599594,0.073752403
2016,6,11,6,0.48716376,0.912494684,1.311673991,-1.467033343,-1.400251128,-0.797808647
2013,11,28,11,-1.201385938,-1.399641193,-0.720414308,0.15510215,1.0516477,0.580133438
2017,11,11,18,-0.83892239,-0.961454152,-0.535679008,-0.601894413,0.445604856,0.597331047
2015,5,4,6,0.504844908,0.278521944,-0.781992742,-1.034463878,-0.456527548,-0.753473282
2014,9,2,13,1.318177747,1.714283739,1.065360258,-0.710036779,1.749785291,1.430131435
2016,10,16,20,0.840786733,1.145572898,0.819046525,-1.25074861,-0.391169986,0.15249157
2013,6,12,16,1.106003963,0.949787199,-0.597257442,-0.385609681,1.09719994,0.61549139
2018,12,14,17,-0.343850228,0.082736244,1.434830858,-1.034463878,0.873399805,0.387019157
2018,8,22,12,1.106003963,1.173542284,0.018526892,0.803956348,0.968465349,0.495379448
2016,6,10,8,0.672815821,0.24122943,-1.274620208,-1.034463878,0.141593168,-0.346918106
2014,2,3,22,-1.979356479,-1.781889464,0.757468091,-0.710036779,0.783285591,0.679577351
2013,7,17,20,1.945858525,1.676991225,-0.843571175,-0.061182582,3.809538749,2.555373192
2015,12,23,9,-0.140517018,0.343783844,1.681144591,-0.710036779,0.212892326,-0.049670219
2017,7,12,3,1.035279368,1.443913011,1.188517124,-1.467033343,-0.874419836,-0.994631767
2019,10,1,3,0.646294098,1.061664741,1.250095558,0.15510215,-1.644846851,-1.559165001
2019,3,8,0,-1.952834756,-2.070906448,-0.474100575,-0.818179146,-0.155486658,-0.163467884
2015,7,4,6,0.451801462,0.464984515,-0.104629975,-0.926321512,-1.603255675,-0.764569759
2019,9,27,23,0.884989605,0.987079713,0.141683758,-0.277467314,-1.253691747,-0.839319706
2018,2,13,6,-1.846747864,-1.735273821,0.387997491,-0.493752047,0.297064943,-0.012159348
2015,1,11,8,-1.263269958,-1.213178623,0.080105325,-0.493752047,-0.168360117,0.463064671
2020,1,17,7,-2.085443371,-2.117522091,-0.166208408,-0.818179146,0.679307652,0.421826839
2015,10,20,5,0.434120314,0.008151216,-1.274620208,-0.277467314,-0.714986996,-1.045424938
2014,11,5,21,-0.202401038,-0.178311355,-0.043051542,-1.358890977,0.373315432,-0.003663063
2018,2,12,21,-1.546168337,-1.567457507,-0.166208408,-0.710036779,0.873399805,0.647366524
2013,10,3,14,1.061801091,-0.010495041,-2.383032008,-0.385609681,0.808042243,0.32845211
2014,12,11,13,-1.201385938,-0.84957661,1.311673991,-0.493752047,1.410124023,1.025610447
2016,3,6,14,-0.556024012,-0.793637838,-0.843571175,0.046959784,-0.343637214,0.31847477
2019,2,15,20,-1.166023641,-1.203855494,-0.227786842,1.236525813,0.793188252,0.592867374
2018,11,24,12,-0.582545735,-0.355450797,0.695889658,0.371386883,0.35351011,0.238610268
2017,2,2,15,-1.210226512,-1.558134379,-1.151463341,1.669095278,0.914000714,0.783948898
2017,8,15,0,0.911511328,1.350681726,1.250095558,-1.575175709,-0.775393228,-1.003917694
2019,3,1,19,-1.033415026,-0.998746666,0.018526892,-1.142606244,0.898156457,0.566821575
2018,5,26,4,0.867308456,0.688739599,-0.658835875,-0.385609681,-1.416095385,-1.122937679
2017,7,14,19,1.167887983,1.164219155,-0.166208408,0.479529249,0.605037696,0.520617485
2016,6,20,23,1.052960517,0.455661386,-1.582512375,1.560952911,0.051478954,-0.732146263
2013,5,19,12,1.044119943,1.108280384,0.018526892,-0.169324948,-0.761529502,0.570417404
2018,11,29,23,-0.750516647,-0.681760296,0.141683758,-1.358890977,-0.336705352,-0.974658489
2016,5,12,17,0.770062138,0.250552558,-1.459355508,-0.169324948,0.215863124,-0.116501808
2013,3,31,23,-0.228922761,0.166644401,1.311673991,0.046959784,-1.230915627,-0.762420654
2013,5,4,19,0.884989605,-0.094403198,-2.259875141,-0.818179146,-0.510001917,0.001679897
2015,8,3,23,0.911511328,0.912494684,-0.166208408,-0.710036779,-0.785295889,-0.825609207
2014,2,1,22,-0.759357221,-0.290188897,1.742723024,-1.25074861,0.172291416,0.057548046
2013,6,19,0,0.363395719,0.362430101,-0.166208408,0.695813982,-1.202197911,-1.281894684
2013,6,18,13,0.999917071,0.464984515,-1.459355508,-1.358890977,1.008075992,0.30826664
2014,12,17,15,-0.529502289,-0.27154264,0.819046525,1.669095278,1.003124662,0.704371452
2019,12,15,11,-0.865444113,-0.905515381,-0.227786842,2.858661306,-0.104983088,0.381170273
2019,11,8,2,-1.0422556,-0.840253481,0.634311225,-0.818179146,-1.049696933,-1.157763958
2016,10,16,21,0.796583861,1.173542284,1.065360258,-1.25074861,-0.735782584,-0.11381197
2014,6,30,22,1.636438423,1.667668096,-0.104629975,0.263244517,1.050657434,1.417291641
2014,10,16,18,0.584410077,0.987079713,1.188517124,1.128383446,0.744665214,0.305568218
2016,11,30,17,0.115859638,0.586185186,1.557987724,-0.493752047,0.917961779,0.155881405
2017,10,16,18,-0.122835869,-0.458005211,-1.089884908,-0.061182582,0.405003946,-0.075251102
2014,9,28,4,0.460642037,0.716708985,0.695889658,-0.926321512,-1.830026609,-1.306506157
2015,9,23,23,0.743540415,0.921817813,0.387997491,-0.926321512,-0.899176488,-1.006369114
2017,1,29,22,-1.342835127,-1.455579965,-0.474100575,0.046959784,-0.072304307,0.476086617
2013,8,13,1,0.805424436,1.25745044,1.373252424,-0.926321512,-1.110103165,-1.284211159
2018,4,4,10,-0.441096545,-0.374097054,0.080105325,2.642376574,0.40401368,0.130356312
2016,8,3,18,1.662960146,1.015049098,-1.644090808,-0.493752047,2.535066296,1.702155113
2019,7,17,22,1.388902342,1.509174911,0.203262191,0.15510215,0.919942311,0.634691715
2013,8,13,21,0.407598591,0.520923286,0.203262191,0.046959784,-0.098051225,-0.276918411
2015,5,20,23,0.053975617,-0.840253481,-2.198296708,-0.493752047,-1.108122632,-1.174784184
2016,12,20,3,-1.63457408,-1.660688793,-0.166208408,-0.818179146,-0.581301075,-0.940255165
2019,9,23,6,1.167887983,1.434589883,0.634311225,-0.169324948,0.362422505,0.189380169
2013,3,24,22,-0.723994924,-0.737699067,-0.166208408,-0.601894413,-0.562486019,-0.114209652
2018,4,3,21,-0.51182114,-0.113049455,1.373252424,0.263244517,-0.035664462,-0.015015602
2018,3,24,23,-1.139501918,-1.893767006,-2.075139841,0.695813982,-0.82787733,-0.458753586
2015,2,12,21,-2.226892561,-2.229399633,-0.043051542,0.263244517,1.519053293,1.196932793
2016,7,30,14,1.521510957,0.94046407,-1.520933941,0.695813982,0.681288184,1.273776531
2013,5,19,9,0.725859267,0.800617142,0.080105325,-0.818179146,-1.018998685,0.115931988
2017,2,7,9,-0.803560093,-0.700406553,0.264840625,1.128383446,0.766451068,0.302679062
2018,1,6,4,-2.730805298,-2.770141089,-0.166208408,-0.818179146,-0.437712492,-0.248313427
2017,7,13,18,0.770062138,1.07098787,0.819046525,-0.061182582,0.263395896,0.063777447
2016,4,13,1,-0.874284688,-0.858899738,-0.043051542,-1.25074861,-1.057619062,-1.130255699
2014,4,11,2,-0.18471989,0.101382501,0.880624958,-0.277467314,-1.422036982,-1.510802269
2018,10,24,14,-0.396893674,-0.355450797,0.018526892,0.912098714,0.266366694,0.120195389
2016,7,15,10,1.565713828,1.276096698,-0.905149608,1.236525813,2.168667845,1.32046175
2013,6,9,1,0.363395719,0.744678371,1.188517124,-1.034463878,-1.777542506,-1.525054455
2015,7,8,20,0.831946159,0.632800828,-0.720414308,-1.25074861,0.484225233,-0.065677643
2016,3,19,19,-0.909646985,-1.194532366,-0.966728041,-0.818179146,-0.054479517,0.494511604
2014,2,11,12,-1.722979824,-1.977675163,-0.905149608,0.371386883,1.519053293,1.061415195
2016,12,11,1,-1.298632256,-1.110624209,0.634311225,-0.061182582,-0.857585313,-0.820988655
2016,5,10,23,0.071656766,-0.551236496,-1.705669241,-1.25074861,-1.191304984,-1.284996033
2016,11,6,7,-0.202401038,-0.047787555,0.387997491,-0.061182582,-1.433920175,-0.453119755
2015,5,10,14,1.450786362,1.499851782,-0.043051542,-1.25074861,0.134661305,1.449088097
2019,5,6,20,0.681656395,0.763324628,0.080105325,-1.034463878,-0.136671602,-0.352287292
2018,6,30,1,1.353540044,1.434589883,0.080105325,0.046959784,-0.41295584,-0.442294598
2014,10,21,15,-0.105154721,0.306491329,1.373252424,1.236525813,0.634745678,0.436757565
2018,6,18,18,1.760206464,1.593083068,-0.597257442,1.669095278,2.4152441,1.929986954
2016,8,20,0,1.291656024,1.611729325,0.819046525,-1.25074861,-0.073294573,-0.195626259
2015,4,21,22,-0.379212525,-0.047787555,1.065360258,-1.034463878,-0.568427616,-0.460867882
2013,12,7,13,-0.98037158,-1.455579965,-1.459355508,1.669095278,0.451546452,1.014575958
2018,10,19,6,-0.228922761,-0.290188897,-0.289365275,0.263244517,-0.169350383,-0.815562725
2018,10,3,12,0.496004334,0.781970885,0.819046525,-0.926321512,0.191106472,0.034773827
2014,6,24,10,1.34469947,1.593083068,0.572732791,-0.277467314,1.584410854,1.259950638
2018,8,28,17,1.830931058,1.639698711,-0.658835875,-0.061182582,2.884630225,2.353770256
2017,3,17,3,-1.30747283,-1.315733037,-0.104629975,-0.601894413,-0.888283561,-0.959403515
2016,7,23,1,1.327018321,1.07098787,-0.843571175,-0.277467314,0.009887778,-0.615037918
2015,10,16,4,-0.24660391,0.092059373,1.065360258,0.263244517,-1.291321858,-1.344294071
2017,11,19,4,-0.626748606,-0.27154264,1.188517124,2.534234207,-1.541859178,-1.151762009
2014,11,27,2,-0.821241242,-0.877545995,-0.289365275,-0.926321512,-0.848672918,-1.451781273
2016,5,11,17,0.81426501,-0.476651468,-2.690924174,-0.385609681,0.109904653,-0.237808228
2016,12,7,4,-0.538342863,-0.113049455,1.496409291,0.046959784,-1.066531457,-1.220701218
2013,6,11,0,0.637453523,1.154896026,1.681144591,-1.034463878,-1.219032434,-1.223872185
2019,11,13,20,-1.10413962,-0.728375939,1.434830858,-0.385609681,1.103141537,0.546030998
2016,3,1,9,-1.519646614,-1.642042535,-0.474100575,-0.169324948,1.015998121,0.561543465
2018,3,23,20,-0.847762965,-1.203855494,-1.151463341,0.587671615,0.266366694,0.208640099
2015,10,1,21,0.168903084,-0.33680454,-1.459355508,0.695813982,-0.335715086,-0.140921116
2015,3,7,8,-1.289791681,-1.157239851,0.387997491,0.15510215,0.129709975,0.369393826
2016,4,28,20,-0.18471989,-0.765668453,-1.644090808,-0.277467314,0.221804721,-0.277731895
2017,10,11,16,0.062816192,0.138675016,0.080105325,0.15510215,0.238639244,0.033071995
2014,5,28,14,0.575569503,0.781970885,0.511154358,-0.277467314,0.513933216,0.216474056
2014,10,24,11,0.142381361,0.120028759,-0.227786842,-0.277467314,0.316870265,0.043903351
2017,3,11,4,-1.873269587,-1.837828235,0.080105325,-0.926321512,-0.831838395,-0.620681763
2018,9,10,9,0.363395719,0.837909656,1.557987724,1.236525813,0.124758644,-0.15069437
2018,1,16,7,-1.57269006,-1.315733037,0.942203391,-0.710036779,0.5406704,0.293794155
2013,8,29,16,1.724844166,1.611729325,-0.474100575,-0.385609681,3.12625515,2.422760963
2016,5,9,2,-0.317328505,-0.150341969,0.449575925,0.046959784,-1.710204412,-1.522336006
2019,2,24,0,-0.600226883,-0.346127668,0.819046525,0.15510215,-0.881351699,-0.959378719
2013,12,10,12,-1.431240871,-1.54881125,-0.474100575,1.560952911,1.179392025,1.214374542
2018,7,25,23,1.123685112,1.182865412,-0.043051542,-0.601894413,-0.085177766,-0.405901909
2013,9,4,23,0.575569503,0.87520217,0.819046525,0.803956348,-0.907098617,-0.936412811
2013,8,7,20,1.371221193,1.565113682,0.387997491,-0.493752047,1.403192161,1.268026829
2015,12,12,13,-0.052111275,-0.001171912,0.018526892,-0.493752047,-0.103992822,0.199181557
2015,2,23,11,-2.359501176,-2.676909803,-1.089884908,-0.493752047,1.613128571,1.262354851
2015,10,3,22,0.248468253,0.203936915,-0.289365275,1.452810545,-1.082375714,-0.471792698
2013,5,10,13,0.389917442,0.87520217,1.557987724,-0.169324948,0.390149955,0.349358559
2013,4,11,10,-0.830081816,-0.485974597,1.188517124,0.046959784,1.033822911,0.555795193
2013,10,13,3,0.637453523,0.865879042,0.572732791,-1.467033343,-1.974605457,-1.415446758
2015,8,14,23,1.123685112,1.555790554,1.250095558,-0.710036779,-0.12973974,-0.386597633
2014,2,16,9,-1.802544993,-1.567457507,0.880624958,-0.926321512,0.133671039,0.850886822
2014,1,31,5,-0.953849857,-0.765668453,0.572732791,0.587671615,-0.124788409,-0.427349091
2018,6,20,18,1.318177747,0.819263399,-1.397777075,0.046959784,1.232866394,0.693493843
2019,12,27,1,-0.458777694,-0.001171912,1.619566158,-0.277467314,-1.464618423,-1.421847343
2016,12,4,21,-0.529502289,-0.364773926,0.449575925,0.695813982,0.068313477,0.338784218
2015,11,21,10,-0.476458843,-0.224926997,0.757468091,-0.601894413,-0.155486658,0.143384933
2017,12,14,0,-1.669936378,-1.492872479,0.634311225,0.263244517,-0.308977901,-0.283683777
2013,9,17,13,0.593250652,0.269198815,-1.028306475,0.046959784,0.386188891,0.141753674
2015,1,18,14,-0.476458843,-0.196957612,0.880624958,0.15510215,0.240619776,0.662978649
2018,10,17,16,-0.343850228,-0.224926997,0.264840625,1.993522376,0.238639244,0.198620319
2014,3,5,0,-1.63457408,-1.48354935,0.511154358,-0.601894413,0.060391349,-0.235044003
2013,4,9,14,0.292671124,0.297168201,-0.104629975,-0.818179146,0.374305698,0.161621571
2014,8,23,16,1.123685112,1.38797424,0.634311225,-0.277467314,0.283201218,0.907039642
2019,5,23,8,0.22194653,0.4929539,0.757468091,-0.277467314,-0.03863526,-0.380131721
2016,3,3,1,-1.616892932,-1.623396278,-0.104629975,-0.710036779,-0.40800451,-0.619496822
2017,5,2,2,0.115859638,0.315814458,0.511154358,0.263244517,-1.60721674,-1.666156769
2015,10,20,22,0.398758016,0.604831443,0.511154358,-1.358890977,-0.799159614,-0.761288166
2018,11,2,12,-0.352690802,0.064089987,1.434830858,-0.601894413,0.377276496,0.36534977
2013,2,22,22,-0.732835498,-0.243573254,1.865879891,-0.601894413,0.434711929,0.277388096
2014,3,23,2,-1.475443742,-1.436933708,0.080105325,0.587671615,-1.042765071,-0.818608284
2016,6,15,0,0.672815821,-0.607175268,-2.690924174,-1.25074861,-1.317068776,-1.521830559
2019,2,2,3,-2.032399925,-2.182783991,-0.597257442,-0.926321512,-0.491186861,-0.674995899
2018,8,12,8,1.185569132,1.248127312,0.018526892,-1.683318075,-0.091119363,0.640830994
2016,8,4,19,1.654119572,1.369327983,-0.905149608,0.371386883,2.660830089,1.786233425
2019,1,23,10,-0.679792052,-0.27154264,1.434830858,-1.034463878,0.985299873,0.465417862
2013,4,20,4,-0.644429755,-0.346127668,1.003781825,0.803956348,-1.487394543,-0.975587368
2014,2,18,2,-1.121820769,-0.737699067,1.434830858,0.371386883,-0.601106397,-0.884573936
2019,3,12,13,-0.582545735,-0.905515381,-1.089884908,-0.061182582,0.26240563,0.194061279
2013,2,8,12,-1.537327763,-1.16656298,1.434830858,0.803956348,1.528955953,1.195308685
2016,7,4,4,0.602091226,0.595508314,-0.166208408,-1.034463878,-1.324000639,-1.355389595
2018,10,31,12,0.239627678,0.744678371,1.681144591,-1.25074861,0.313899466,0.016047955
2013,12,31,13,-1.484284317,-1.54881125,-0.289365275,2.75051894,0.520865078,1.053132534
2017,3,6,2,-0.883125262,-0.886869124,-0.104629975,-0.601894413,-1.071482787,-1.18624258
2015,9,3,0,1.397742916,1.649021839,0.572732791,-1.034463878,0.302016273,0.001093864
2018,10,2,9,0.168903084,0.632800828,1.557987724,-0.818179146,0.174271948,-0.136662006
2016,11,23,18,-0.812400667,-0.607175268,0.634311225,-0.493752047,1.187314154,0.556132793
2014,8,16,6,0.407598591,0.670093342,0.695889658,-1.034463878,-1.420056449,-0.724182129
2013,1,19,4,-0.57370516,-0.644467782,-0.350943708,0.046959784,-1.081385448,-0.957466602
2019,5,26,6,0.823105584,1.145572898,0.880624958,-0.385609681,-1.689408825,-0.552423
2017,8,1,3,0.938033051,1.350681726,1.188517124,-0.818179146,-0.921952608,-1.221339226
2016,8,27,13,1.424264639,1.108280384,-0.966728041,-0.710036779,1.331893002,1.337357998
2015,1,18,0,-0.44993712,-0.467328339,-0.166208408,-0.061182582,-0.573378946,-1.075843334
2019,11,21,4,-0.706313775,-0.308835154,1.434830858,-0.818179146,-1.110103165,-1.256844521
2019,7,7,4,0.955714199,1.052341613,0.080105325,-0.061182582,-1.100200504,-1.018554211
2017,8,17,8,1.106003963,1.360004854,0.634311225,-0.277467314,0.663463395,0.428584099
2018,8,12,7,0.982235922,1.248127312,0.634311225,-0.926321512,-0.664483426,-0.000219345
2014,12,13,22,-0.600226883,-0.252896383,1.188517124,-0.493752047,-0.034674196,-0.00607872
2014,7,29,11,1.044119943,0.446338257,-1.582512375,-0.277467314,0.74565548,0.278086185
2014,10,3,5,0.690496969,1.024372227,0.942203391,0.15510215,-0.700133005,-0.866049767
2014,4,21,21,0.151221935,-0.075756941,-0.781992742,-0.493752047,-0.326802691,-0.434156895
2019,1,18,11,-0.83892239,-0.681760296,0.449575925,-0.277467314,0.923903375,0.5399189
2014,9,14,15,0.504844908,0.203936915,-0.966728041,-0.277467314,-0.628833847,0.054401875
2017,9,7,19,0.425279739,0.632800828,0.511154358,-0.169324948,0.164369288,-0.131229877
2015,8,26,13,0.973395348,0.865879042,-0.474100575,0.15510215,0.824876767,0.382714748
2017,12,31,12,-2.271095432,-2.397215947,-0.474100575,-0.818179146,0.104953322,0.951621056
2016,12,11,23,-0.794719519,-0.355450797,1.619566158,0.15510215,-0.327792957,-0.414337635
2013,12,29,12,-0.361531376,-0.476651468,-0.474100575,-0.277467314,-0.290162846,0.260854244
2016,8,16,22,0.964554774,1.238804183,0.695889658,-0.169324948,0.094060395,-0.30396843
2017,3,16,16,-0.662110904,-1.287763651,-1.767247675,2.534234207,0.506011087,0.240653515
2016,12,21,2,-1.236748235,-1.315733037,-0.350943708,-1.467033343,-0.692210876,-1.18711853
2019,10,24,17,0.230787104,-0.075756941,-0.966728041,0.479529249,0.170310884,-0.282760143
2013,4,14,22,-0.432255971,-0.392743311,0.018526892,-0.601894413,-0.690230344,-0.411811352
2018,7,6,3,0.823105584,0.847232785,-0.104629975,0.371386883,-0.836789725,-1.427572727
2014,12,9,12,-0.405734248,-0.224926997,0.511154358,-1.467033343,0.964504285,0.414376259
2016,7,5,13,1.901655653,1.098957255,-1.890404541,0.587671615,2.431088357,2.003848076
2019,5,11,18,0.177743658,-0.308835154,-1.397777075,1.02024108,-0.685279014,-0.333741188
2013,1,21,1,-1.581530634,-1.464903093,0.326419058,-0.169324948,-0.728850722,-0.466473103
2018,6,7,9,0.805424436,0.819263399,-0.104629975,-1.034463878,0.060391349,-0.083839417
2015,12,18,4,-0.706313775,-0.905515381,-0.720414308,0.371386883,-1.107132366,-1.201853752
2016,2,29,7,-0.98037158,-0.914838509,0.141683758,1.560952911,0.089109065,0.038870811
2018,6,18,16,1.618757274,1.751576253,0.203262191,0.263244517,2.639044235,1.830791473
2017,2,5,7,-0.971531005,-1.147916723,-0.658835875,0.263244517,-0.783315356,-0.005882263
2019,7,13,0,0.725859267,1.080310998,1.003781825,-0.710036779,-0.94175793,-1.307957649
