Predicted Demand,Metric Prioritization,Date,Time
725.6884537,R2,4/4/2020,0:00:00
708.6013424,R2,4/4/2020,1:00:00
701.0187716,R2,4/4/2020,2:00:00
714.7782869,R2,4/4/2020,3:00:00
723.8781836,R2,4/4/2020,4:00:00
748.8133366,R2,4/4/2020,5:00:00
803.8721722,R2,4/4/2020,6:00:00
809.9178007,R2,4/4/2020,7:00:00
827.7501049,R2,4/4/2020,8:00:00
842.4807278,R2,4/4/2020,9:00:00
851.4403263,R2,4/4/2020,10:00:00
846.5729412,R2,4/4/2020,11:00:00
598.031768,NMAE,4/4/2020,0:00:00
577.8371256,NMAE,4/4/2020,1:00:00
582.1285488,NMAE,4/4/2020,2:00:00
603.3558266,NMAE,4/4/2020,3:00:00
634.6857568,NMAE,4/4/2020,4:00:00
709.8517513,NMAE,4/4/2020,5:00:00
762.2346836,NMAE,4/4/2020,6:00:00
804.7866153,NMAE,4/4/2020,7:00:00
851.341819,NMAE,4/4/2020,8:00:00
860.5795544,NMAE,4/4/2020,9:00:00
856.9882933,NMAE,4/4/2020,10:00:00
869.8076867,NMAE,4/4/2020,11:00:00
714.0309421,NRMS,4/4/2020,0:00:00
699.5069325,NRMS,4/4/2020,1:00:00
698.4405619,NRMS,4/4/2020,2:00:00
696.2455633,NRMS,4/4/2020,3:00:00
700.7715493,NRMS,4/4/2020,4:00:00
781.7254304,NRMS,4/4/2020,5:00:00
803.4087537,NRMS,4/4/2020,6:00:00
830.5220602,NRMS,4/4/2020,7:00:00
839.8376292,NRMS,4/4/2020,8:00:00
895.0085658,NRMS,4/4/2020,9:00:00
896.5462425,NRMS,4/4/2020,10:00:00
913.7906428,NRMS,4/4/2020,11:00:00
